file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,variances,,,,,,,,covariances,,,,,custom_variables,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,n2o_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,n2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_irga75_mean,status_code_irga75_mean,ga_diag_code_irga75_mean,agc_mean,fast_t_mean,air_p_mean,cooler_v_mean,data_size_qcl_mean,status_code_qcl_mean,status_qcl_mean,no2_mean,h2o_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CH-CHA_201003111318.csv,2010-03-11,14:00,70.5832,1,36000,36000,-0.424506E-01,0,0.422594E-02,17.6990,0,3.58883,-79.1636,1,23.0179,16.1310,1,5.18466,-1.76975,1,0.514579,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.941858E-10,0.858781E-12,-9999,-9999,18.1384,438.888,440.651,6.20000,0,165.385,4.00175,4.01783,4.95000,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,281.021,280.664,96559.5,1.19677,1007.42,0.241966E-01,-0.114680,0.298024E-02,386.020,1034.76,0.249025E-02,37.3051,648.744,266.989,-2.41421,-0.379069,0.140382,2.44782,0.483522E-13,0.519261E-14,2.44782,4.45899,358.021,188.923,3.28771,-9999,0.188338,0.302331,-32.0751,-0.626655E-01,-0.223575,-0.779452E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.419982E-01,1.01077,13.4361,1.02208,-67.0092,1.18244,13.4960,1.18244,-1.49803,1.18244,-9999,-9999,-9999,-9999,800001100,800000011,800000000,800000111,800010011,800011011,800010111,800010111,81100,81100,80,80,2,9,5,17,1335,389,0,0,0.325258,0.225457,0.539466E-01,0.314450,0.400179,3536.82,-9999,-9999,0.111443E-01,0.134960E-01,-1.49803,-9999,-9999,16.0000,0.00000,250.227,63.9219,2.21031,96699.6,1.16368,9.91644,84.4679,0.861161,105.290,3.93409
CH-CHA_201003111318.csv,2010-03-11,14:30,70.6040,1,36000,36000,-0.473304E-01,0,0.508638E-02,21.1842,0,3.35409,-11.2637,1,14.0629,12.5452,2,5.99331,-0.251814,1,0.314394,-9999,-9999,-9999,-9999,-9999,-9999,0.489313E-01,-7.65438,2.33267,-0.171123,-9999,-9999,0.122054E-09,0.234711E-12,-9999,-9999,19.8892,480.833,481.278,8.15000,0,38.2470,0.924643,0.925499,6.85000,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,280.777,280.695,96559.5,1.19803,1005.77,0.241756E-01,-0.163175E-01,0.689211E-03,89.2809,1036.94,0.575289E-03,8.61003,947.660,249.291,-2.36053,-0.483543,0.139378,2.41357,-0.156970E-14,0.613670E-14,2.41357,4.12378,355.150,191.577,3.31053,-9999,0.198764,0.282022,-31.4843,-0.638414E-01,-1.88076,-0.884524E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.468269E-01,1.01075,20.1770,1.02198,-9.61080,1.18205,9.66161,1.18205,-0.214861,1.18205,-9999,-9999,-9999,-9999,800001000,800000111,800000000,800000111,800010011,800010011,800000111,800010111,81100,81100,80,80,2,9,3,8,785,120,0,0,0.281496,0.229288,0.532593E-01,0.172365,0.437557,1186.64,-9999,-9999,0.167452E-01,0.966161E-02,-0.214861,-9999,-9999,16.0000,0.00000,254.207,88.7934,2.29310,96698.7,1.16525,8.99200,84.8854,0.872807,82.4056,4.00931
CH-CHA_201003111318.csv,2010-03-11,15:00,70.6248,1,36000,36000,-0.418961E-01,0,0.464007E-02,22.8107,0,1.51200,-9999,-9999,-9999,-4.44314,0,3.40447,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.106774,-9999,1.97015,-9999,-9999,-9999,0.119973E-09,-9999,-9999,-9999,21.3558,516.258,516.258,0.250000,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,280.761,280.761,96559.5,1.19816,1005.28,0.241742E-01,-9999,-9999,-9999,1041.64,-9999,-9999,-9999,-9999,-2.30089,-0.448482,0.142876,2.34854,0.268229E-14,0.561785E-14,2.34854,4.98492,356.156,191.030,3.48779,-9999,0.186995,0.314678,-24.3436,-0.825680E-01,-9999,-0.101276,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.414516E-01,1.01072,22.3244,1.02178,-9999,-9999,-4.98057,1.18132,-9999,-9999,-9999,-9999,-9999,-9999,800001000,800000111,800000000,800000111,800001111,800001111,800000111,800010111,80011,80011,80,80,4,4,1,15,1538,130,0,0,0.304340,0.272777,0.522397E-01,0.336273E-01,0.261307,-9999,-9999,-9999,0.185343E-01,-0.498057E-02,-9999,-9999,-9999,16.0000,0.00000,255.000,93.7500,2.53589,96699.5,1.16866,10.3244,84.2343,0.762200,72.2165,4.25601
CH-CHA_201003111318.csv,2010-03-11,15:30,70.6457,1,36000,36000,-0.567289E-01,0,0.615509E-02,24.5875,0,2.70241,-9999,-9999,-9999,11.2356,1,3.81002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.107354E-01,-9999,-0.297399,-9999,-9999,-9999,0.245921E-09,-9999,-9999,-9999,21.1341,510.911,510.911,-1.00000,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,280.768,280.768,96559.5,1.19813,1005.28,0.241747E-01,-9999,-9999,-9999,1042.12,-9999,-9999,-9999,-9999,-2.56328,-0.757403,0.153735,2.67726,-0.156395E-13,0.116362E-13,2.67726,5.03163,350.287,196.461,3.29187,-9999,0.217595,0.452890,-35.5852,-0.564841E-01,-9999,-0.938148E-01,0,28.1251,-4.26809,9.65444,24.0409,36.6639,51.4217,77.0390,-0.561157E-01,1.01093,24.0391,1.02281,-9999,-9999,8.18393,1.18513,-9999,-9999,-9999,-9999,-9999,-9999,800001000,800000111,800000000,800000111,800010111,800011111,800000111,800010111,81000,81000,80,80,12,3,3,12,879,0,0,0,0.439185,0.406368,0.602265E-01,0.115960,0.189062,-9999,-9999,-9999,0.199584E-01,0.818393E-02,-9999,-9999,-9999,16.0000,0.00000,255.000,93.7500,2.69217,96700.1,1.17045,11.3098,83.6876,0.588557,49.9942,4.53526
CH-CHA_201003111318.csv,2010-03-11,16:00,70.6665,1,36000,36000,-0.443412E-01,0,0.404101E-02,27.5280,0,3.25891,-9999,-9999,-9999,11.3005,1,6.14819,-9999,-9999,-9999,0.490158E-03,0,0.179766E-03,0.818799E-02,0,0.492340E-02,0.728540E-01,-9999,-1.70907,-9999,-9999,-9999,0.555125E-10,-9999,0.369054E-13,0.236608E-12,19.8595,480.175,480.175,10.0000,0,-9999,-9999,-9999,-9999,0,0.132028E-01,0.319225,0.319225,4.15000,0,0.846457E-01,2.04662,2.04662,3.45000,0,280.813,280.813,96559.5,1.19794,1005.28,0.241786E-01,-9999,-9999,-9999,1045.33,-9999,-9999,-9999,-9999,-2.34389,-1.12418,0.128508,2.60271,0.296615E-13,0.279527E-14,2.60271,4.63037,341.761,205.623,2.83011,-9999,0.192391,0.348275,-21.9695,-0.914907E-01,-9999,-0.118813,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.438644E-01,1.01087,26.9204,1.02257,-9999,-9999,8.17732,1.18424,-9999,-9999,0.390641E-03,1.25476,0.652556E-02,1.25476,800001000,800000100,800000000,800000111,800010000,800010101,800000111,800010111,81011,81111,80,80,1,12,3,13,976,12,0,0,0.288632,0.349196,0.587223E-01,0.139057,0.464915,-9999,0.313999E-05,0.488641E-03,0.223542E-01,0.817732E-02,-9999,0.944516E-05,0.157779E-03,16.0000,0.00000,255.000,93.7500,2.54363,96700.1,1.16883,17.9018,80.5777,0.531848,62.3761,4.51278
CH-CHA_201003111318.csv,2010-03-11,16:30,70.6873,1,36000,36000,-0.418405E-01,0,0.408477E-02,23.0981,0,1.60003,-17.7193,1,4.69068,-2.84232,0,0.706265,-0.396223,1,0.104889,-0.499338E-03,1,0.179568E-03,0.181315E-01,0,0.676125E-02,0.174376,-9999,-0.836076,-9999,-0.167955E-03,-0.477844E-03,-0.106361E-09,-0.205356E-12,-0.722049E-13,-0.465747E-12,19.2243,465.128,465.546,0.250000,0,37.1171,0.898042,0.898849,0.150000,0,0.130507E-01,0.315759,0.316043,-0.800000,0,0.841813E-01,2.03675,2.03858,3.50000,0,281.001,280.921,96559.5,1.19707,1005.76,0.241948E-01,-0.256753E-01,0.668850E-03,86.7130,1053.08,0.558737E-03,8.23426,966.363,248.966,-2.27098,-1.36051,0.115719,2.64985,-0.463707E-13,-0.553266E-14,2.64985,4.74521,336.246,210.925,2.50291,-9999,0.186955,0.314190,-24.0289,-0.836493E-01,-1.30355,-0.102618,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.413891E-01,1.01091,21.7177,1.02272,-15.0378,1.18480,-3.35156,1.18480,-0.336262,1.18480,-0.397836E-03,1.25514,0.144459E-01,1.25514,800001000,800000000,800000000,800000111,800000000,800011100,800000111,800000111,81111,81111,80,80,8,1,7,16,667,72,0,0,0.292981,0.280214,0.551847E-01,0.458809E-01,0.243375E-01,621.051,0.373432E-05,0.578759E-03,0.180384E-01,-0.335156E-02,-0.336262,-0.963422E-05,0.349829E-03,16.0000,0.00000,255.000,93.7500,2.41966,96713.2,1.16847,17.8476,80.6010,0.529826,75.5148,5.03873
CH-CHA_201003111318.csv,2010-03-11,17:00,70.7082,1,36000,36000,-0.461634E-01,0,0.387402E-02,23.4944,0,1.48979,-9999,-9999,-9999,-5.17587,0,2.15231,-9999,-9999,-9999,0.789877E-03,0,0.153880E-03,0.310655E-01,0,0.692426E-02,0.219463,-9999,0.675453,-9999,-0.959922E-04,-0.335780E-04,0.275708E-10,-9999,0.181256E-13,0.117615E-12,19.7228,477.286,477.286,0.200000,0,-9999,-9999,-9999,-9999,0,0.129662E-01,0.313777,0.313777,3.70000,0,0.841359E-01,2.03606,2.03606,3.45000,0,281.057,281.057,96559.5,1.19690,1005.29,0.241997E-01,-9999,-9999,-9999,1062.90,-9999,-9999,-9999,-9999,-2.15851,-1.44578,0.120764,2.60078,0.240956E-14,0.139791E-14,2.60078,4.35745,333.287,213.814,2.66142,-9999,0.196390,0.246667,-27.3800,-0.734112E-01,-9999,-0.994253E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.456671E-01,1.01087,22.9760,1.02256,-9999,-9999,-5.52780,1.18421,-9999,-9999,0.629515E-03,1.25474,0.247585E-01,1.25474,800000000,800000100,800000000,800000111,800000000,800000000,800000111,800010111,80011,80011,80,80,7,0,2,1,288,19,0,0,0.229247,0.209675,0.544110E-01,0.397339E-01,0.639560E-01,-9999,0.309397E-05,0.634938E-03,0.190953E-01,-0.552780E-02,-9999,0.152341E-04,0.599148E-03,16.0000,1.53333,255.000,93.7500,2.48700,96737.0,1.17071,17.9018,80.5756,0.529752,58.2961,5.16865
CH-CHA_201003111318.csv,2010-03-11,17:30,70.7290,1,36000,36000,-0.446303E-01,0,0.417001E-02,13.4186,0,1.10594,-9999,-9999,-9999,-3.45336,1,2.57565,-9999,-9999,-9999,0.466266E-03,0,0.142437E-03,-0.169014E-01,1,0.814155E-02,0.646670,-9999,1.47099,-9999,-0.466411E-04,0.689607E-03,-0.762801E-11,-9999,-0.473627E-14,-0.310437E-13,20.7888,503.802,503.802,1.70000,0,-9999,-9999,-9999,-9999,0,0.129079E-01,0.312813,0.312813,4.80000,0,0.846040E-01,2.05032,2.05032,8.70000,0,281.459,281.459,96559.5,1.19519,1005.29,0.242343E-01,-9999,-9999,-9999,1092.36,-9999,-9999,-9999,-9999,-2.05395,-1.45159,0.130976,2.51853,0.400692E-13,-0.366929E-15,2.51853,4.29919,331.639,215.250,2.98101,-9999,0.193240,0.261963,-45.6691,-0.440123E-01,-9999,-0.577939E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.441529E-01,1.01081,13.1259,1.02230,-9999,-9999,-3.61567,1.18325,-9999,-9999,0.371796E-03,1.25409,-0.134770E-01,1.25409,800000000,800000100,800000000,800000111,800000100,800000100,800010111,800010111,81100,81100,80,80,1,9,3,0,194,6,0,0,0.268759,0.206931,0.482359E-01,0.256360E-01,0.104573,-9999,0.326761E-05,0.765552E-03,0.109245E-01,-0.361567E-02,-9999,0.901021E-05,-0.326605E-03,16.0000,7.29222,255.000,93.7500,2.10327,96767.7,1.16749,17.7622,80.6467,0.535598,66.4609,4.88424
CH-CHA_201003111700.csv,2010-03-11,18:00,70.7498,1,36000,36000,-0.282866E-01,0,0.276765E-02,4.37569,0,0.599715,12.2528,1,4.66131,5.94175,2,3.47275,0.274173,1,0.104303,0.439480E-03,0,0.117713E-03,0.229683E-01,0,0.761370E-02,0.289582,-9999,-1.84165,-9999,-0.240406E-04,0.527257E-03,-0.227831E-09,-0.257288E-12,-0.151208E-12,-0.997944E-12,19.4022,470.578,470.829,0.300000,0,21.9108,0.531421,0.531704,7.70000,0,0.128769E-01,0.312315,0.312481,3.35000,0,0.849854E-01,2.06123,2.06232,3.75000,0,281.687,281.639,96559.5,1.19419,1005.58,0.242539E-01,0.177664E-01,0.394832E-03,51.3189,1105.79,0.330628E-03,4.64094,1054.47,243.274,-1.93019,-1.22404,0.124929,2.28899,-0.130067E-13,-0.117425E-13,2.28899,4.04881,334.662,212.381,3.12865,-9999,0.153906,0.193310,-70.7612,-0.284054E-01,0.357119,-0.236757E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.279871E-01,1.01070,4.88752,1.02161,10.3616,1.18066,4.71066,1.18066,0.231856,1.18066,0.350910E-03,1.25240,0.183394E-01,1.25240,800000000,800000000,800000000,800000111,800000000,800000101,800010111,800010111,80111,80111,80,80,7,7,2,0,355,45,0,0,0.188832,0.158217,0.395722E-01,0.121253E-01,0.214538,302.031,0.258492E-05,0.100955E-02,0.407005E-02,0.471066E-02,0.231856,0.851545E-05,0.445039E-03,16.0000,8.33111,255.000,93.7500,1.70278,96797.9,1.16422,17.8476,80.6014,0.530190,104.845,4.71420
