file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,variances,,,,,,,,covariances,,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,n2o_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,n2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_irga75_mean,status_code_irga75_mean,ga_diag_code_irga75_mean,agc_mean,fast_t_mean,air_p_mean,cooler_v_mean,data_size_qcl_mean,status_code_qcl_mean,status_qcl_mean,ch4_mean,cell_t_mean,int_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CH-CHA_201812071530.csv,2018-12-07,16:00,341.6665,1,36000,36000,-0.507649E-01,1,0.878135E-02,-42.6149,1,6.94514,31.3304,1,5.35681,2.80746,1,0.986470,0.710975,1,0.121561,0.124672E-01,2,0.107091E-01,0.188241E-02,1,0.424058E-03,-9999,-9999,-9999,-9999,-9999,-9999,-0.205360E-09,-0.679635E-11,-0.939618E-12,-0.158516E-12,16.3310,418.372,424.246,4.40000,0,540.473,13.8460,14.0404,0.400000,0,0.747223E-01,1.91425,1.94113,9.90000,0,0.126059E-01,0.322940,0.327474,8.45000,0,297.532,296.230,96559.5,1.12970,1013.15,0.256182E-01,0.460712E-01,0.973933E-02,1331.44,2813.66,0.862117E-02,47.3205,1482.22,284.374,0.515285,-0.488552,0.559361E-02,0.710094,-0.370824E-13,-0.125748E-13,0.710094,4.23223,216.112,316.525,0.451340,-9999,0.211983,0.724497,19.0327,0.105607,-1.36018,0.175640,0,36.3437,-5.51530,12.4756,31.0661,47.3777,66.4479,99.5510,-0.500512E-01,1.01426,-39.9819,1.02759,26.4791,1.27995,3.56567,1.27995,0.600886,1.27995,0.957748E-02,1.30172,0.144609E-02,1.30172,800000000,800000000,800000000,800000000,800000000,801100010,811100111,811110111,80011,81011,80,81,15,17,7,3,38,7,0,0,1.10135,0.317527,0.301129E-01,0.679972,0.178585E-01,269.885,0.159403E-02,0.240945E-05,-0.349323E-01,0.356567E-02,0.600886,0.248788E-03,0.375643E-04,16.0000,0.00000,248.000,50.0000,14.5159,96616.6,1.38645,22.0000,96.5188,0.518778,13.3149,295.831,3466.48
CH-CHA_201812071530.csv,2018-12-07,16:30,341.6873,1,36000,36000,0.313796E-01,1,0.652626E-02,5.34958,2,3.66098,-1.52237,1,2.33135,-9.20011,2,1.93404,-0.344820E-01,1,0.528058E-01,-0.179234,1,0.316492E-01,-0.311928E-02,2,0.801077E-03,-2.99283,1.94715,0.687024,0.441034E-01,0.111458E-02,0.254406E-03,-0.621151E-09,-0.211394E-10,-0.278674E-11,-0.471941E-12,16.9454,431.381,437.808,-1.00000,0,576.697,14.6811,14.8998,10.0000,0,0.760240E-01,1.93536,1.96419,-1.00000,0,0.128748E-01,0.327757,0.332640,-1.00000,0,295.662,294.290,96559.5,1.13679,1013.56,0.254572E-01,-0.223443E-02,0.103921E-01,1411.37,2499.91,0.914159E-02,56.4567,1088.54,285.256,-0.215802E-01,0.419258,-0.486042E-02,0.419841,-0.388548E-13,-0.366561E-13,0.419841,1.48236,100.930,92.9466,-0.663317,-9999,0.166143,0.209012,-73.0018,-0.275336E-01,-3.51399,-0.279450E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.307256E-01,1.02128,5.14157,1.02515,-1.61506,1.17755,-8.02740,1.17755,-0.365814E-01,1.17755,-0.150729,1.18911,-0.262321E-02,1.18911,800000000,800000000,800000000,800000011,800000000,800000001,811100111,811110111,80111,80111,80,81,0,4,7,12,8,41,0,0,0.291971,0.113853,0.121997E-01,0.269759,0.530429E-01,33.1371,0.738916E-02,0.105135E-04,0.446235E-02,-0.802740E-02,-0.365814E-01,-0.389406E-02,-0.677699E-04,16.0000,0.00000,248.000,50.0000,12.3708,96592.2,1.34716,21.9489,96.5421,0.522948,13.2620,295.787,3471.24
CH-CHA_201812071530.csv,2018-12-07,17:00,341.7082,0,36000,36000,-0.194145E-01,1,0.529067E-02,-25.3934,1,8.72917,-17.8735,2,5.81219,12.4613,1,5.19987,-0.404509,2,0.131540,0.761508E-01,2,0.612033E-01,0.841344E-02,1,0.189165E-02,-1.30567,-0.247175,0.522859,-0.559401E-02,0.868171E-02,0.190403E-03,-0.421858E-09,-0.139348E-10,-0.200700E-11,-0.316788E-12,17.3836,441.253,447.779,10.0000,0,574.214,14.5755,14.7910,10.0000,0,0.827027E-01,2.09927,2.13032,10.0000,0,0.130539E-01,0.331352,0.336253,10.0000,0,294.804,293.446,96559.5,1.14011,1013.49,0.253833E-01,-0.262122E-01,0.103473E-01,1401.26,2373.32,0.907577E-02,59.0421,972.063,285.147,0.156077,0.388155,-0.158750E-03,0.418359,0.602960E-13,-0.242676E-13,0.418359,2.33604,117.336,68.0950,-0.217414E-01,-9999,0.130494,0.269496,7.45137,0.269749,1.42073,0.168410,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.190078E-01,1.02140,-25.1927,1.04136,-11.1231,1.41273,9.86804,1.41273,-0.251736,1.41273,0.528654E-01,1.44046,0.584078E-02,1.44046,800000000,800000000,800000000,800000000,800000000,800011111,811100111,811110111,81111,81111,80,81,0,1,2,16,27,12,0,0,0.272821,0.257438,0.873374E-02,0.644589,0.333330,209.645,0.321899E-01,0.287819E-04,-0.218028E-01,0.986804E-02,-0.251736,0.136166E-02,0.150442E-03,16.0000,0.00000,248.000,50.0000,8.98036,96540.7,1.31646,22.0000,96.5274,0.527361,13.3190,295.748,3473.33
CH-CHA_201812071530.csv,2018-12-07,17:30,341.7290,0,36000,36000,-0.203295,1,0.284103E-01,-39.5788,1,24.3221,-63.8971,1,16.0775,61.9858,1,22.6601,-1.44458,1,0.363480,-0.228645,2,0.151020,0.622684E-02,1,0.614597E-02,-1.69130,-2.07022,0.128949,-0.468034E-01,0.936105E-02,0.623802E-04,0.757334E-09,0.233772E-10,0.388382E-11,0.567602E-12,17.5491,443.677,449.838,6.85000,0,541.702,13.6953,13.8855,0.400000,0,0.899967E-01,2.27530,2.30689,-1.00000,0,0.131526E-01,0.332525,0.337142,2.10000,0,293.628,292.356,96559.5,1.14473,1012.97,0.252820E-01,-0.936090E-01,0.976146E-02,1317.02,2218.33,0.852730E-02,59.3697,901.312,284.210,0.820500E-01,0.139496,0.424589E-01,0.167315,-0.919441E-13,0.431551E-13,0.167315,4.05390,126.488,59.5365,14.7005,-9999,0.421417,0.768773,160.984,0.124857E-01,0.619415,0.809933E-01,0,48.2082,-7.31578,16.5483,41.2077,62.8443,88.1400,132.050,-0.198519,1.02406,-41.7994,1.02662,-49.5984,1.21432,53.2585,1.21432,-1.12132,1.21432,-0.186016,1.22917,0.506589E-02,1.22917,800000000,800000000,800000000,800000011,800100000,800100111,810100111,811100111,80100,80100,80,81,0,2,3,4,6,1,0,0,0.699627,0.779190,0.587281E-01,1.14418,1.07774,345.669,0.332002E-01,0.605886E-04,-0.360469E-01,0.532585E-01,-1.12132,-0.476790E-02,0.129847E-03,16.0000,0.00000,248.000,50.0000,7.09684,96499.8,1.29758,21.9961,96.5316,0.530103,13.3101,295.568,3477.24
CH-CHA_201812071530.csv,2018-12-07,18:00,341.7498,0,36000,36000,-0.674121E-01,1,0.997344E-02,-44.5113,0,13.5790,22.2266,0,2.85110,5.74571,0,3.85486,0.503778,0,0.646216E-01,0.291072E-01,1,0.347906E-01,0.145274E-02,1,0.105948E-02,4.04771,-0.693469,-0.826172,-0.157179E-01,-0.176895E-01,-0.420262E-03,-0.516738E-10,-0.161746E-11,-0.234183E-12,-0.391838E-13,16.7798,428.003,433.815,0.350000,0,525.231,13.3971,13.5790,0.300000,0,0.760451E-01,1.93969,1.96603,5.55000,0,0.127240E-01,0.324551,0.328959,6.70000,0,296.242,294.987,96559.5,1.13465,1012.87,0.255071E-01,0.326448E-01,0.946466E-02,1288.46,2609.08,0.834148E-02,49.3837,1320.62,283.880,0.287985,-1.73301,0.117953E-01,1.75682,-0.807610E-13,-0.307953E-14,1.75682,5.90595,274.170,279.435,0.384687,-9999,0.243746,1.18363,27.6987,0.725666E-01,-2.00261,0.158897,0,28.6992,-4.35522,9.85151,24.5317,37.4123,52.4713,78.6116,-0.665702E-01,1.01265,-42.2947,1.02684,19.7301,1.26571,6.11046,1.26571,0.447193,1.26571,0.224572E-01,1.29612,0.112084E-02,1.29612,800000000,800000000,800000000,800000000,800000000,800100010,800000111,800100111,81111,81111,80,81,9,12,13,2,7,6,0,0,1.63618,0.659226,0.718499E-01,2.00570,0.197285,84.1568,0.102381E-01,0.910185E-05,-0.368018E-01,0.611046E-02,0.447193,0.580566E-03,0.289761E-04,16.0000,0.373007E-04,248.000,50.0000,8.41311,96499.3,1.33684,22.0000,96.5311,0.531111,13.3105,295.250,3481.45
CH-CHA_201812071530.csv,2018-12-07,18:30,341.7707,0,36000,36000,-0.112522,1,0.100452E-01,-50.6666,0,3.59140,42.6215,0,2.54975,5.32674,0,0.483785,0.967583,0,0.578838E-01,0.447518E-02,0,0.373323E-02,-0.803188E-03,1,0.511450E-03,2.52087,-0.221600,-0.363702,-0.503071E-02,-0.380038E-02,0.141605E-04,0.105247E-09,0.332468E-11,0.466712E-12,0.811905E-13,16.4165,421.065,426.741,0.300000,0,518.588,13.3011,13.4805,0.300000,0,0.727984E-01,1.86719,1.89236,2.60000,0,0.126642E-01,0.324822,0.329200,9.95000,0,297.887,296.634,96559.5,1.12839,1012.86,0.256488E-01,0.626994E-01,0.934495E-02,1279.27,2883.32,0.828168E-02,44.3680,1604.04,283.772,0.721956,-3.35832,0.420932E-01,3.43531,0.362933E-12,0.641102E-14,3.43531,9.59171,262.154,282.133,0.702069,-9999,0.315783,1.77611,52.9139,0.379862E-01,-1.18876,0.140386,0,27.4251,-4.16186,9.41414,23.4425,35.7514,50.1418,75.1215,-0.110994,1.01376,-47.0954,1.03072,35.8995,1.26662,5.82213,1.26662,0.814981,1.26662,0.341044E-02,1.31220,-0.612093E-03,1.31220,800000000,800000000,800000000,800000000,800000000,800100001,800000111,800000111,81111,81111,80,81,12,13,12,0,2,0,0,0,1.50515,1.91197,0.135093,0.173904,0.397141E-02,62.4418,0.878004E-04,0.126199E-05,-0.412069E-01,0.582213E-02,0.814981,0.886481E-04,-0.159102E-04,16.0000,0.00000,248.000,50.0000,11.3182,96499.2,1.37694,22.0000,96.5324,0.532417,13.3096,294.922,3471.08
CH-CHA_201812071530.csv,2018-12-07,19:00,341.7915,0,35994,35994,-0.769354E-01,0,0.781419E-02,-28.0168,0,2.70902,21.6007,0,1.98042,6.11770,0,0.765688,0.490429,0,0.449640E-01,0.634407E-01,0,0.119194E-01,0.164191E-02,1,0.409244E-03,0.180038,0.106250,0.110570,0.241233E-02,0.177428E-02,-0.472196E-04,0.120828E-10,0.381099E-12,0.542803E-13,0.924881E-14,16.4920,423.175,428.899,0.350000,0,520.169,13.3472,13.5277,0.350000,0,0.740881E-01,1.90105,1.92677,1.30000,0,0.126239E-01,0.323920,0.328302,1.35000,0,298.010,296.752,96559.5,1.12792,1012.89,0.256593E-01,0.317798E-01,0.937344E-02,1283.68,2903.83,0.831037E-02,44.2064,1620.15,283.824,1.65114,-1.50843,0.298686E-01,2.23663,-0.907744E-14,0.732644E-15,2.23663,6.43187,228.907,317.586,0.765168,-9999,0.261170,0.842406,54.1355,0.371290E-01,-1.29704,0.938976E-01,0,27.5068,-4.17426,9.44219,23.5124,35.8579,50.2912,75.3454,-0.760495E-01,1.01165,-26.2605,1.02529,18.6828,1.24215,5.85589,1.24215,0.424181,1.24215,0.497884E-01,1.27421,0.128858E-02,1.27421,800000000,800000000,800000000,800000000,800000000,800100011,800000111,800100111,80101,81111,80,80,14,12,6,3,6,6,0,0,0.657051,0.936040,0.917219E-01,0.926546E-01,0.696177E-02,31.0539,0.958239E-03,0.119581E-05,-0.229859E-01,0.585589E-02,0.424181,0.129475E-02,0.335095E-04,16.0000,0.00000,248.000,50.0000,11.9947,96506.1,1.37778,22.0000,96.5290,0.529005,13.3080,294.696,3471.81
CH-CHA_201812071900.csv,2018-12-07,19:30,341.8123,0,36000,36000,-0.429837E-01,0,0.329899E-02,-28.6757,0,2.47922,20.0403,0,1.99634,4.93538,0,0.650302,0.454963,0,0.453216E-01,0.184606E-01,1,0.104765E-01,0.444778E-03,2,0.251433E-03,-0.135777,0.236637,0.123421,0.537222E-02,0.978501E-03,-0.603939E-05,-0.133549E-09,-0.422108E-11,-0.602490E-12,-0.101624E-12,16.5882,425.530,431.331,0.250000,0,524.303,13.4497,13.6331,0.300000,0,0.748357E-01,1.91972,1.94589,7.25000,0,0.126228E-01,0.323805,0.328220,1.40000,0,297.930,296.663,96559.5,1.12822,1012.94,0.256525E-01,0.294816E-01,0.944795E-02,1293.50,2888.33,0.837424E-02,44.7835,1594.84,283.939,1.92283,-0.266169,0.384750E-01,1.94155,0.310417E-12,-0.805083E-14,1.94155,5.11526,193.382,352.119,1.13549,-9999,0.195189,0.578375,22.0796,0.910344E-01,-1.43090,0.128553,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.424066E-01,1.01361,-26.9150,1.02907,16.9224,1.28382,4.78700,1.28382,0.384179,1.28382,0.140050E-01,1.31814,0.337427E-03,1.31814,800000000,800000000,800000000,800000000,800000000,800100010,800100111,800100111,80011,80011,80,81,16,40,12,0,5,2,0,0,0.425262,0.671237,0.602515E-01,0.862003E-01,0.621597E-02,32.0462,0.933048E-03,0.975872E-06,-0.235514E-01,0.478700E-02,0.384179,0.364141E-03,0.877338E-05,16.0000,0.00000,248.000,50.0000,12.0289,96533.0,1.37588,22.0000,96.5302,0.530194,13.3089,294.570,3473.65
CH-CHA_201812071900.csv,2018-12-07,20:00,341.8331,0,36000,36000,-0.130145E-01,1,0.915086E-03,-22.8880,0,6.42853,18.4077,2,41.0577,-14.3630,1,8.82226,0.417771,2,0.931826,0.639936E-02,2,0.601462E-02,0.106918E-02,0,0.194073E-03,-0.478968,-14.6686,2.30426,-0.332910,0.247954E-02,0.843780E-04,0.130332E-09,0.197626E-11,0.546165E-12,0.903599E-13,18.3530,469.362,472.726,6.05000,0,278.291,7.11705,7.16807,9.70000,0,0.769094E-01,1.96689,1.98099,1.75000,0,0.127242E-01,0.325410,0.327743,1.80000,0,297.020,296.350,96559.5,1.13209,1009.47,0.255741E-01,0.270716E-01,0.501481E-02,685.851,2834.96,0.442969E-02,24.1926,2149.11,274.752,1.29591,0.448155,0.399163E-01,1.37180,0.309420E-13,0.710141E-14,1.37180,5.06835,167.156,19.0765,1.66741,-9999,0.107219,0.384784,4.58022,0.438843,-1.24340,0.186792,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.126924E-01,1.02537,-21.0111,1.05246,12.5269,1.52517,-8.73240,1.52517,0.284304,1.52517,0.406028E-02,1.57609,0.678375E-03,1.57609,800000000,800000000,800000000,800001100,800001000,801101110,800100111,800110111,80111,81111,80,81,4,1,5,0,6,1,0,0,0.312590,0.430759,0.262196E-01,0.886741,2.36061,27599.1,0.695804E-03,0.725770E-06,-0.183854E-01,-0.873240E-02,0.284304,0.104581E-03,0.174729E-04,16.0000,0.00000,249.133,57.0800,11.5667,96572.4,1.36050,22.0000,96.5306,0.530611,13.3124,294.523,3477.27
