file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,variances,,,,,,,,covariances,,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,n2o_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,n2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_irga75_mean,status_code_irga75_mean,ga_diag_code_irga75_mean,agc_mean,fast_t_mean,air_p_mean,cooler_v_mean,data_size_qcl_mean,status_code_qcl_mean,status_qcl_mean,h2o_mean,dummy_mean,cell_t_mean
CH-CHA_201812020100.csv,2018-12-02,04:00,336.1666,0,36000,36000,-0.126547E-01,0,0.190414E-02,-4.54097,0,0.810198,20.2945,1,17.5800,5.04452,0,1.99708,0.454043,1,0.393312,0.271866E-01,0,0.133959E-01,0.805676E-03,0,0.191502E-03,1.06617,-14.7657,1.24576,-0.330348,-0.752409E-02,0.593145E-05,-0.575895E-10,-0.312203E-11,-0.398042E-12,-0.564402E-13,13.8764,338.250,344.568,0.100000,0,752.267,18.3371,18.6797,9.40000,0,0.959100E-01,2.33789,2.38156,2.30000,0,0.135995E-01,0.331499,0.337692,2.20000,0,283.103,281.464,96559.5,1.18697,994.506,0.243758E-01,0.294220E-01,0.135559E-01,1760.78,1091.97,0.114205E-01,-9999,-9999,288.660,1.06775,0.575068,0.561851E-01,1.21406,-0.231990E-13,-0.415017E-14,1.21406,2.67572,158.727,28.3060,2.65252,-9999,0.103254,0.151851,20.2272,0.993713E-01,-0.223753,0.372558E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.124960E-01,1.01270,-3.51332,1.02604,16.1150,1.26491,4.01725,1.26491,0.360536,1.26491,0.210755E-01,1.28996,0.624575E-03,1.28996,800000000,800000000,800000000,800000011,800000000,800000000,810110111,810110111,80011,80011,80,80,0,3,1,3,2,0,0,0,0.188523,0.992427E-01,0.159362E-01,0.343009E-01,0.317513,7468.80,0.600648E-02,0.132927E-05,-0.297625E-02,0.401725E-02,0.360536,0.523275E-03,0.155073E-04,16.0000,0.00000,255.000,93.7500,6.39583,96703.7,1.26056,21.9956,96.5220,0.520338,13.2971,0.729575E+09,294.068
CH-CHA_201812020100.csv,2018-12-02,04:30,336.1874,0,36000,36000,-0.110511E-01,1,0.285581E-02,-5.27417,0,0.872316,31.5523,1,19.9759,-7.92472,2,6.83766,0.706784,1,0.447469,0.618957E-02,1,0.652987E-02,0.535493E-03,0,0.112048E-03,2.07967,-22.9319,3.71416,-0.513685,-0.805010E-02,0.307866E-04,-0.911806E-10,-0.202460E-11,-0.492578E-12,-0.746295E-13,16.6162,405.701,409.389,9.40000,0,368.951,9.00829,9.09018,3.10000,0,0.897647E-01,2.19169,2.21161,1.60000,0,0.136001E-01,0.332059,0.335077,2.30000,0,283.569,282.760,96559.5,1.18566,1010.19,0.244160E-01,0.457996E-01,0.664850E-02,867.581,1192.52,0.560743E-02,72.7517,324.943,278.076,0.581440,0.450577,0.382653E-01,0.736584,-0.446333E-13,-0.548744E-14,0.736584,2.86531,156.862,37.7733,2.97784,-9999,0.965435E-01,0.231884,14.5109,0.138517,-0.167157,0.456107E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.108974E-01,1.01410,-3.68977,1.02740,24.6610,1.27834,-6.22050,1.27834,0.552418,1.27834,0.476042E-02,1.30021,0.411850E-03,1.30021,800000000,800000000,800000000,800000100,800001010,800101110,811110111,811110111,81101,81101,80,81,3,3,0,0,1,0,0,0,0.270853,0.177622,0.152925E-01,0.260470E-01,1.53417,6429.93,0.125991E-02,0.386667E-06,-0.308060E-02,-0.622050E-02,0.552418,0.117284E-03,0.101469E-04,16.0000,0.00000,252.948,80.9241,6.63006,96699.8,1.26616,22.0000,96.5214,0.521361,13.2984,0.739641E+09,294.073
CH-CHA_201812020100.csv,2018-12-02,05:00,336.2083,0,36000,36000,-0.170476E-01,1,0.254116E-02,-2.00751,1,0.518971,0.884427,2,2.09237,7.55585,1,1.14066,0.198131E-01,2,0.468737E-01,-0.356134E-01,1,0.632060E-02,0.621072E-03,1,0.945066E-04,0.135287,-3.19645,2.93607,-0.716077E-01,0.352755E-02,0.820053E-04,-0.225824E-09,-0.379214E-11,-0.110977E-11,-0.164097E-12,18.8020,459.016,462.582,0.00000,0,315.731,7.70800,7.76787,0.100000,0,0.923987E-01,2.25575,2.27327,6.30000,0,0.136626E-01,0.333548,0.336139,2.35000,0,283.537,282.845,96559.5,1.18588,1009.48,0.244132E-01,0.128389E-02,0.568947E-02,742.659,1199.35,0.479766E-02,61.9215,456.696,275.867,0.349290,0.321986,0.326726E-01,0.476178,0.109095E-12,-0.120107E-13,0.476178,1.54855,134.992,42.6708,3.93440,-9999,0.119898,0.131933,73.0064,0.275318E-01,-2.26984,0.139864E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.168171E-01,1.01371,-1.92157,1.02248,0.789050,1.21815,6.28678,1.21815,0.176765E-01,1.21815,-0.288509E-01,1.23440,0.503139E-03,1.23440,800000000,800000000,800000000,800000011,800010000,800111000,811110111,811110111,80011,80111,80,81,0,14,5,8,3,0,0,0,0.195160,0.638250E-01,0.488032E-02,0.150731E-01,0.631636E-01,279.918,0.116739E-02,0.380842E-06,-0.160515E-02,0.628678E-02,0.176765E-01,-0.709801E-03,0.123784E-04,16.0000,0.00000,249.683,60.5200,6.82563,96665.3,1.26665,21.9194,96.5490,0.518868,13.2983,0.739058E+09,294.086
CH-CHA_201812020100.csv,2018-12-02,05:30,336.2291,0,36000,36000,-0.150266E-01,1,0.234027E-02,-1.35652,2,0.722229,12.1374,1,3.43387,-3.80240,2,1.11192,0.272017,1,0.769582E-01,-0.113689E-01,1,0.731851E-02,0.257305E-03,1,0.171165E-03,0.690763,-1.73079,1.40980,-0.387896E-01,0.159657E-02,0.107057E-03,-0.745794E-11,-0.107760E-12,-0.351589E-13,-0.516270E-14,19.8261,484.649,488.067,5.35000,0,286.468,7.00272,7.05210,-0.700000,0,0.934660E-01,2.28478,2.30089,2.00000,0,0.137245E-01,0.335494,0.337860,1.70000,0,283.906,283.277,96559.5,1.18439,1009.10,0.244450E-01,0.176267E-01,0.516216E-02,674.857,1234.59,0.435849E-02,54.6625,559.732,274.526,0.347655,0.463426,0.230567E-01,0.579792,-0.995570E-13,-0.376168E-15,0.579792,1.53734,141.226,53.1233,2.27909,-9999,0.112637,0.170106,89.5694,0.224407E-01,-0.111764,0.100766E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.148421E-01,1.01243,-0.737730,1.02086,10.0448,1.20498,-3.19882,1.20498,0.225119,1.20498,-0.931226E-02,1.22086,0.210757E-03,1.22086,800000000,800000000,800000000,800000011,800010010,800110010,811110111,811110111,80000,80000,80,81,9,0,0,4,0,0,0,0,0.224860,0.110729,0.462362E-02,0.282883E-01,0.107073,440.881,0.300995E-02,0.198018E-05,-0.617257E-03,-0.319882E-02,0.225119,-0.229240E-03,0.518821E-05,16.0000,0.00000,248.476,52.9745,6.91025,96621.5,1.26640,21.9150,96.5494,0.517644,13.2981,0.737415E+09,294.093
CH-CHA_201812020100.csv,2018-12-02,06:00,336.2499,0,36000,36000,0.286153E-02,2,0.136125E-02,0.210324,2,0.778397,-1.13797,1,3.71162,1.12684,1,0.614958,-0.254936E-01,1,0.831505E-01,-0.109257E-02,2,0.210491E-02,0.319399E-03,1,0.171812E-03,-0.653263,7.02527,-0.193048,0.157385,-0.241805E-02,-0.841204E-04,-0.488786E-10,-0.100195E-11,-0.227644E-12,-0.339272E-13,19.6931,481.141,485.934,-0.500000E-01,0,403.685,9.86281,9.96105,2.85000,0,0.917173E-01,2.24083,2.26315,8.15000,0,0.136692E-01,0.333965,0.337292,2.45000,0,283.755,282.869,96559.5,1.18482,1010.67,0.244319E-01,-0.165198E-02,0.727440E-02,949.621,1201.22,0.613965E-02,79.0548,251.598,279.378,0.317054,0.386905,0.210826E-01,0.500663,-0.670435E-13,-0.248202E-14,0.500663,1.34896,132.781,50.6666,2.41341,-9999,0.491442E-01,0.957831E-01,-48.0033,-0.418721E-01,-0.184825,-0.357400E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.280835E-02,1.01894,0.148767,1.02364,-0.968170,1.17538,0.958709,1.17538,-0.216897E-01,1.17538,-0.920343E-03,1.18713,0.269051E-03,1.18713,800000000,800000000,800000000,800000000,800000010,800100011,811110111,811110111,81001,81001,80,81,2,6,11,17,0,0,0,0,0.140281,0.484698E-01,0.281538E-02,0.443364E-01,0.841051E-01,1338.68,0.609441E-03,0.278312E-05,0.124236E-03,0.958709E-03,-0.216897E-01,-0.227091E-04,0.663874E-05,16.0000,0.00000,248.000,50.0000,6.90586,96601.5,1.26653,22.0000,96.5195,0.519472,13.2981,0.737281E+09,294.091
CH-CHA_201812020100.csv,2018-12-02,06:30,336.2707,0,36000,36000,-0.883016E-02,1,0.140939E-02,-2.87639,1,0.839157,-2.79389,2,1.61678,4.14938,1,0.618284,-0.625714E-01,2,0.362091E-01,-0.147065E-01,1,0.201844E-01,0.111748E-02,1,0.182966E-03,-0.523812,5.07932,-0.785515,0.113755,0.937932E-02,-0.172609E-04,0.446253E-10,0.114021E-11,0.230470E-12,0.318916E-13,19.1187,466.873,472.510,0.150000,0,488.498,11.9290,12.0730,10.0000,0,0.987396E-01,2.41119,2.44030,10.0000,0,0.136632E-01,0.333652,0.337680,1.65000,0,283.613,282.543,96559.5,1.18527,1011.80,0.244197E-01,-0.405462E-02,0.880273E-02,1147.80,1175.06,0.742675E-02,97.6803,27.2585,282.155,0.779576,0.124632,0.393318E-01,0.790455,0.817352E-14,0.233412E-14,0.790455,2.00047,177.026,9.08311,2.85213,-9999,0.863128E-01,0.251886,19.0227,0.105663,1.02953,0.277880E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.870555E-02,1.01431,-2.92675,1.02820,-2.00073,1.28729,3.37202,1.28729,-0.448079E-01,1.28729,-0.112242E-01,1.31024,0.852881E-03,1.31024,800000000,800000000,800000000,800000000,800000000,800010010,801110111,811110111,80111,80111,80,81,0,0,4,1,22,11,0,0,0.109279,0.386998,0.749388E-02,0.387292E-01,0.344616E-01,87.8098,0.156694E-01,0.151885E-05,-0.244045E-02,0.337202E-02,-0.448079E-01,-0.277390E-03,0.210777E-04,16.0000,0.00000,248.000,50.0000,6.79589,96612.5,1.26492,22.0000,96.5184,0.518417,13.2985,0.740103E+09,294.093
CH-CHA_201812020100.csv,2018-12-02,07:00,336.2916,0,35989,35989,-0.328210E-02,1,0.677842E-03,1.14692,2,1.39787,7.56284,2,6.49446,-11.8440,1,3.84714,0.169316,2,0.145397,0.139177E-01,0,0.112902E-01,0.333036E-03,1,0.121254E-03,-0.592146,-5.47164,-1.53648,-0.122498,0.533445E-02,0.125376E-03,0.102529E-09,0.226730E-11,0.585690E-12,0.784514E-13,18.0143,439.022,443.326,10.0000,0,398.365,9.70847,9.80364,-1.00000,0,0.102906,2.50789,2.53248,10.0000,0,0.137839E-01,0.335925,0.339218,1.85000,0,283.044,282.174,96559.5,1.18781,1010.57,0.243708E-01,0.109717E-01,0.717854E-02,934.806,1146.34,0.604351E-02,81.5468,211.537,279.151,0.581220,0.384939,0.283509E-01,0.697709,-0.154815E-12,0.569151E-14,0.697709,1.56218,157.701,33.5163,2.32881,-9999,0.525657E-01,0.111046,-10.7721,-0.186593,0.151651,-0.181768E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.323216E-02,1.01545,1.50026,1.02152,6.33595,1.17258,-10.2161,1.17258,0.141849,1.17258,0.117450E-01,1.18499,0.281045E-03,1.18499,800000000,800000000,800000000,800001100,800001000,800001100,810110111,811110111,80111,80111,80,81,2,2,1,0,21,18,0,0,0.917684E-01,0.123613,0.671140E-02,0.966031E-01,1.28027,3435.59,0.688990E-02,0.942948E-06,0.124984E-02,-0.102161E-01,0.141849,0.289033E-03,0.691624E-05,16.0000,0.00000,252.320,76.9982,6.79218,96603.6,1.26410,22.0000,96.5199,0.519937,13.2986,0.740558E+09,294.084
CH-CHA_201812020700.csv,2018-12-02,07:30,336.3124,0,36000,36000,-0.225602E-01,1,0.339315E-02,-7.20887,2,1.31372,159.265,1,40.6256,-16.4322,1,5.88233,3.56240,1,0.908701,0.983895E-01,2,0.454579E-01,0.160143E-02,1,0.345034E-03,-1.52202,-1.87708,0.749801,-0.419859E-01,0.356364E-03,-0.209561E-04,-0.205296E-09,-0.406003E-11,-0.114057E-11,-0.152214E-12,18.6368,452.565,456.652,6.35000,0,368.569,8.95012,9.03094,-0.950000,0,0.103541,2.51433,2.53704,2.00000,0,0.138179E-01,0.335546,0.338576,2.20000,0,282.029,281.230,96559.5,1.19214,1010.13,0.242834E-01,0.230843,0.664162E-02,861.994,1075.34,0.557119E-02,80.1603,213.345,277.983,0.485174,0.358980,0.268889E-01,0.604139,0.682944E-13,-0.110157E-13,0.604139,1.81904,153.411,36.4977,2.55095,-9999,0.137565,0.197252,30.7128,0.654449E-01,-0.452633E-01,0.435165E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.221869E-01,1.01682,0.844976,1.02233,134.796,1.17359,-15.0338,1.17359,3.01507,1.17359,0.829833E-01,1.18566,0.135067E-02,1.18566,800000000,800000000,800000000,800001100,800001000,800001001,810110111,811110111,81101,81101,80,81,0,3,0,2,15,4,0,0,0.264858,0.122779,0.686571E-02,0.102795,1.62702,33449.9,0.567572E-01,0.359345E-05,0.701681E-03,-0.150338E-01,3.01507,0.203327E-02,0.330943E-04,16.0000,0.00000,250.283,64.2694,6.80150,96605.1,1.26418,22.0000,96.5174,0.517444,13.2984,0.739887E+09,294.079
CH-CHA_201812020700.csv,2018-12-02,08:00,336.3332,0,36000,36000,-0.185669E-02,0,0.327561E-03,-1.18416,1,0.191154,14.8121,0,14.5679,-1.02511,2,1.20958,0.331296,0,0.325832,0.170630E-01,1,0.854013E-02,0.182301E-03,1,0.873163E-04,-0.910678E-01,1.17976,-0.195068E-01,0.263871E-01,-0.993961E-02,-0.970683E-04,-0.495101E-10,-0.103207E-11,-0.255624E-12,-0.365450E-13,18.6232,452.212,456.516,4.95000,0,388.215,9.42670,9.51641,6.65000,0,0.961531E-01,2.33481,2.35703,2.10000,0,0.137464E-01,0.333793,0.336970,2.15000,0,282.015,281.174,96559.5,1.19216,1010.40,0.242822E-01,0.214680E-01,0.699563E-02,907.757,1071.20,0.586802E-02,84.7422,163.441,278.727,0.594290,0.217379,0.149089E-01,0.632974,0.704954E-13,-0.265851E-14,0.632974,1.31221,166.958,20.0915,1.34965,-9999,0.394641E-01,0.118056,4.41464,0.455303,-0.799452E-01,0.249104E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.182415E-02,1.01784,-0.509712,1.03528,10.8520,1.35769,-0.817123,1.35769,0.242720,1.35769,0.123288E-01,1.38400,0.131721E-03,1.38400,800000000,800000000,800000000,800001111,800001000,800001010,811110111,811110111,80111,80111,80,81,0,1,3,0,17,7,0,0,0.296639E-01,0.203127,0.332225E-02,0.165051E-01,0.340937,19231.2,0.777063E-02,0.144654E-05,-0.423154E-03,-0.817123E-03,0.242720,0.302212E-03,0.322883E-05,16.0000,0.00000,249.076,56.7262,6.71954,96599.7,1.26466,21.9956,96.5194,0.517698,13.2981,0.738027E+09,294.069
CH-CHA_201812020700.csv,2018-12-02,08:30,336.3541,1,36000,36000,0.150910E-02,2,0.267603E-02,-4.28803,1,1.59769,-190.409,2,17.1040,-76.5835,1,5.62278,-4.26270,2,0.382909,-0.336020,1,0.303263E-01,0.798606E-03,0,0.929111E-04,1.54347,-11.6627,1.66554,-0.261093,0.100403E-02,0.100189E-03,0.111415E-09,0.108608E-11,0.543496E-12,0.775190E-13,19.8264,482.352,484.630,9.70000,0,193.271,4.70203,4.72424,2.00000,0,0.967160E-01,2.35298,2.36409,10.0000,0,0.137946E-01,0.335606,0.337191,1.70000,0,282.556,282.135,96559.5,1.19021,1007.83,0.243287E-01,-0.276223,0.348273E-02,453.469,1143.46,0.292614E-02,39.6578,689.986,269.114,0.307165,0.212671,-0.330819E-01,0.375065,0.519285E-14,0.561950E-14,0.375065,1.35444,138.019,34.6975,-5.06025,-9999,0.356079E-01,0.165609,0.894844,2.24620,0.225201E-01,0.100392,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.134805E-02,1.11947,-6.65715,1.23564,-54.2243,3.49300,-21.2650,3.49300,-1.21392,3.49300,-0.924423E-01,3.63491,0.219704E-03,3.63491,800000000,800000000,800000000,800001100,800001010,810001110,811110111,811110111,81001,81001,80,81,0,0,0,2,9,4,0,0,0.115912,0.210301,0.500515E-02,0.595714E-01,0.948862,4735.74,0.166799E-01,0.549487E-06,-0.554978E-02,-0.212650E-01,-1.21392,-0.225962E-02,0.537035E-05,16.0000,0.00000,250.376,64.8517,6.92675,96599.8,1.26674,22.0000,96.5188,0.518806,13.2987,0.741926E+09,294.064
CH-CHA_201812020700.csv,2018-12-02,09:00,336.3749,1,36000,36000,0.161503E-02,1,0.101820E-02,-2.11150,1,0.596917,28.1953,1,9.37350,-1.65638,2,1.59274,0.631280,1,0.209869,-0.361095E-01,1,0.166990E-01,0.634094E-03,0,0.137933E-03,0.190530,-0.135511,-0.970823,-0.303403E-02,0.343381E-02,0.638048E-04,0.710401E-10,0.710299E-12,0.369149E-12,0.514732E-13,19.0963,464.777,466.947,8.10000,0,190.936,4.64710,4.66880,0.250000,0,0.992311E-01,2.41514,2.42641,10.0000,0,0.138365E-01,0.336761,0.338333,2.35000,0,282.670,282.254,96559.5,1.18974,1007.80,0.243385E-01,0.409069E-01,0.344067E-02,448.180,1152.65,0.289195E-02,38.8825,704.473,268.957,0.508080,0.209066,-0.888074E-01,0.556543,0.527075E-13,0.372009E-14,0.556543,1.42930,167.708,22.3664,-9.18191,-9999,0.368438E-01,0.864117E-01,2.01310,0.998462,-0.748886E-01,0.477969E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.157324E-02,1.02657,-0.935786,1.05347,18.2525,1.54048,-1.18812,1.54048,0.408666,1.54048,-0.228905E-01,1.57749,0.401964E-03,1.57749,800000000,800010000,800000000,800001100,800001100,800011110,811110111,811110111,81001,81001,80,81,0,1,1,3,1,1,0,0,0.700397E-01,0.964081E-01,0.637570E-02,0.187290E-01,0.214984,3313.80,0.122227E-01,0.958072E-06,-0.780458E-03,-0.118812E-02,0.408666,-0.559719E-03,0.982884E-05,16.0000,0.00000,250.341,64.6285,7.15478,96599.7,1.27002,22.0000,96.5172,0.517194,13.3000,0.751424E+09,294.066
CH-CHA_201812020700.csv,2018-12-02,09:30,336.3957,1,36000,36000,-0.735923E-02,1,0.212712E-02,3.03868,1,1.68305,21.9791,1,7.75510,-0.117381,2,1.06678,0.492274,1,0.173694,0.351915E-02,2,0.309191E-01,-0.130913E-03,2,0.313094E-03,0.582916,-3.13560,0.667821,-0.702291E-01,-0.183106E-02,-0.294675E-04,-0.624703E-10,-0.442071E-12,-0.312034E-12,-0.440454E-13,19.5762,476.877,478.492,-0.100000,0,138.531,3.37462,3.38604,0.500000E-01,0,0.977814E-01,2.38196,2.39003,10.0000,0,0.138024E-01,0.336227,0.337366,8.65000,0,282.920,282.617,96559.5,1.18878,1007.12,0.243601E-01,0.318993E-01,0.249632E-02,325.590,1181.26,0.209991E-02,27.5629,855.672,264.784,0.289609,0.658763,0.181167E-01,0.719840,-0.840325E-13,-0.319114E-14,0.719840,1.86226,128.137,66.2685,1.44215,-9999,0.786803E-01,0.140618,-13.6204,-0.147572,0.138253,-0.322579E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.724920E-02,1.01518,4.07252,1.02136,18.6365,1.17240,-0.450130,1.17240,0.417409,1.17240,0.296999E-02,1.18490,-0.110484E-03,1.18490,800000000,800010000,800000000,800000000,800000000,800010000,810110111,811110111,80001,80001,80,81,15,0,2,1,4,2,0,0,0.157146,0.111159,0.129314E-01,0.578874E-01,0.356607E-01,808.722,0.173203E-01,0.146734E-05,0.340157E-02,-0.450130E-03,0.417409,0.725940E-04,-0.270051E-05,16.0000,0.00000,249.773,61.0830,7.50892,96599.9,1.27556,22.0000,96.5162,0.516222,13.3023,0.768489E+09,294.072
CH-CHA_201812020700.csv,2018-12-02,10:00,336.4166,1,36000,36000,-0.541545E-01,1,0.905210E-02,-3.40758,2,1.17327,77.6322,1,24.5370,-55.4524,1,10.8595,1.73952,1,0.549806,0.895322E-02,1,0.559104E-02,-0.381960E-03,2,0.233651E-03,0.735999,9.81534,-1.50125,0.219935,-0.798379E-02,-0.188182E-03,0.228715E-09,0.374980E-11,0.113793E-11,0.169303E-12,18.4030,449.597,452.936,7.30000,0,301.718,7.37116,7.42590,0.350000,0,0.915607E-01,2.23688,2.25350,2.35000,0,0.136226E-01,0.332808,0.335279,9.90000,0,283.739,283.077,96559.5,1.18506,1009.30,0.244306E-01,0.112721,0.543696E-02,710.281,1218.18,0.458791E-02,58.3067,507.900,275.241,0.184229,0.416497,0.475553E-01,0.457899,0.158290E-12,0.124281E-13,0.457899,2.23770,126.116,66.1387,5.96122,-9999,0.213770,0.317511,243.757,0.824593E-02,-0.438939E-01,0.133271E-01,0,42.0910,-6.38747,14.4485,35.9787,54.8698,76.9557,115.294,-0.530885E-01,1.02008,0.544586,1.02437,65.6202,1.17642,-47.6426,1.17642,1.47037,1.17642,0.753598E-02,1.18806,-0.321498E-03,1.18806,800000000,800000000,800000000,800001111,800001000,800111000,800110111,811110111,80111,80111,80,81,1,0,2,5,16,10,0,0,0.437280,0.176527,0.212151E-01,0.121796,1.09143,3370.59,0.308092E-03,0.384842E-06,0.455307E-03,-0.476426E-01,1.47037,0.185473E-03,-0.791260E-05,16.0000,0.00000,249.583,59.8915,7.85838,96614.6,1.28297,22.0000,96.5154,0.515375,13.3053,0.790705E+09,294.086
CH-CHA_201812020700.csv,2018-12-02,10:30,336.4374,1,36000,36000,-0.546388E-01,0,0.686573E-02,-5.06782,0,1.60426,-78.1969,0,32.9086,28.7201,0,7.88069,-1.75150,0,0.737104,0.298826E-01,1,0.136284E-01,0.705082E-03,1,0.186627E-03,-0.650081,1.92968,-0.141339,0.432221E-01,-0.933653E-03,-0.725313E-04,-0.732954E-10,-0.133720E-11,-0.363981E-12,-0.543513E-13,18.3197,447.032,450.707,9.90000,0,334.225,8.15564,8.22271,10.0000,0,0.909748E-01,2.21994,2.23819,2.00000,0,0.135848E-01,0.331491,0.334217,1.65000,0,283.403,282.672,96559.5,1.18641,1009.72,0.244017E-01,-0.113497,0.602273E-02,785.677,1185.46,0.507642E-02,66.2764,399.779,276.662,1.01327,1.83911,0.956204E-01,2.10195,-0.850117E-13,-0.400091E-14,2.10195,5.13790,127.512,61.1471,2.60735,-9999,0.214602,0.432417,165.842,0.121200E-01,0.648084E-01,0.197129E-01,0,26.1575,-3.96950,8.97902,22.3590,34.0989,47.8242,71.6494,-0.540537E-01,1.01082,-8.68917,1.02337,-63.0610,1.22639,24.2789,1.22639,-1.41247,1.22639,0.238043E-01,1.25534,0.561665E-03,1.25534,800000000,800000100,800000000,800001100,800001100,800001100,800010111,800010111,81010,81010,80,81,8,2,2,0,28,41,0,0,0.557403,0.237205,0.702265E-01,0.344678E-01,1.63360,8277.55,0.176301E-02,0.407526E-06,-0.725338E-02,0.242789E-01,-1.41247,0.585631E-03,0.138180E-04,16.0000,0.00000,249.728,60.7988,7.76983,96659.7,1.28377,22.0000,96.5092,0.509194,13.3051,0.789832E+09,294.089
CH-CHA_201812020700.csv,2018-12-02,11:00,336.4582,1,36000,36000,-0.277202E-01,2,0.594385E-02,-0.111738,2,0.921021,-25.1935,2,34.8565,11.0198,0,5.73441,-0.564510,2,0.781029,-0.151839E-01,2,0.173278E-01,0.268619E-03,1,0.933082E-04,0.631136,-5.02102,-1.11128,-0.112506,-0.578063E-02,-0.105788E-04,-0.135452E-09,-0.193957E-11,-0.671137E-12,-0.105132E-12,17.4795,426.847,429.472,9.20000,0,250.293,6.11214,6.14973,8.90000,0,0.866073E-01,2.11494,2.12795,5.90000,0,0.135668E-01,0.331299,0.333336,1.70000,0,283.615,283.066,96559.5,1.18567,1008.61,0.244199E-01,-0.365802E-01,0.451028E-02,589.198,1217.31,0.380399E-02,48.4016,628.114,272.651,0.932169,1.71018,0.725488E-01,1.94909,0.273410E-12,-0.774920E-14,1.94909,6.44767,124.777,61.4065,2.13315,-9999,0.152903,0.787279,2719.69,0.739054E-03,0.443519E-02,0.611076E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.274418E-01,1.01014,-1.32830,1.02168,-20.6490,1.21246,9.29198,1.21246,-0.462683,1.21246,-0.122597E-01,1.23853,0.216886E-03,1.23853,800000000,800000000,800000000,800001111,800001000,800101010,800010111,800110111,80111,80111,80,81,8,5,3,5,30,16,0,0,1.14108,0.367537,0.659393E-01,0.561590E-01,1.04626,16062.1,0.245187E-02,0.179121E-06,-0.111073E-02,0.929198E-02,-0.462683,-0.301218E-03,0.532886E-05,16.0000,0.00000,251.765,73.5290,7.76449,96682.8,1.28610,21.9961,96.5064,0.504904,13.3041,0.782138E+09,294.067
