file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,variances,,,,,,,,covariances,,,,,custom_variables,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,n2o_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,n2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_irga75_mean,status_code_irga75_mean,ga_diag_code_irga75_mean,agc_mean,fast_t_mean,air_p_mean,cooler_v_mean,data_size_qcl_mean,status_code_qcl_mean,status_qcl_mean,h2o_mean,dummy_mean,cell_t_mean
CH-CHA_201811290858.csv,2018-11-29,10:30,333.4374,1,36000,36000,-0.268583E-01,0,0.315575E-02,22.8469,0,2.23533,19.0238,0,1.87461,-8.29934,0,1.29391,0.425168,0,0.418961E-01,-0.303807E-01,1,0.152948E-01,0.189170E-03,1,0.698519E-04,0.448111E-01,0.509007,-0.266439,0.113759E-01,0.144279E-02,-0.583868E-05,-0.645204E-10,-0.133535E-11,-0.335943E-12,-0.451917E-13,19.6459,475.739,480.470,0.250000,0,406.603,9.84614,9.94405,0.200000,0,0.102292,2.47707,2.50170,8.55000,0,0.137605E-01,0.333219,0.336533,1.30000,0,281.243,280.366,96559.5,1.19541,1010.61,0.242156E-01,0.275509E-01,0.732698E-02,948.021,1013.71,0.612927E-02,93.5203,65.6849,279.354,-1.26456,-0.439251,0.790036E-01,1.34100,0.676578E-13,-0.328416E-14,1.34100,2.58351,349.677,199.155,3.37747,-9999,0.149893,0.180366,-12.5383,-0.160309,1.20096,-0.126166,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.265536E-01,1.01148,23.3508,1.01990,15.0184,1.17256,-8.38014,1.17256,0.335649,1.17256,-0.255676E-01,1.18825,0.159201E-03,1.18825,800000000,800000000,800000000,800000000,800000000,800000000,800000111,800000111,80011,80011,80,80,1,0,0,5,6,2,0,0,0.116986,0.216567,0.271790E-01,0.717012E-01,0.229961E-01,54.6520,0.179900E-02,0.138745E-06,0.193286E-01,-0.838014E-02,0.335649,-0.625275E-03,0.389337E-05,16.0000,0.00000,248.000,50.0000,4.10454,97405.8,1.20482,22.0000,96.5139,0.513944,13.2766,0.576326E+09,294.034
CH-CHA_201811290858.csv,2018-11-29,11:00,333.4582,1,36000,36000,-0.101910E-01,1,0.136272E-02,19.3431,0,1.78820,15.8666,0,1.23741,-7.32220,0,0.958838,0.354759,0,0.276670E-01,-0.665500E-02,1,0.146023E-01,-0.208694E-03,1,0.246798E-03,0.727270,1.19386,-0.266299,0.266934E-01,-0.637959E-02,-0.747948E-04,0.167433E-10,0.367188E-12,0.839757E-13,0.117991E-13,19.4134,470.934,475.848,0.100000,0,425.743,10.3278,10.4356,0.500000E-01,0,0.973673E-01,2.36196,2.38661,8.85000,0,0.136807E-01,0.331870,0.335333,9.25000,0,281.737,280.816,96559.5,1.19328,1010.89,0.242582E-01,0.229884E-01,0.767189E-02,994.242,1045.38,0.642927E-02,95.1081,51.1395,280.045,-1.08336,0.243267,0.386619E-01,1.11101,0.152194E-12,0.862463E-15,1.11101,2.82627,18.3721,167.344,1.99423,-9999,0.924141E-01,0.237372,-3.47098,-0.579088,1.21911,-0.173518,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.100675E-01,1.01227,19.7586,1.02000,12.4743,1.17168,-7.33757,1.17168,0.278910,1.17168,-0.561097E-02,1.18607,-0.175954E-03,1.18607,800000000,800000000,800000000,800000000,800000000,800011010,800010111,811110111,80001,80001,80,81,0,1,1,42,41,17,0,0,0.147609,0.301665,0.254710E-01,0.633410E-01,0.155299E-01,34.4138,0.174498E-02,0.543462E-06,0.163799E-01,-0.733757E-02,0.278910,-0.137528E-03,-0.431274E-05,16.0000,0.00000,248.000,50.0000,5.10202,97418.1,1.21722,22.0000,96.5143,0.514306,13.2792,0.596410E+09,293.970
CH-CHA_201811290858.csv,2018-11-29,11:30,333.4790,1,36000,36000,-0.124456E-01,1,0.655895E-02,33.2711,0,4.49976,23.8834,0,2.34529,-6.55734,1,1.61860,0.534318,0,0.524686E-01,0.100299E-01,1,0.124872E-01,0.413875E-03,0,0.188115E-03,0.985171,0.702896,-0.521771,0.157251E-01,-0.579470E-02,-0.967919E-04,0.101488E-09,0.233371E-11,0.496372E-12,0.725963E-13,18.9814,461.498,466.448,0.350000,0,436.477,10.6122,10.7260,0.500000E-01,0,0.928369E-01,2.25717,2.28138,10.0000,0,0.135778E-01,0.330119,0.333660,1.00000,0,282.376,281.428,96559.5,1.19056,1011.06,0.243132E-01,0.346238E-01,0.786531E-02,1021.53,1089.79,0.660641E-02,93.7359,68.2656,280.440,-0.412093,-0.405920E-01,0.278844E-01,0.415025,0.168774E-13,0.534670E-14,0.415025,2.04980,15.7373,185.626,3.85245,-9999,0.102243,0.250743,-2.73286,-0.735494,1.39306,-0.270340,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.121842E-01,1.02145,33.6472,1.02526,18.4381,1.17771,-7.35955,1.17771,0.412495,1.17771,0.843373E-02,1.18926,0.348010E-03,1.18926,800000000,800000000,800000000,800000011,800001000,800001000,801100111,811110111,80000,80011,81,81,2,3,0,11,42,1,0,0,0.303167,0.173882,0.244372E-01,0.133215,0.324780E-01,30.0982,0.776249E-03,0.239241E-06,0.279527E-01,-0.735955E-02,0.412495,0.207244E-03,0.855172E-05,16.0000,0.00000,248.000,50.0000,5.83281,97428.6,1.22766,21.9972,96.5138,0.512766,13.2821,0.618091E+09,293.926
CH-CHA_201811290858.csv,2018-11-29,12:00,333.4999,1,36000,36000,-0.723210E-02,1,0.208856E-02,20.2769,0,2.57244,20.4199,0,1.79196,-4.38391,0,0.697373,0.457013,0,0.401054E-01,0.617708E-02,2,0.117954E-01,0.244425E-03,0,0.901165E-04,0.661938,0.552895,-0.123731,0.123742E-01,-0.579051E-03,0.259374E-04,-0.833889E-10,-0.196758E-11,-0.407937E-12,-0.600262E-13,18.8603,459.257,464.288,-0.500000E-01,0,445.013,10.8363,10.9550,-0.500000E-01,0,0.922642E-01,2.24668,2.27129,9.55000,0,0.135763E-01,0.330589,0.334211,2.40000,0,282.809,281.839,96559.5,1.18872,1011.19,0.243505E-01,0.296144E-01,0.801913E-02,1043.03,1120.60,0.674602E-02,93.0774,77.5744,280.745,-0.192298E-01,0.295203,0.257789E-01,0.296950,-0.195594E-12,-0.442140E-14,0.296950,2.33927,110.705,93.7270,4.98025,-9999,0.779996E-01,0.257105,-1.99105,-1.00952,0.992998,-0.216272,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.704114E-02,1.02712,20.7221,1.02898,16.0646,1.18330,-4.83560,1.18330,0.359537,1.18330,0.517031E-02,1.19472,0.204587E-03,1.19472,800000000,800000000,800000000,800000000,800001000,800001000,800000111,801110111,80000,80001,81,81,0,1,0,6,20,10,0,0,0.193658,0.295929,0.246235E-01,0.809849E-01,0.692384E-02,22.0942,0.705247E-03,0.119863E-06,0.172395E-01,-0.483560E-02,0.359537,0.127274E-03,0.503621E-05,16.0000,0.00000,248.000,50.0000,6.47245,97414.4,1.23812,22.0000,96.5087,0.508750,13.2841,0.632380E+09,293.994
CH-CHA_201811290858.csv,2018-11-29,12:30,333.5207,1,36000,36000,-0.354821E-02,1,0.155126E-02,17.2054,0,2.55452,14.4478,0,1.68804,-5.57446,0,0.784295,0.323274,0,0.377704E-01,-0.100809E-01,1,0.971261E-02,0.196863E-03,1,0.865173E-04,-0.409543,0.225939,0.217639E-01,0.505544E-02,0.278660E-04,0.284581E-04,0.180843E-09,0.429938E-11,0.884124E-12,0.130269E-12,18.8929,459.651,464.729,-0.100000,0,449.162,10.9278,11.0485,-0.100000,0,0.923655E-01,2.24718,2.27201,9.50000,0,0.136093E-01,0.331104,0.334762,2.15000,0,282.562,281.585,96559.5,1.18975,1011.23,0.243292E-01,0.209482E-01,0.809390E-02,1051.80,1101.46,0.680301E-02,95.4918,49.6560,280.868,0.473568E-01,0.524445,0.228901E-01,0.527076,-0.136945E-13,0.957201E-14,0.527076,2.28731,112.888,84.8402,2.48906,-9999,0.546105E-01,0.202881,-0.805335,-2.49586,1.19086,-0.261867,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.348437E-02,1.01832,17.5390,1.02325,11.2961,1.17483,-5.68768,1.17483,0.252752,1.17483,-0.849520E-02,1.18666,0.165896E-03,1.18666,800000000,800000000,800000000,800000000,800000000,800101110,811110111,811110111,80010,80011,80,81,30,1,6,34,36,50,0,0,0.144145,0.233740,0.278787E-01,0.455675E-01,0.536673E-02,17.2977,0.455957E-03,0.865720E-07,0.145779E-01,-0.568768E-02,0.252752,-0.208958E-03,0.408058E-05,16.0000,0.00000,248.000,50.0000,6.53059,97360.7,1.23801,22.0000,96.5064,0.506444,13.2853,0.641498E+09,294.044
CH-CHA_201811290858.csv,2018-11-29,13:00,333.5415,1,35992,35992,-0.126642E-01,0,0.381657E-02,18.9312,0,2.65066,16.9838,0,1.48824,-5.92307,0,0.788042,0.380209,0,0.333166E-01,0.253194E-02,1,0.222750E-02,-0.816989E-04,2,0.764393E-04,0.848773,0.482183,0.192839E-01,0.107944E-01,0.568765E-03,-0.992405E-06,0.658484E-10,0.159231E-11,0.323157E-12,0.473945E-13,18.8708,460.001,465.175,0.550000,0,456.322,11.1235,11.2486,0.500000,0,0.926101E-01,2.25749,2.28289,7.15000,0,0.135823E-01,0.331086,0.334810,10.0000,0,283.109,282.113,96559.5,1.18744,1011.35,0.243763E-01,0.246376E-01,0.822293E-02,1070.57,1141.51,0.692493E-02,93.7854,70.9409,281.128,-0.709320E-01,-0.438996,0.916454E-02,0.444784,0.451144E-13,0.348944E-14,0.444784,1.69056,290.156,260.822,1.18063,-9999,0.103272,0.132891,-4.94995,-0.406064,1.11466,-0.152645,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.124101E-01,1.02047,19.3283,1.02462,13.3045,1.17678,-6.07746,1.17678,0.297842,1.17678,0.213055E-02,1.18840,-0.687470E-04,1.18840,800000000,800000000,800000000,800000000,800000000,800010100,810010111,811110111,80011,80011,80,80,3,2,0,23,0,15,0,0,0.141168,0.105808,0.188064E-01,0.136420,0.908817E-02,18.8034,0.462061E-04,0.786208E-07,0.160946E-01,-0.607746E-02,0.297842,0.525172E-04,-0.169459E-05,16.0000,0.00000,248.000,50.0000,7.29029,97303.1,1.25206,22.0000,96.5036,0.503612,13.2884,0.664960E+09,294.061
CH-CHA_201811291300.csv,2018-11-29,13:30,333.5624,1,36000,36000,-0.210301E-01,0,0.463817E-02,34.3075,0,3.80292,29.2865,0,2.54838,-10.0803,0,1.18191,0.656211,0,0.571005E-01,-0.855393E-02,1,0.263103E-02,0.301782E-03,0,0.143036E-03,1.49736,0.195112,-0.239380,0.437179E-02,-0.712550E-03,-0.531777E-04,-0.186455E-10,-0.458440E-12,-0.918488E-13,-0.135088E-13,18.6300,455.646,460.808,0.500000,0,458.057,11.2030,11.3299,0.500000,0,0.917720E-01,2.24453,2.26996,3.85000,0,0.134975E-01,0.330119,0.333859,1.50000,0,284.054,283.047,96559.5,1.18348,1011.41,0.244577E-01,0.425224E-01,0.825418E-02,1078.20,1215.58,0.697447E-02,88.6984,137.379,281.232,0.984925E-03,-0.551798,0.210953E-01,0.552202,0.746435E-13,-0.100084E-14,0.552202,2.00681,277.965,270.102,2.18935,-9999,0.133303,0.201889,-5.87454,-0.342155,1.17144,-0.215010,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.206626E-01,1.01779,35.0178,1.02292,22.8968,1.17438,-10.4436,1.17438,0.513039,1.17438,-0.721073E-02,1.18628,0.254394E-03,1.18628,800000000,800000000,800000000,800000000,800000000,800000000,800000111,811110111,80000,80001,80,81,5,11,1,23,6,14,0,0,0.190643,0.190181,0.229541E-01,0.124074,0.154819E-01,42.0610,0.404888E-04,0.190927E-06,0.292550E-01,-0.104436E-01,0.513039,-0.178349E-03,0.629215E-05,16.0000,0.00000,248.000,50.0000,8.26531,97300.1,1.25806,22.0000,96.5049,0.504861,13.2909,0.683649E+09,294.075
CH-CHA_201811291300.csv,2018-11-29,14:00,333.5832,1,36000,36000,0.322640E-02,0,0.258382E-02,21.4450,0,3.50618,27.4540,1,2.98151,-9.38971,0,1.09565,0.615758,1,0.668715E-01,-0.926341E-03,2,0.259882E-02,0.324515E-03,1,0.627090E-04,1.64632,0.480728,-0.163980,0.107821E-01,-0.104322E-02,0.252677E-04,0.514791E-11,0.129648E-12,0.253099E-13,0.375962E-14,18.4392,452.652,457.871,-0.350000,0,464.385,11.3999,11.5313,-0.350000,0,0.906573E-01,2.22548,2.25115,9.80000,0,0.134665E-01,0.330580,0.334392,1.90000,0,285.106,284.078,96559.5,1.17910,1011.54,0.245483E-01,0.399011E-01,0.836823E-02,1097.08,1302.18,0.709712E-02,84.2493,205.103,281.487,0.774951E-01,0.460876,0.158282E-01,0.467614,-0.169693E-14,0.279182E-15,0.467614,1.69741,100.989,80.4552,1.93977,-9999,0.523098E-01,0.882686E-01,-0.567925,-3.53920,0.781124,-0.343723,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.316375E-02,1.01980,22.3248,1.02419,21.9627,1.17616,-9.21179,1.17616,0.492594,1.17616,-0.779859E-03,1.18783,0.273200E-03,1.18783,800000000,800000000,800000000,800000000,800000000,800001100,811110111,811110111,80010,80011,81,81,0,0,2,7,24,30,0,0,0.100238,0.597435E-01,0.165561E-01,0.129611,0.171573E-01,56.9616,0.457408E-04,0.735904E-07,0.187178E-01,-0.921179E-02,0.492594,-0.193642E-04,0.678366E-05,16.0000,0.00000,248.000,50.0000,9.18895,97244.3,1.26649,22.0000,96.5126,0.512611,13.2933,0.701166E+09,294.074
CH-CHA_201811291300.csv,2018-11-29,14:30,333.6040,1,36000,36000,0.416866E-02,0,0.362246E-02,15.7370,0,2.66328,16.7781,0,1.65200,-8.51749,0,1.03202,0.376632,0,0.370838E-01,0.140806E-02,2,0.150664E-02,0.308628E-03,0,0.507790E-04,1.41652,0.565426,-0.410642E-01,0.126926E-01,-0.275704E-03,-0.399847E-05,-0.876519E-10,-0.225625E-11,-0.430683E-12,-0.641062E-13,18.3498,451.899,457.218,0.00000,0,472.342,11.6324,11.7693,-0.500000E-01,0,0.901626E-01,2.22043,2.24657,1.05000,0,0.134205E-01,0.330507,0.334397,1.95000,0,286.020,284.968,96559.5,1.17532,1011.68,0.246270E-01,0.244058E-01,0.851161E-02,1119.37,1381.24,0.724196E-02,81.0410,261.869,281.784,0.208223,0.126477,0.117739E-01,0.243910,-0.748606E-13,-0.477673E-14,0.243910,1.31624,178.101,31.2749,2.76683,-9999,0.595553E-01,0.139513,-1.14217,-1.75980,0.937946,-0.222229,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.404219E-02,1.03129,16.0966,1.03175,13.1415,1.18756,-8.03268,1.18756,0.294998,1.18756,0.117436E-02,1.19900,0.257405E-03,1.19900,800000000,800000000,800000000,800000011,800000000,800011000,811110111,811110111,80011,80011,80,81,3,4,0,14,24,25,0,0,0.118029,0.145444,0.155532E-01,0.110070,0.139559E-01,18.7999,0.199136E-04,0.673327E-07,0.135374E-01,-0.803268E-02,0.294998,0.292603E-04,0.641346E-05,16.0000,0.00000,248.000,50.0000,8.37311,97200.0,1.26293,21.9872,96.5241,0.519332,13.2936,0.704107E+09,294.066
CH-CHA_201811291300.csv,2018-11-29,15:00,333.6249,1,36000,36000,-0.848743E-02,0,0.204413E-02,12.2515,1,2.23331,10.4022,0,1.08181,-5.01250,0,0.611978,0.233721,0,0.243065E-01,-0.115780E-01,1,0.332175E-02,-0.963800E-04,2,0.783008E-04,1.51266,0.130934,-0.410918E-01,0.294188E-02,-0.321746E-04,-0.169424E-04,-0.195652E-09,-0.506818E-11,-0.962702E-12,-0.143199E-12,18.2577,451.144,456.479,0.200000,0,472.947,11.6864,11.8246,0.100000,0,0.898365E-01,2.21984,2.24609,-1.00000,0,0.133629E-01,0.330196,0.334100,9.30000,0,286.982,285.921,96559.5,1.17138,1011.73,0.247098E-01,0.151451E-01,0.852251E-02,1124.55,1470.61,0.727564E-02,76.4684,346.059,281.852,-0.610614,-0.144239,0.483818E-01,0.629281,0.956226E-13,-0.107162E-13,0.629281,1.72293,353.211,193.291,4.40949,-9999,0.851217E-01,0.114898,-4.28385,-0.469204,1.17777,-0.121447,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.835036E-02,1.01642,12.5197,1.02208,8.11412,1.17327,-4.92446,1.17327,0.182311,1.17327,-0.976694E-02,1.18542,-0.813042E-04,1.18542,800000000,800000000,800000000,800000011,800000000,800010000,801110111,811110111,80011,80011,80,81,1,5,1,12,4,18,0,0,0.110105,0.108729,0.109616E-01,0.877865E-01,0.101404E-01,20.1046,0.149038E-03,0.125734E-06,0.105641E-01,-0.492446E-02,0.182311,-0.244183E-03,-0.203268E-05,16.0000,0.00000,248.000,50.0000,7.98218,97199.4,1.26447,21.9622,96.5336,0.519426,13.2939,0.705558E+09,294.082
CH-CHA_201811291300.csv,2018-11-29,15:30,333.6457,1,36000,36000,-0.115343E-01,0,0.228917E-02,2.41721,0,0.389376,7.02029,0,0.629458,-1.36486,0,0.220823,0.157799,0,0.141486E-01,-0.268845E-02,1,0.109953E-01,0.316487E-03,0,0.585994E-04,0.669980,0.744029E-01,0.259166E-01,0.167239E-02,0.993260E-03,0.358034E-04,-0.807590E-10,-0.209528E-11,-0.400222E-12,-0.591635E-13,18.2498,451.621,456.976,0.200000,0,473.488,11.7172,11.8561,0.250000,0,0.904417E-01,2.23813,2.26466,10.0000,0,0.133697E-01,0.330855,0.334777,1.30000,0,287.409,286.344,96559.5,1.16963,1011.75,0.247466E-01,0.102253E-01,0.853226E-02,1127.50,1511.85,0.729482E-02,74.5775,384.351,281.891,-0.920340,-0.373268,0.526211E-01,0.994547,-0.898714E-13,-0.442519E-14,0.994547,2.46392,352.684,202.076,3.03292,-9999,0.993050E-01,0.279578,-34.4752,-0.583028E-01,0.344318,-0.205693E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.113878E-01,1.01287,2.72753,1.02021,5.79416,1.17153,-1.33676,1.17153,0.130238,1.17153,-0.226815E-02,1.18531,0.267009E-03,1.18531,800000000,800010000,800000000,800000000,800000000,800000000,801110111,811110111,80001,80001,80,81,10,1,0,3,1,5,0,0,0.175088,0.369870,0.141983E-01,0.482697E-02,0.227956E-02,11.4922,0.194220E-02,0.131572E-06,0.230487E-02,-0.133676E-02,0.130238,-0.567922E-04,0.668563E-05,16.0000,0.00000,248.000,50.0000,7.32772,97179.6,1.26114,22.0000,96.5215,0.521500,13.2931,0.700175E+09,294.070
CH-CHA_201811291300.csv,2018-11-29,16:00,333.6665,1,36000,36000,-0.151938E-01,1,0.242920E-02,-0.538947,2,0.282407,5.09223,1,0.425236,0.960786E-01,2,0.113853,0.114451,1,0.955741E-02,-0.976917E-02,1,0.595950E-02,0.250041E-03,1,0.428859E-04,-0.143302,-0.115348,0.118344,-0.259251E-02,0.373976E-02,0.255745E-04,-0.704111E-10,-0.181063E-11,-0.357943E-12,-0.514082E-13,18.3439,453.799,459.157,4.80000,0,471.717,11.6695,11.8073,0.150000,0,0.932533E-01,2.30694,2.33418,8.95000,0,0.133931E-01,0.331325,0.335237,1.45000,0,287.314,286.253,96559.5,1.17002,1011.73,0.247384E-01,0.741640E-02,0.850034E-02,1122.93,1502.95,0.726510E-02,74.7149,380.024,281.831,-1.14310,-0.167924,0.634965E-01,1.15711,-0.147745E-13,-0.383839E-14,1.15711,2.63873,0.402488,188.357,3.14569,-9999,0.113956,0.126397,233.650,0.860263E-02,-0.105837,0.399533E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.150422E-01,1.01008,-0.276002,1.01967,4.22327,1.19964,0.612685E-01,1.19964,0.949203E-01,1.19964,-0.801694E-02,1.21857,0.205193E-03,1.21857,800000000,800010000,800000000,800000000,800000000,800000000,811110111,811110111,81001,81001,80,80,2,5,4,11,5,23,0,0,0.142372,0.940899E-01,0.163324E-01,0.166546E-02,0.985175E-03,4.98117,0.581577E-03,0.966041E-07,-0.233161E-03,0.612685E-04,0.949203E-01,-0.200660E-03,0.513588E-05,16.0000,0.00000,248.000,50.0000,6.65321,97189.9,1.25671,22.0000,96.5209,0.520861,13.2919,0.690919E+09,294.048
CH-CHA_201811291300.csv,2018-11-29,16:30,333.6873,1,36000,36000,-0.560096E-02,0,0.182179E-02,-0.783993,0,0.238258,1.67219,0,0.319486,1.95618,0,0.502559,0.375879E-01,0,0.718148E-02,-0.326316E-02,2,0.206206E-02,0.416320E-03,0,0.102671E-03,0.198209,-0.391859E-01,0.136563,-0.880831E-03,-0.309077E-02,-0.135182E-05,-0.939026E-10,-0.239808E-11,-0.463026E-12,-0.681768E-13,18.4375,456.313,461.693,0.450000,0,470.858,11.6533,11.7907,0.250000,0,0.909141E-01,2.25004,2.27657,6.10000,0,0.133864E-01,0.331300,0.335207,1.75000,0,287.438,286.379,96559.5,1.16952,1011.72,0.247491E-01,0.243569E-02,0.848486E-02,1121.38,1515.29,0.725500E-02,74.0041,393.912,281.811,-0.451226,0.103764,0.332471E-01,0.464196,-0.697899E-13,-0.509301E-14,0.464196,2.25184,21.6224,167.049,4.10721,-9999,0.692034E-01,0.988338E-01,35.9728,0.558756E-01,-0.468842,0.957453E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.552181E-02,1.01433,-0.685340,1.02434,1.37429,1.23790,1.60089,1.23790,0.308916E-01,1.23790,-0.259942E-02,1.25534,0.331638E-03,1.25534,800000000,800010000,800000000,800000011,800001000,810101010,811110111,811110111,80000,80011,80,81,4,4,5,6,40,28,0,0,0.839568E-01,0.103629,0.100820E-01,0.403812E-02,0.823601E-02,1.99381,0.713846E-04,0.234833E-06,-0.579214E-03,0.160089E-02,0.308916E-01,-0.650891E-04,0.830419E-05,16.0000,0.00000,248.000,50.0000,6.49078,97183.9,1.25495,21.9956,96.5235,0.521810,13.2910,0.684246E+09,294.033
CH-CHA_201811291300.csv,2018-11-29,17:00,333.7082,0,36000,36000,-0.260959E-02,2,0.160399E-02,-0.790742,2,0.404027,-0.828204,1,0.351664,2.07833,0,0.484331,-0.186195E-01,1,0.790601E-02,0.822488E-02,1,0.374291E-02,0.331661E-03,1,0.901388E-04,0.256221,-0.148439,0.192156,-0.333716E-02,-0.159872E-03,0.315490E-05,-0.496061E-10,-0.125046E-11,-0.242404E-12,-0.357450E-13,18.5704,459.852,465.245,0.500000E-01,0,468.119,11.5918,11.7278,9.85000,0,0.907456E-01,2.24710,2.27345,9.25000,0,0.133814E-01,0.331358,0.335244,1.55000,0,287.595,286.540,96559.5,1.16889,1011.69,0.247626E-01,-0.120654E-02,0.843550E-02,1115.48,1531.37,0.721671E-02,72.8419,415.893,281.733,-0.581063,0.469774E-01,0.253565E-01,0.583510,0.489475E-13,-0.267124E-14,0.583510,1.66184,18.0912,175.378,2.49058,-9999,0.472498E-01,0.148114,11.3518,0.177064,0.954767,0.141519E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.256477E-02,1.01748,-0.802029,1.03412,-0.572640,1.34473,1.58411,1.34473,-0.128739E-01,1.34473,0.600470E-02,1.36974,0.242134E-03,1.36974,800000000,800000000,800000000,800000000,800100000,801100010,811110111,811110111,80001,80011,80,81,3,0,12,1,14,35,1,0,0.131071,0.157494,0.766274E-02,0.161193E-01,0.133625E-01,2.38158,0.344976E-03,0.322647E-06,-0.678221E-03,0.158411E-02,-0.128739E-01,0.150430E-03,0.606595E-05,16.0000,0.00000,248.000,50.0000,6.17522,97191.7,1.25093,22.0000,96.5199,0.519944,13.2898,0.675082E+09,294.044
CH-CHA_201811291300.csv,2018-11-29,17:30,333.7290,0,36000,36000,0.226523E-02,1,0.723540E-03,0.991477,2,0.657007,0.801884,2,0.327626,-4.15430,2,1.75185,0.180266E-01,2,0.736514E-02,-0.462691E-03,0,0.574272E-03,-0.479108E-03,2,0.170345E-03,-0.105946,-0.122199,0.587644,-0.274707E-02,-0.620728E-03,0.134454E-04,0.590745E-10,0.144855E-11,0.280600E-12,0.416201E-13,19.0121,470.673,476.168,-1.00000,0,466.192,11.5413,11.6760,-1.00000,0,0.903066E-01,2.23567,2.26177,3.45000,0,0.133947E-01,0.331606,0.335478,-1.00000,0,287.523,286.474,96559.5,1.16918,1011.66,0.247564E-01,0.116812E-02,0.840079E-02,1110.63,1524.71,0.718519E-02,72.8422,414.079,281.669,-0.193649E-02,0.212485,-0.162222E-02,0.212500,0.262617E-13,0.310720E-14,0.212500,0.666033,94.9186,90.5222,-0.437400,-9999,0.440165E-01,0.348372E-01,-7.31915,-0.274622,1.23643,-0.190437E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.218941E-02,1.03463,0.999482,1.03399,0.614571,1.19104,-3.54175,1.19104,0.138157E-01,1.19104,-0.384766E-03,1.20252,-0.398419E-03,1.20252,800000000,800100000,800000000,800000000,800000000,800001000,811110111,811110111,80000,80000,80,81,16,1,4,8,15,16,0,0,0.240379E-01,0.432027E-01,0.243387E-02,0.252897E-01,0.235943,4.01975,0.228050E-04,0.133496E-05,0.845005E-03,-0.354175E-02,0.138157E-01,-0.963628E-05,-0.997820E-05,16.0000,0.00000,248.000,50.0000,5.93287,97199.6,1.24780,22.0000,96.5178,0.517750,13.2877,0.659976E+09,294.055
