file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,,vertical_advection_fluxes,,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,,variances,,,,,,,,covariances,,,,,custom_variables,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,n2o_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,n2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_irga75_mean,status_code_irga75_mean,ga_diag_code_irga75_mean,agc_mean,fast_t_mean,air_p_mean,cooler_v_mean,data_size_lgr_mean,status_code_lgr_mean,h2o_mean,ch4_mean,n2o_mean,int_p_mean,cell_t_mean,t_unknown_mean,mirror_ringdowntime_lgr_mean,fit_flag_lgr_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CH-CHA_202107221010.csv,2021-07-22,11:00,203.4582,1,36000,36000,-0.455787E-01,1,0.551251E-02,173.813,0,13.7643,262.692,0,16.1867,2.74690,0,1.26991,6.02157,0,0.371040,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.410087E-09,-0.204953E-10,-9999,-9999,16.1458,429.094,438.498,0.500000E-01,0,806.935,21.4452,21.9152,0.500000E-01,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,308.658,306.569,96559.5,1.08851,1017.65,0.265761E-01,0.390198,0.145410E-01,2057.18,5131.23,0.133586E-01,40.0914,3074.05,291.110,-1.04309,0.702139,0.672464E-01,1.25919,-0.116312E-13,-0.253989E-13,1.25919,4.98939,45.5701,146.054,3.06130,-9999,0.204628,0.870848,-4.20402,-0.478113,0.661661,-0.766810,0,21.5400,-3.26878,7.39400,18.4121,28.0796,39.3820,59.0015,-0.450511E-01,1.01171,185.123,1.01990,203.112,1.17708,-6.86761,1.17708,4.65584,1.17708,-9999,-9999,-9999,-9999,800000000,800000000,800000000,800000000,800000000,800011100,800000111,800000111,80000,80000,80,80,0,2,0,52,73,75,0,0,0.796164,0.841771,0.103762,0.807252,0.904911E-02,678.413,-9999,-9999,0.167121,-0.686761E-02,4.65584,-9999,-9999,16.0000,0.00000,248.000,50.0000,31.5087,97417.8,1.65444,21.0650,3.39158,17.9984,2.03920,0.320994,6002.85,318.819,47.3607,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,11:30,203.4790,1,36000,36000,-0.351211E-01,0,0.110679E-01,157.171,0,11.0661,234.229,0,13.5268,0.362924E-01,0,1.07770,5.37214,0,0.310243,-0.104519E-01,1,0.465946E-02,0.563739E-03,0,0.189278E-03,0.845799,0.295518E-01,-0.255236,0.677781E-03,-9999,-9999,-0.846711E-10,-0.428525E-11,-0.401431E-12,-0.636849E-13,15.9243,423.997,433.295,0.500000E-01,0,805.939,21.4588,21.9293,0.500000E-01,0,0.754981E-01,2.01020,2.05428,9.95000,0,0.119774E-01,0.318907,0.325901,3.85000,0,309.234,307.140,96559.5,1.08648,1017.67,0.266258E-01,0.348115,0.145230E-01,2058.47,5297.50,0.133670E-01,38.8574,3239.03,291.120,-1.02783,0.697091,0.963003E-01,1.24565,-0.169196E-12,-0.531709E-14,1.24565,4.97034,48.3936,145.854,4.43393,-9999,0.179793,1.02528,-3.15360,-0.637366,0.671014,-0.790625,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.347130E-01,1.01176,167.247,1.01990,180.942,1.17702,-8.15308,1.17702,4.14998,1.17702,-0.758284E-02,1.37837,0.395094E-03,1.42685,800000000,800000000,800000000,800000000,800000000,800011100,800000111,800000111,80000,80011,80,81,1,4,2,42,66,66,0,0,0.759894,1.20245,0.882078E-01,0.835236,0.742797E-02,810.699,0.146236E-03,0.379641E-05,0.151261,-0.815308E-02,4.14998,-0.206297E-03,0.107488E-04,16.0000,0.00000,248.000,50.0000,32.3685,97411.7,1.67021,30.1583,1.19242,18.0021,2.01730,0.320033,6040.78,318.668,47.3765,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,12:00,203.4999,1,36000,36000,0.189249E-01,1,0.786486E-02,158.833,0,11.2462,228.989,0,13.4130,0.750102,0,0.737150,5.25491,0,0.307805,-0.171231E-01,1,0.363935E-02,-0.776369E-03,1,0.120638E-03,0.852342,-1.14882,-0.166658,-0.263635E-01,-0.898182E-03,0.243742E-04,-0.355494E-09,-0.176887E-10,-0.168243E-11,-0.269945E-12,15.7721,420.664,429.657,0.100000,0,784.789,20.9314,21.3789,0.100000,0,0.746442E-01,1.99086,2.03342,1.05000,0,0.119766E-01,0.319432,0.326261,6.25000,0,309.763,307.717,96559.5,1.08466,1017.40,0.266713E-01,0.340518,0.141419E-01,2008.22,5470.33,0.130381E-01,36.7112,3462.10,290.728,-1.22157,0.225672,0.765125E-01,1.24459,0.399032E-12,-0.225394E-13,1.24459,4.21034,11.3153,169.533,3.52453,-9999,0.132090,0.665299,-1.23737,-1.62441,0.693626,-1.08965,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.187049E-01,1.01176,168.613,1.01990,176.914,1.17702,-7.49641,1.17702,4.05987,1.17702,-0.124249E-01,1.37812,-0.544220E-03,1.42657,800000000,800000000,800000000,800000000,800000000,800011100,800000111,800000111,80001,80001,80,81,0,10,1,51,50,83,0,0,0.586672,0.663101,0.808251E-01,0.811136,0.406430E-02,756.332,0.988029E-04,0.415776E-05,0.152795,-0.749641E-02,4.05987,-0.338428E-03,-0.148234E-04,16.0000,0.00000,248.000,50.0000,33.2192,97403.3,1.69057,33.0000,0.505139,17.5841,1.99766,0.320522,6010.22,318.716,47.5417,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,12:30,203.5207,1,36000,36000,-0.548064E-01,0,0.192815E-01,168.237,0,13.2756,276.911,0,19.3180,0.946566,0,0.813877,6.35763,0,0.443525,0.831684E-02,0,0.408668E-02,0.358840E-03,0,0.186977E-03,0.706644,0.858387E-01,-0.107886,0.197078E-02,-0.410764E-03,-0.814291E-05,0.349039E-09,0.174901E-10,0.165303E-11,0.266266E-12,15.6665,418.502,427.466,0.100000,0,785.038,20.9709,21.4201,0.100000,0,0.741957E-01,1.98200,2.02446,1.35000,0,0.119513E-01,0.319256,0.326095,6.60000,0,310.249,308.196,96559.5,1.08295,1017.43,0.267132E-01,0.411974,0.141464E-01,2011.99,5617.32,0.130628E-01,35.8175,3605.34,290.758,-0.731201,0.169023,0.746872E-01,0.754190,-0.106623E-12,0.222794E-13,0.754190,5.02822,27.7605,166.984,5.68330,-9999,0.224963,1.00980,-5.77097,-0.348295,0.607550,-0.678727,0,23.2918,-3.53463,7.99533,19.9095,30.3633,42.5849,63.7999,-0.540076E-01,1.01479,180.336,1.02114,215.927,1.17725,-8.03434,1.17725,4.95750,1.17725,0.658483E-02,1.26303,0.277282E-03,1.29414,800000000,800000000,800000000,800000000,800000000,800011110,800000111,800000111,80001,80001,81,80,3,1,0,30,39,47,0,0,1.03123,0.885224,0.103142,0.815501,0.283636E-02,978.054,0.124549E-03,0.566094E-05,0.163669,-0.803434E-02,4.95750,0.179645E-03,0.756470E-05,16.0000,0.00000,248.000,50.0000,33.6411,97392.7,1.70888,33.0000,0.505056,17.6454,1.98872,0.320341,6009.61,318.641,47.5807,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,13:00,203.5415,1,35994,35994,-0.369325E-01,0,0.857793E-02,161.509,0,10.5203,211.714,0,12.0404,2.50378,0,0.637890,4.86245,0,0.276532,0.724057E-02,0,0.259321E-02,-0.287782E-03,1,0.140607E-03,0.517910,-0.998836,-0.758322E-01,-0.229403E-01,-0.669924E-03,-0.109663E-04,0.148365E-10,0.729791E-12,0.700068E-13,0.113510E-13,15.5940,416.981,425.713,0.300000,0,767.052,20.5108,20.9403,0.100000,0,0.735812E-01,1.96754,2.00875,0.950000,0,0.119305E-01,0.319020,0.325700,9.05000,0,310.558,308.548,96559.5,1.08191,1017.19,0.267398E-01,0.315086,0.138223E-01,1968.14,5727.56,0.127759E-01,34.3626,3759.42,290.409,-0.689685,-0.101851,0.328344E-01,0.697937,0.309399E-12,0.951423E-15,0.697937,4.12681,357.243,188.401,2.69647,-9999,0.184761,1.39919,-3.32998,-0.603608,0.762865,-0.794321,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.363706E-01,1.01545,170.059,1.02152,162.619,1.17769,-5.88288,1.17769,3.73487,1.17769,0.579322E-02,1.24983,-0.225062E-03,1.27868,800000000,800000000,800000000,800000000,800001000,800011110,800000111,800000111,80001,80011,80,81,1,0,0,26,54,58,0,0,0.678072,2.03507,0.852309E-01,0.869638,0.452396E-02,674.245,0.929198E-04,0.557770E-05,0.154528,-0.588288E-02,3.73487,0.158133E-03,-0.614334E-05,16.0000,0.00000,248.003,50.0168,34.6766,97345.0,1.71694,33.0000,0.504695,17.2500,1.97407,0.320082,6011.07,318.630,47.5743,0.950000,3.00000
CH-CHA_202107221300.csv,2021-07-22,13:30,203.5624,1,36000,36000,-0.473900E-01,1,0.127688E-01,174.181,0,13.1473,281.601,0,17.9961,2.25983,0,0.756764,6.47095,0,0.413535,0.244242E-01,0,0.539110E-02,-0.458255E-03,0,0.664926E-04,0.790026,-1.32985,-0.112355,-0.305588E-01,-0.671660E-03,-0.108008E-04,-0.861847E-10,-0.413483E-11,-0.405862E-12,-0.662475E-13,15.4857,414.725,423.144,0.200000,0,742.949,19.8970,20.3009,0.200000,0,0.729254E-01,1.95302,1.99267,0.900000,0,0.119034E-01,0.318786,0.325258,1.20000,0,311.038,309.085,96559.5,1.08027,1016.87,0.267811E-01,0.419317,0.133879E-01,1909.61,5899.59,0.123931E-01,32.3686,3989.98,289.932,-1.62876,-0.286354,0.886789E-01,1.65612,0.214406E-15,-0.556544E-14,1.65612,4.61004,358.297,189.971,3.06944,-9999,0.209448,0.980902,-4.49779,-0.446886,0.618540,-0.757055,0,21.5011,-3.26287,7.38062,18.3788,28.0288,39.3108,58.8948,-0.468789E-01,1.01090,186.608,1.02019,219.982,1.17939,-7.08135,1.17939,5.05501,1.17939,0.166080E-01,1.47063,-0.299219E-03,1.53150,800000000,800000000,800000000,800000000,800000000,800000000,800000111,800000111,80000,80000,80,81,0,2,3,14,24,43,0,0,1.22571,0.626891,0.109201,0.906146,0.317703E-02,959.861,0.140240E-03,0.490984E-05,0.169876,-0.708135E-02,5.05501,0.453754E-03,-0.817509E-05,16.0000,0.00000,248.000,50.0000,35.1495,97305.8,1.72834,33.0000,0.505278,16.7220,1.95932,0.319818,6013.49,318.644,47.6401,0.950000,3.00000
CH-CHA_202107221300.csv,2021-07-22,14:00,203.5832,1,36000,36000,-0.329589E-01,0,0.593082E-02,162.190,0,9.96088,241.869,0,13.0064,3.72512,0,0.424952,5.56095,0,0.299038,0.123983E-01,0,0.504621E-02,-0.449537E-03,0,0.503769E-05,0.810678,-1.52444,-0.964948E-01,-0.350494E-01,-0.608031E-03,-0.940844E-05,0.268607E-09,0.124886E-10,0.126231E-11,0.207308E-12,15.3892,412.783,420.860,0.200000,0,715.502,19.1919,19.5675,0.150000,0,0.723208E-01,1.93986,1.97782,-0.500000E-01,0,0.118772E-01,0.318582,0.324816,4.85000,0,311.525,309.637,96559.5,1.07863,1016.50,0.268230E-01,0.360350,0.128933E-01,1842.36,6081.13,0.119535E-01,30.2963,4238.77,289.369,-1.63099,-0.362016E-01,0.871464E-01,1.63371,-0.202533E-12,0.174543E-13,1.63371,5.39641,7.57854,181.272,3.05775,-9999,0.174804,1.69061,-2.80772,-0.715883,0.670569,-0.846244,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.326026E-01,1.01093,172.657,1.02016,188.587,1.17923,-5.01076,1.17923,4.33592,1.17923,0.845891E-02,1.46571,-0.294597E-03,1.52594,800000000,800000000,800000000,800000000,800000000,800010011,800000111,801000111,80001,80001,80,81,5,0,1,46,40,58,0,0,0.749682,2.52570,0.105846,0.905503,0.211909E-02,948.660,0.158916E-03,0.483135E-05,0.157473,-0.501076E-02,4.33592,0.231307E-03,-0.805568E-05,16.0000,0.00000,248.000,50.0000,35.6588,97299.7,1.73883,33.0000,0.505278,16.0381,1.94608,0.319607,6012.25,318.593,47.6777,0.950000,3.00000
CH-CHA_202107221300.csv,2021-07-22,14:30,203.6040,1,36000,36000,-0.670813E-01,0,0.133438E-01,156.016,0,11.1953,255.013,0,16.8982,2.00182,0,0.687403,5.86423,0,0.388587,-0.948491E-02,1,0.517814E-02,0.581844E-03,0,0.170796E-03,0.273258,-0.145537,-0.492586E-01,-0.334673E-02,-0.179203E-03,-0.223646E-05,-0.199360E-09,-0.925873E-11,-0.937261E-12,-0.154211E-12,15.3433,411.792,419.821,0.200000,0,712.577,19.1245,19.4974,0.200000,0,0.721342E-01,1.93598,1.97372,5.30000,0,0.118685E-01,0.318534,0.324745,-0.400000,0,311.705,309.823,96559.5,1.07801,1016.47,0.268386E-01,0.380002,0.128406E-01,1835.93,6143.37,0.119115E-01,29.8848,4307.44,289.314,-1.56503,-0.383778,0.100434,1.61452,0.120923E-12,-0.129933E-13,1.61452,5.45775,350.393,193.778,3.56648,-9999,0.249454,1.41377,-8.48251,-0.236958,0.611797,-0.570775,0,25.2182,-3.82697,8.65661,21.5562,32.8745,46.1070,69.0767,-0.663545E-01,1.01095,167.352,1.02013,200.090,1.17909,-6.31839,1.17909,4.60124,1.17909,-0.648987E-02,1.46149,0.382500E-03,1.52116,800000000,800000000,800000000,800000000,800000010,800010011,800000111,800000111,80011,80011,80,81,0,5,3,42,20,41,0,0,1.23796,1.48560,0.103972,0.837723,0.278883E-02,1050.66,0.182237E-03,0.489017E-05,0.152727,-0.631839E-02,4.60124,-0.177555E-03,0.104647E-04,16.0000,0.00000,248.000,50.0000,36.0307,97291.4,1.74789,33.0000,0.505611,16.0200,1.94211,0.319542,6013.67,318.581,47.6851,0.950000,3.00000
CH-CHA_202107221300.csv,2021-07-22,15:00,203.6249,1,36000,36000,-0.121239,1,0.237119E-01,116.329,1,8.98211,205.886,1,13.7390,1.36949,1,0.771435,4.73528,1,0.315990,-0.176058E-01,1,0.831155E-02,-0.308971E-03,1,0.132278E-03,0.238568,0.796450,-0.646945E-01,0.183179E-01,0.248571E-03,-0.641164E-05,0.472021E-10,0.224156E-11,0.223238E-12,0.366123E-13,15.2849,410.489,418.650,0.200000,0,725.858,19.4935,19.8811,0.200000,0,0.722886E-01,1.94137,1.97996,6.15000,0,0.118557E-01,0.318395,0.324725,0.550000,0,311.906,309.986,96559.5,1.07729,1016.67,0.268558E-01,0.306846,0.130800E-01,1871.13,6198.00,0.121415E-01,30.1892,4326.87,289.612,-1.56296,-0.299311,0.131417,1.59678,-0.100419E-12,0.308815E-14,1.59678,6.01655,4.42862,190.841,4.72084,-9999,0.335471,1.39730,-27.6712,-0.726388E-01,0.565018,-0.316606,0,33.4472,-5.07574,11.4813,28.5901,43.6018,61.1521,91.6170,-0.119923,1.01098,125.678,1.02011,162.078,1.17896,-4.91938,1.17896,3.72770,1.17896,-0.120788E-01,1.45758,-0.203709E-03,1.51673,800000000,800000000,800000000,800000000,800001000,800001011,800000111,810000111,80001,80001,80,81,1,0,3,19,51,35,0,0,1.79001,0.911766,0.928187E-01,0.717033,0.413653E-02,957.403,0.287643E-03,0.479045E-05,0.114748,-0.491938E-02,3.72770,-0.330796E-03,-0.557887E-05,16.0000,0.00000,248.011,50.0696,35.9609,97237.0,1.74917,33.0000,0.505389,16.4222,1.94738,0.319392,6013.53,318.579,47.6917,0.950000,3.00000
