file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,h2o_strg,ch4_strg,n2o_strg,h2o_v-adv,ch4_v-adv,n2o_v-adv,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_qcl_mean,status_code_qcl_mean,status_qcl_mean,cell_t_mean,int_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[W+1m-2],[W+1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--
CH-CHA_201601010200.csv,2016-01-01,02:30,1.1041,0,36000,36000,-0.215697E-02,2,0.812564E-03,-0.376200,1,0.160065,-0.245511,1,0.176355,-0.549034E-02,1,0.394380E-02,-0.222098E-01,1,0.910963E-02,0.678816E-04,1,0.562831E-04,-9999,-9999,-9999,-9999,-9999,-0.115995E-11,-0.515344E-12,-0.547225E-13,278.835,6.76096,6.80698,2.70000,0,0.123881,3.00377,3.02421,0.500000E-01,0,0.131545E-01,0.318959,0.321130,0.800000,0,281.609,281.006,96559.5,1.19407,1008.93,0.242472E-01,-0.355774E-03,0.502461E-02,651.609,1059.08,0.420796E-02,61.5261,407.468,274.039,-0.397907,-0.178188,0.280250E-01,0.436882,0.178734E-13,-0.415999E-14,0.436882,1.06442,358.049,204.123,3.67792,-9999,0.425017E-01,0.900274E-01,17.3501,0.115849,1.53232,0.734719E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.212208E-02,1.01644,-0.377182,1.02981,-0.189425,1.29608,-0.423610E-02,1.29608,-0.171361E-01,1.29608,0.523744E-04,1.29608,800009000,800119000,800009000,800009011,800009001,800009011,811119111,811119111,80000,80000,80,81,5,0,1,8,3,0,0,0.130232,0.478580E-01,0.196508E-02,0.451033E-02,0.350224E-02,0.125392E-01,0.119705E-05,-0.313083E-03,-0.103411E-03,-0.418325E-03,0.127856E-05,22.0000,96.5072,0.507222,296.868,4513.06
CH-CHA_201601010200.csv,2016-01-01,03:00,1.1249,0,36000,36000,-0.852798E-01,1,0.987498E-02,1.92640,1,1.09440,-7.49507,2,1.60418,-0.167645,2,0.358812E-01,-0.168025E-01,2,0.792779E-01,0.435380E-02,1,0.671283E-03,0.336588,0.252497,0.564769E-02,0.218836E-02,-0.544142E-04,-0.528959E-11,-0.234496E-11,-0.244436E-12,283.436,6.87787,6.92550,0.200000,0,0.125651,3.04907,3.07018,1.15000,0,0.130978E-01,0.317832,0.320034,0.650000,0,281.828,281.214,96559.5,1.19313,1009.00,0.242661E-01,-0.108634E-01,0.510751E-02,662.852,1074.24,0.428076E-02,61.7043,411.387,274.277,0.115120,-0.150210E-02,0.349703E-01,0.120323,-0.939267E-13,-0.186624E-13,0.120323,1.73810,237.974,359.252,16.8960,-9999,0.267349,0.330983,-843.338,-0.238338E-02,-0.257022,-0.598534E-02,0,49.2389,-7.47219,16.9021,42.0887,64.1879,90.0244,134.873,-0.809924E-01,1.05294,1.48260,1.04635,-6.18775,1.21128,-0.138404,1.21128,-0.138717E-01,1.21128,0.359440E-02,1.21128,800009000,800009000,800009000,800009011,800009000,800109000,811119111,811119111,80111,80111,80,81,6,0,1,34,1,0,0,0.176850,0.462698,0.224188E-01,0.709142E-02,0.430095E-02,0.178548E-01,0.112871E-05,0.123153E-02,-0.338173E-02,-0.338940E-03,0.878248E-04,21.9672,96.5204,0.508083,296.845,4471.87
CH-CHA_201601010200.csv,2016-01-01,03:30,1.1458,0,36000,36000,-0.147560E-01,1,0.200648E-02,2.36367,1,0.614716,2.22650,2,0.489529,0.497917E-01,2,0.109474E-01,-0.574307E-01,1,0.261855E-01,-0.320340E-03,1,0.197378E-03,-0.315115,0.935912E-01,0.209300E-02,0.757682E-02,0.585297E-04,0.294485E-11,0.136402E-11,0.135748E-12,285.414,6.92117,6.96941,3.40000,0,0.132201,3.20581,3.22815,5.00000,0,0.131567E-01,0.319043,0.321267,5.00000,0,281.636,281.019,96559.5,1.19394,1009.02,0.242496E-01,0.322650E-02,0.514317E-02,667.015,1060.04,0.430772E-02,62.9234,393.028,274.364,0.919374E-01,0.562324E-01,0.174978E-01,0.109182,0.418090E-13,0.103178E-13,0.109182,0.716310,150.699,31.4515,9.22211,-9999,0.111171,0.854017E-01,-49.4201,-0.406717E-01,1.06160,-0.176487E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.139615E-01,1.05690,2.36530,1.04906,1.83153,1.21566,0.409587E-01,1.21566,-0.472426E-01,1.21566,-0.263512E-03,1.21566,800009000,800119000,800009000,800009011,800009000,800009010,811119111,811119111,80000,80000,80,81,0,0,3,1,2,0,0,0.674020E-01,0.100710,0.269159E-02,0.116832E-01,0.365833E-02,0.169173E-01,0.107290E-05,0.196338E-02,0.100014E-02,-0.115358E-02,-0.643450E-05,21.9967,96.5082,0.506987,296.852,4508.57
CH-CHA_201601010200.csv,2016-01-01,04:00,1.1666,0,36000,36000,-0.156150E-01,1,0.250317E-02,-0.789186,2,0.497356,0.857800,1,0.582360,0.191796E-01,1,0.130210E-01,0.838030E-01,1,0.163489E-01,0.836156E-03,1,0.161743E-03,-0.308473,-0.356363E-01,-0.796796E-03,-0.345549E-02,-0.246822E-04,-0.127773E-11,-0.580024E-12,-0.589454E-13,284.930,6.90470,6.95270,0.650000,0,0.129344,3.13437,3.15617,5.00000,0,0.131446E-01,0.318533,0.320748,1.65000,0,281.443,280.828,96559.5,1.19476,1009.01,0.242329E-01,0.124284E-02,0.513444E-02,665.431,1046.32,0.429746E-02,63.5973,380.888,274.331,0.208099,0.307991,0.273006E-01,0.372705,0.288012E-13,-0.448437E-14,0.372705,1.41676,135.227,55.9544,4.20067,-9999,0.114322,0.178929,160.961,0.124875E-01,-0.920012,0.572631E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.153833E-01,1.01506,-0.732279,1.02210,0.710312,1.20764,0.158819E-01,1.20764,0.693941E-01,1.20764,0.692389E-03,1.20764,800009000,800019000,800009000,800009011,800009010,800109010,811119111,811119111,80111,80111,80,81,2,0,1,6,1,0,0,0.211821,0.141942,0.409543E-02,0.156594E-01,0.788202E-02,0.859906E-02,0.104864E-05,-0.607437E-03,0.387536E-03,0.169329E-02,0.168951E-04,22.0000,96.5078,0.507750,296.852,4518.35
CH-CHA_201601010200.csv,2016-01-01,04:30,1.1874,0,36000,36000,0.119988E-02,1,0.368540E-03,-0.262743,1,0.176669,1.12842,1,0.189449,0.252365E-01,1,0.423693E-02,0.244097E-01,1,0.492530E-02,0.926612E-04,1,0.384417E-04,0.404711,-0.263113,-0.588438E-02,-0.434611E-02,0.176275E-04,0.877898E-12,0.394035E-12,0.412740E-13,279.667,6.78295,6.82927,0.450000,0,0.125525,3.04445,3.06524,2.90000,0,0.131484E-01,0.318898,0.321076,1.85000,0,281.684,281.079,96559.5,1.19375,1008.94,0.242537E-01,0.163533E-02,0.503960E-02,653.723,1064.38,0.422165E-02,61.4183,410.655,274.084,0.339732,0.259566,0.153456E-01,0.427818,-0.672122E-13,0.313908E-14,0.427818,1.09092,156.590,37.3810,2.05560,-9999,0.317039E-01,0.712054E-01,10.3112,0.194933,-0.232841,0.688079E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.117911E-02,1.01762,-0.205128,1.03265,0.851682,1.32493,0.190474E-01,1.32493,0.184233E-01,1.32493,0.699366E-04,1.32493,800009000,800119000,800009000,800009011,800009000,800109010,811119111,811119111,80000,80000,80,81,2,1,2,1,3,0,0,0.419220E-01,0.993119E-01,0.117684E-02,0.129485E-01,0.365134E-02,0.377083E-02,0.609489E-06,-0.170312E-03,0.465118E-03,0.449879E-03,0.170778E-05,22.0000,96.5076,0.507639,296.846,4487.20
CH-CHA_201601010200.csv,2016-01-01,05:00,1.2082,0,36000,36000,-0.813058E-02,1,0.110363E-02,-0.336458,2,0.339923,-0.593331,1,0.229465,-0.132714E-01,1,0.513259E-02,-0.651930E-01,1,0.231089E-01,0.940264E-04,2,0.103867E-03,0.239032,0.377889E-01,0.845247E-03,0.784935E-02,0.568676E-04,-0.445081E-12,-0.209891E-12,-0.209485E-13,280.239,6.80045,6.84701,4.90000,0,0.132155,3.20694,3.22890,2.15000,0,0.131899E-01,0.320075,0.322266,4.65000,0,281.834,281.227,96559.5,1.19311,1008.96,0.242666E-01,-0.859987E-03,0.504991E-02,655.406,1075.18,0.423255E-02,60.9580,419.770,274.120,0.252133,0.103075,0.248161E-01,0.273517,0.699937E-13,-0.158822E-14,0.273517,1.14022,160.308,22.2354,5.20559,-9999,0.825505E-01,0.949331E-01,142.146,0.141404E-01,0.567067,0.338577E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.798892E-02,1.01773,-0.358051,1.02369,-0.489389,1.21239,-0.109465E-01,1.21239,-0.537723E-01,1.21239,0.775546E-04,1.21239,800009000,800119000,800009000,800009011,800009000,811109010,811119111,811119111,80000,80000,80,81,0,3,0,18,3,0,0,0.745220E-01,0.113189,0.215552E-02,0.133690E-01,0.294809E-02,0.407636E-01,0.956691E-06,-0.297435E-03,-0.267449E-03,-0.131379E-02,0.189485E-05,22.0000,96.5073,0.507347,296.849,4494.46
CH-CHA_201601010200.csv,2016-01-01,05:30,1.2291,0,36000,36000,0.166066E-02,2,0.674993E-03,-0.726311,1,0.265523,0.853566,1,0.199824,0.190979E-01,1,0.447093E-02,0.602113E-02,1,0.200891E-02,-0.914854E-04,1,0.390434E-04,0.501231,-0.157756E-01,-0.352968E-03,-0.597693E-02,-0.457746E-05,0.110397E-11,0.501038E-12,0.520007E-13,279.629,6.79313,6.83959,0.500000E-01,0,0.126910,3.08308,3.10416,5.00000,0,0.131715E-01,0.319980,0.322169,4.20000,0,282.146,281.539,96559.5,1.19180,1008.96,0.242934E-01,0.123755E-02,0.503891E-02,654.703,1098.16,0.422799E-02,59.6182,443.457,274.105,0.314202,0.454180,0.258778E-01,0.552876,-0.272286E-13,0.394797E-14,0.552876,1.19708,126.962,55.3245,2.68275,-9999,0.373284E-01,0.496406E-01,6.08842,0.330135,-0.850914,0.161811E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.162529E-02,1.02177,-0.662852,1.04334,0.593110,1.43913,0.132704E-01,1.43913,0.418385E-02,1.43913,-0.635697E-04,1.43913,800009000,800119000,800009000,800009011,800009000,800009010,811119111,811119111,80000,80000,80,80,0,1,0,27,2,0,0,0.788210E-01,0.189202E-01,0.154001E-02,0.158036E-01,0.445886E-02,0.705990E-03,0.476378E-06,-0.551241E-03,0.324584E-03,0.102334E-03,-0.155487E-05,22.0000,96.5076,0.507583,296.853,4471.21
CH-CHA_201601010200.csv,2016-01-01,06:00,1.2499,0,36000,36000,-0.161065E-01,1,0.255764E-02,-2.60689,1,0.901797,-3.49778,1,0.652197,-0.782830E-01,1,0.145967E-01,0.197554,1,0.398142E-01,0.123834E-02,1,0.251476E-03,0.490445,-0.258771,-0.579151E-02,0.316581E-02,0.283670E-04,-0.170501E-11,-0.804537E-12,-0.819084E-13,274.396,6.67298,6.71781,4.85000,0,0.129478,3.14875,3.16991,5.00000,0,0.131819E-01,0.320569,0.322722,4.35000,0,282.440,281.843,96559.5,1.19056,1008.90,0.243188E-01,-0.507274E-02,0.494462E-02,643.147,1121.09,0.415318E-02,57.3678,477.947,273.858,0.575946E-01,0.251102,0.258936E-01,0.258920,-0.528600E-13,-0.621369E-14,0.258920,1.21037,106.869,77.0817,5.73952,-9999,0.116312,0.146547,51.3164,0.391687E-01,0.745298,0.186594E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.158174E-01,1.01828,-2.71287,1.02586,-2.83148,1.23531,-0.633709E-01,1.23531,0.159922,1.23531,0.100245E-02,1.23531,800009000,800109000,800009000,800009011,800009000,801109000,811119111,811119111,80000,80000,80,81,5,0,2,22,0,0,0,0.142661,0.147345,0.308726E-02,0.293021E-01,0.582615E-02,0.364503E-01,0.165382E-05,-0.225855E-02,-0.155144E-02,0.391519E-02,0.245417E-04,21.9939,96.5093,0.507058,296.870,4516.54
CH-CHA_201601010200.csv,2016-01-01,06:30,1.2707,0,36000,36000,-0.269261E-01,1,0.362407E-02,-1.71826,1,1.22908,-5.86924,1,1.21754,-0.131405,1,0.272593E-01,0.404077E-01,1,0.874226E-02,0.130188E-02,1,0.196671E-03,0.602466,-0.259298,-0.580539E-02,-0.721910E-02,-0.325385E-04,0.249893E-11,0.114367E-11,0.122000E-12,269.089,6.55239,6.59560,4.80000,0,0.123153,2.99879,3.01857,5.00000,0,0.131372E-01,0.319893,0.322003,5.00000,0,282.806,282.219,96559.5,1.18903,1008.84,0.243502E-01,-0.851507E-02,0.484899E-02,631.549,1149.88,0.407810E-02,54.9228,518.335,273.606,-0.213868E-01,0.122823,0.248422E-01,0.127122,0.378394E-13,0.928663E-14,0.127122,0.835344,133.711,99.8778,11.2693,-9999,0.150484,0.116219,168.607,0.119212E-01,0.292757,0.951885E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.261637E-01,1.02914,-1.95627,1.02907,-4.81212,1.21968,-0.107738,1.21968,0.331298E-01,1.21968,0.106739E-02,1.21968,800009000,800109000,800009000,800009011,800019000,800019010,811119111,811119111,80000,80000,80,81,0,0,0,2,2,0,0,0.132540,0.958078E-01,0.409122E-02,0.278182E-01,0.106750E-01,0.100440E-02,0.598605E-06,-0.163085E-02,-0.264071E-02,0.812029E-03,0.261624E-04,22.0000,96.5071,0.507125,296.866,4471.85
