not_enough_data,2016-09-02,18:00,246.749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CH-CHA_201609201300.csv,2016-09-20,17:00,264.7082,1,36000,36000,-0.107794E-01,0,0.356430E-02,-5.20530,1,0.987085,32.6708,0,5.78365,0.740667,0,0.131119,0.125789E-02,2,0.851414E-03,0.132141E-02,1,0.287513E-03,-0.421920E-01,0.292280,0.662616E-02,0.965808E-04,-0.465129E-04,-0.365722E-11,-0.625898E-12,-0.103922E-12,440.944,11.2484,11.3763,4.65000,0,0.754632E-01,1.92505,1.94695,3.70000,0,0.125297E-01,0.319630,0.323266,0.900000,0,296.272,295.218,96559.5,1.13467,1011.70,0.255098E-01,0.479953E-01,0.794581E-02,1082.55,2646.39,0.700274E-02,40.9066,1563.84,281.291,-0.559658,0.256716,0.277224E-01,0.616351,-0.196082E-13,-0.829407E-14,0.616351,2.49155,33.8253,155.359,2.57793,-9999,0.974680E-01,0.115287,15.1391,0.132769,-0.159326,0.465225E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.106272E-01,1.01432,-3.47986,1.02694,25.6418,1.27412,0.581317,1.27412,0.987265E-03,1.27412,0.103711E-02,1.27412,800009000,800009000,800009000,800009000,800009000,800109000,800119011,811119111,80111,80111,80,81,14,22,3,0,0,0,0,0.116767,0.864504E-01,0.273568E-01,0.270711E-01,0.883450E-01,0.565846E-05,0.593630E-06,-0.303139E-02,0.149974E-01,0.254704E-04,0.267565E-04,34.0000,96.5008,0.500833,0.00000,0.00000,154448.,926485.
CH-CHA_201609201300.csv,2016-09-20,17:30,264.7290,1,36000,36000,0.697325E-03,2,0.112372E-02,-7.64514,1,1.54627,37.9581,1,3.06816,0.860043,1,0.695174E-01,0.221323E-02,1,0.353835E-03,0.245463E-02,1,0.134917E-03,-0.907796,0.152015,0.344430E-02,-0.211561E-03,-0.867333E-04,0.127045E-11,0.215472E-12,0.356507E-13,444.754,11.3232,11.4529,5.00000,0,0.754319E-01,1.92045,1.94245,4.35000,0,0.124805E-01,0.317746,0.321385,2.50000,0,295.688,294.629,96559.5,1.13691,1011.72,0.254594E-01,0.557308E-01,0.801447E-02,1089.72,2552.80,0.704934E-02,42.6873,1463.08,281.388,-0.523986,0.329369,0.273494E-01,0.619510,-0.353407E-13,0.285652E-14,0.619510,1.73222,40.1942,147.847,2.53025,-9999,0.247659E-01,0.752076E-01,0.169097,11.8867,-0.201410,0.268376,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.565523E-03,1.23306,-4.91638,1.44369,6.37101,5.95794,0.144352,5.95794,0.371475E-03,5.95794,0.411994E-03,5.95794,800009000,800009000,800009000,800009011,800009000,800109000,811109011,811119111,80111,80111,80,81,5,2,5,0,0,0,0,0.651495E-01,0.759975E-01,0.926816E-02,0.107707,0.201493,0.653240E-05,0.835449E-06,-0.427423E-02,0.371708E-02,0.956550E-05,0.106089E-04,33.9867,96.5032,0.500097,0.00000,0.00000,154449.,926485.
CH-CHA_201609201300.csv,2016-09-20,18:00,264.7498,1,36000,36000,-0.516125E-02,1,0.145138E-02,-2.67676,1,0.828472,5.13539,1,3.82743,0.116265,1,0.866529E-01,-0.297748E-02,1,0.190273E-02,0.350866E-03,1,0.213482E-03,-1.24918,2.52520,0.571705E-01,0.520910E-03,-0.305587E-04,0.430403E-11,0.661862E-12,0.108641E-12,494.575,12.5619,12.7218,5.00000,0,0.760543E-01,1.93174,1.95632,3.00000,0,0.124839E-01,0.317084,0.321118,1.65000,0,294.992,293.820,96559.5,1.13951,1012.38,0.253995E-01,0.753398E-02,0.891223E-02,1208.46,2428.99,0.782110E-02,49.7517,1220.52,282.921,-0.586789,0.369988,0.444893E-01,0.695120,-0.596306E-13,0.870250E-14,0.695120,2.98848,39.7686,147.767,3.66957,-9999,0.673005E-01,0.135688,9.69362,0.207353,-0.521237,0.344768E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.507403E-02,1.01719,-2.36151,1.03419,3.80105,1.35104,0.860558E-01,1.35104,-0.220383E-02,1.35104,0.259700E-03,1.35104,800009000,800009000,800009000,800009000,800109000,810109000,811119111,811119111,80010,80010,80,81,9,0,8,31,0,0,0,0.155502,0.106565,0.930948E-02,0.628312E-01,0.259506,0.128644E-03,0.204224E-05,-0.204704E-02,0.221347E-02,-0.566857E-04,0.667984E-05,34.0000,96.5003,0.500306,0.00000,0.00000,154449.,926485.
CH-CHA_201609201300.csv,2016-09-20,18:30,264.7707,1,36000,36000,-0.164691E-01,0,0.127638E-02,-7.39184,1,2.48583,-2.50343,2,2.15735,-0.566956E-01,2,0.488578E-01,-0.138926E-01,1,0.330220E-02,0.348052E-03,1,0.267481E-03,0.507929,-1.76816,-0.400438E-01,0.128936E-02,-0.620127E-04,-0.108012E-11,-0.181015E-12,-0.291645E-13,459.996,11.6935,11.8319,0.500000E-01,0,0.770900E-01,1.95970,1.98289,3.05000,0,0.124204E-01,0.315739,0.319475,2.55000,0,295.241,294.149,96559.5,1.13861,1011.91,0.254210E-01,-0.367387E-02,0.828913E-02,1125.23,2478.79,0.728007E-02,45.3945,1353.55,281.861,-0.674500,0.141009,0.287636E-01,0.689682,0.243279E-14,-0.234811E-14,0.689682,3.89693,20.9688,168.192,2.39025,-9999,0.120267,0.152293,20.0295,0.100352,2.95269,0.533443E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.162360E-01,1.01435,-7.34133,1.02767,-1.94987,1.28389,-0.441591E-01,1.28389,-0.108207E-01,1.28389,0.271091E-03,1.28389,800009000,800009000,800009000,800009000,800109001,800109011,800119111,811119111,80001,80001,80,80,20,4,3,0,0,0,0,0.139527,0.145894,0.191652E-01,0.100016,0.711535E-01,0.102725E-03,0.104376E-05,-0.637174E-02,-0.113580E-02,-0.278315E-03,0.697265E-05,34.0000,96.5001,0.500056,0.00000,0.00000,154452.,926485.
CH-CHA_201609201300.csv,2016-09-20,19:00,264.7915,0,35988,35988,-0.311111E-02,1,0.135843E-02,-8.84360,1,2.70852,-4.61930,2,1.80134,-0.104544,2,0.407679E-01,-0.878496E-02,0,0.651822E-02,0.119411E-02,1,0.259882E-03,-1.07291,0.521917,0.118120E-01,0.208568E-02,0.684013E-04,0.148112E-11,0.248504E-12,0.393202E-13,471.123,11.9491,12.0936,0.500000E-01,0,0.790452E-01,2.00483,2.02907,5.00000,0,0.125071E-01,0.317219,0.321056,4.45000,0,294.569,293.455,96559.5,1.14119,1012.04,0.253631E-01,-0.677446E-02,0.848964E-02,1149.73,2375.03,0.743929E-02,48.4091,1225.30,282.180,-0.626928,0.118639,0.310542E-01,0.638810,0.264753E-13,0.314382E-14,0.638810,1.78938,18.6759,169.284,2.78640,-9999,0.522131E-01,0.124085,1.36994,1.46722,1.91449,0.146655,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.294786E-02,1.05538,-8.12225,1.11136,-2.16100,2.13758,-0.489077E-01,2.13758,-0.410977E-02,2.13758,0.558625E-03,2.13758,800009000,800009000,800009000,800009000,800009000,800109000,811109111,811119111,80011,80011,80,81,3,6,12,0,0,0,0,0.109837,0.125564,0.127697E-01,0.135779,0.584152E-01,0.159658E-02,0.113819E-05,-0.703270E-02,-0.125540E-02,-0.105492E-03,0.143392E-04,34.0000,96.5000,0.500000,0.00000,0.00000,154448.,926485.
CH-CHA_201609201900.csv,2016-09-20,19:30,264.8123,0,36000,36000,0.449850E-02,1,0.186764E-02,-0.840773,2,2.50809,-7.10451,1,2.24447,-0.160673,1,0.507602E-01,-0.116858E-01,0,0.364272E-02,-0.156846E-03,2,0.100550E-03,-1.16013,0.913009,0.206483E-01,-0.119781E-02,0.773709E-04,0.284724E-11,0.454595E-12,0.732529E-13,489.876,12.3948,12.5504,0.500000E-01,0,0.782143E-01,1.97897,2.00381,1.75000,0,0.126034E-01,0.318889,0.322892,0.500000E-01,0,293.859,292.707,96559.5,1.14392,1012.26,0.253019E-01,-0.104116E-01,0.882756E-02,1192.45,2267.40,0.771697E-02,52.5910,1074.95,282.722,-0.371968,0.373690,0.222043E-01,0.527728,-0.699386E-13,0.581217E-14,0.527728,1.56403,48.5794,134.868,2.41145,-9999,0.627100E-01,0.698890E-01,24.9660,0.805096E-01,0.118344,0.115785E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.442964E-02,1.01554,-1.16161,1.02898,-5.49853,1.29207,-0.124353,1.29207,-0.904426E-02,1.29207,-0.121391E-03,1.29207,800009000,800009000,800009000,800009000,800009010,800109010,811119111,811119111,80000,80000,80,81,2,1,1,6,0,0,0,0.739898E-01,0.591626E-01,0.662555E-02,0.251326,0.581597E-01,0.350569E-03,0.225653E-05,-0.100317E-02,-0.318571E-02,-0.231699E-03,-0.310983E-05,34.0000,96.5011,0.501056,0.00000,0.00000,154450.,926485.
CH-CHA_201609201900.csv,2016-09-20,20:00,264.8331,0,36000,36000,-0.176996E-02,2,0.874259E-03,-12.9243,1,3.34493,9.02195,1,3.13303,0.203982,1,0.708362E-01,0.376534E-01,1,0.566079E-02,0.206927E-02,1,0.387342E-03,-0.436352,0.377991,0.854618E-02,0.163705E-02,0.542866E-04,0.332663E-11,0.532690E-12,0.846421E-13,497.609,12.5791,12.7394,4.90000,0,0.796815E-01,2.01428,2.03994,1.05000,0,0.126610E-01,0.320060,0.324137,5.00000,0,293.594,292.426,96559.5,1.14494,1012.36,0.252791E-01,0.132180E-01,0.896691E-02,1210.11,2228.07,0.783179E-02,54.3119,1017.96,282.941,-0.863217,0.496607E-01,0.432788E-01,0.865727,-0.240765E-13,0.668524E-14,0.865727,2.44094,14.5387,176.707,2.86548,-9999,0.393180E-01,0.177820,0.400306,5.02115,-1.43254,0.283596,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.156504E-02,1.13094,-10.1958,1.25431,2.40924,3.74473,0.544717E-01,3.74473,0.100550E-01,3.74473,0.552582E-03,3.74473,800009000,800009000,800009000,800009000,800009010,800109010,800109111,811119111,80010,80010,80,81,2,0,8,0,0,0,0,0.148776,0.194145,0.127183E-01,0.294597,0.978360E-01,0.669669E-03,0.329475E-05,-0.879644E-02,0.139447E-02,0.257408E-03,0.141461E-04,34.0000,96.5037,0.503694,0.00000,0.00000,154446.,926485.
CH-CHA_201609201900.csv,2016-09-20,20:30,264.8540,0,36000,36000,-0.100805E-01,0,0.172457E-02,-11.3837,0,2.38502,-1.79740,2,2.17302,-0.406340E-01,2,0.491257E-01,0.419728E-02,2,0.216409E-02,0.748328E-03,1,0.255681E-03,-0.166241,0.170208,0.384792E-02,0.109105E-02,0.146170E-03,-0.318099E-12,-0.511940E-13,-0.811977E-14,501.060,12.6621,12.8244,0.200000,0,0.806393E-01,2.03780,2.06393,0.500000E-01,0,0.127900E-01,0.323211,0.327356,1.45000,0,293.494,292.319,96559.5,1.14532,1012.40,0.252705E-01,-0.263308E-02,0.902911E-02,1218.05,2213.25,0.788348E-02,55.0347,995.194,283.039,-0.821557,0.219881E-01,0.403176E-01,0.822840,-0.154227E-13,-0.634851E-15,0.822840,2.51509,9.72172,178.467,2.80851,-9999,0.938162E-01,0.149492,6.17422,0.325547,6.33345,0.104647,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.986704E-02,1.02164,-11.0233,1.04412,-1.23559,1.45469,-0.279331E-01,1.45469,0.288534E-02,1.45469,0.514424E-03,1.45469,800009000,800009000,800009000,800009000,800009000,800109000,800109111,800119111,80011,80011,80,80,14,16,8,0,0,0,0,0.123827,0.151169,0.239880E-01,0.107757,0.419365E-01,0.203635E-03,0.100973E-05,-0.950672E-02,-0.714901E-03,0.738456E-04,0.131658E-04,34.0000,96.5010,0.500972,0.00000,0.00000,154448.,926485.
CH-CHA_201609201900.csv,2016-09-20,21:00,264.8748,0,36000,36000,-0.362878E-02,1,0.115612E-02,-9.24504,1,1.72262,-6.92234,1,2.07219,-0.156488,1,0.468445E-01,-0.933162E-03,1,0.278764E-02,0.188961E-03,2,0.154688E-03,-0.656044E-01,-0.925581,-0.209239E-01,0.779424E-03,0.992256E-04,-0.309494E-11,-0.520742E-12,-0.824606E-13,483.355,12.2111,12.3621,1.25000,0,0.813274E-01,2.05460,2.07999,5.00000,0,0.128784E-01,0.325350,0.329372,2.45000,0,293.410,292.277,96559.5,1.14568,1012.15,0.252633E-01,-0.101404E-01,0.871005E-02,1174.84,2207.47,0.760252E-02,53.2212,1032.63,282.501,-0.736442,-0.419432E-01,0.344715E-01,0.738441,0.380871E-13,-0.640303E-14,0.738441,1.97162,6.27747,183.260,2.67563,-9999,0.562793E-01,0.118406,1.64110,1.22479,1.33554,0.141661,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.345885E-02,1.04913,-8.65671,1.09913,-3.43485,2.01533,-0.776490E-01,2.01533,-0.463033E-03,2.01533,0.937622E-04,2.01533,800009000,800009000,800009000,800009011,800009000,800009000,800109111,810119111,80111,80111,80,81,11,13,4,0,0,0,0,0.108936,0.107962,0.199154E-01,0.718240E-01,0.317970E-01,0.104817E-03,0.998166E-06,-0.746523E-02,-0.198583E-02,-0.118418E-04,0.239792E-05,33.9804,96.5048,0.500167,0.00000,0.00000,154446.,926485.
CH-CHA_201609201900.csv,2016-09-20,21:30,264.8956,0,36000,36000,-0.126595E-01,0,0.184271E-02,-16.1445,0,2.24664,3.49015,2,3.21032,0.788945E-01,2,0.725689E-01,-0.237131E-01,1,0.911615E-02,0.242003E-03,1,0.133155E-03,-0.970963E-01,-1.48911,-0.336612E-01,0.651629E-03,0.264384E-04,-0.217351E-11,-0.391450E-12,-0.616741E-13,454.853,11.4860,11.6194,0.200000,0,0.819194E-01,2.06863,2.09267,3.10000,0,0.129066E-01,0.325919,0.329706,1.35000,0,293.280,292.214,96559.5,1.14624,1011.75,0.252521E-01,0.511236E-02,0.819646E-02,1105.33,2198.95,0.715076E-02,50.2664,1093.62,281.598,-1.11179,-0.150537,0.576225E-01,1.12342,0.910542E-13,-0.477848E-14,1.12342,2.83560,359.950,187.711,2.94011,-9999,0.105093,0.188673,6.11837,0.328519,-4.62573,0.132466,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.123919E-01,1.02160,-15.3644,1.04459,2.38554,1.46305,0.539247E-01,1.46305,-0.162080E-01,1.46305,0.165410E-03,1.46305,800009000,800009000,800009000,800009000,800009000,800109000,800109111,811109111,80001,80001,80,81,9,12,3,0,0,0,0,0.168111,0.182864,0.263705E-01,0.145219,0.589941E-01,0.899669E-03,0.311035E-06,-0.132485E-01,0.137748E-02,-0.414025E-03,0.422531E-05,34.0000,96.5002,0.500194,0.00000,0.00000,154447.,926485.
CH-CHA_201609201900.csv,2016-09-20,22:00,264.9165,0,36000,36000,-0.879443E-02,0,0.191533E-02,-12.0507,0,3.55359,1.25202,2,1.10645,0.282877E-01,2,0.249987E-01,-0.605041E-02,0,0.413990E-02,0.527266E-03,0,0.171848E-03,-0.796943,-0.929379,-0.209981E-01,-0.306664E-03,0.288107E-04,-0.277513E-11,-0.518594E-12,-0.821231E-13,437.804,11.0345,11.1576,0.500000E-01,0,0.818134E-01,2.06204,2.08505,1.25000,0,0.129557E-01,0.326539,0.330182,4.90000,0,292.724,291.702,96559.5,1.14844,1011.49,0.252042E-01,0.183304E-02,0.788923E-02,1062.04,2129.69,0.686950E-02,49.8681,1067.65,281.010,-0.869007,-0.865582E-01,0.438263E-01,0.874406,-0.231417E-13,-0.633874E-14,0.874406,2.60757,3.20190,185.688,2.87293,-9999,0.875082E-01,0.155009,4.73195,0.424772,-9.62507,0.118547,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.858209E-02,1.02474,-11.4596,1.05063,0.822832,1.52159,0.185908E-01,1.52159,-0.397637E-02,1.52159,0.346523E-03,1.52159,800009000,800009000,800009000,800009000,800009010,800109011,800109111,801109111,80100,80100,80,80,5,7,7,0,2,0,0,0.145279,0.145909,0.188294E-01,0.285707,0.165451E-01,0.310777E-03,0.586267E-06,-0.986501E-02,0.473778E-03,-0.101336E-03,0.883095E-05,34.0000,96.5000,0.500028,0.00000,0.00000,154449.,926485.
CH-CHA_201609201900.csv,2016-09-20,22:30,264.9373,0,36000,36000,-0.182849E-01,0,0.260752E-02,-27.7608,0,3.93368,-4.24033,0,1.47682,-0.957604E-01,0,0.333514E-01,-0.176440E-01,0,0.613419E-02,0.649425E-03,0,0.103940E-03,-0.746240,-0.516190,-0.116573E-01,0.179952E-02,0.230568E-04,0.204607E-11,0.398552E-12,0.620469E-13,428.615,10.7843,10.9019,5.00000,0,0.834896E-01,2.10066,2.12357,1.90000,0,0.129977E-01,0.327034,0.330599,2.35000,0,292.220,291.223,96559.5,1.15044,1011.34,0.251608E-01,-0.620527E-02,0.772364E-02,1038.04,2066.66,0.671363E-02,50.2277,1028.62,280.675,-1.15294,-0.126868,0.527982E-01,1.16110,-0.272628E-13,0.477367E-14,1.16110,3.40244,0.656221,186.280,2.60629,-9999,0.126071,0.177331,6.14177,0.327267,6.54684,0.189258,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.178952E-01,1.02178,-26.8345,1.04500,-2.88961,1.46744,-0.652569E-01,1.46744,-0.120237E-01,1.46744,0.442557E-03,1.46744,800009000,800009000,800009000,800009000,800009000,800109000,800109111,801109111,80001,80001,80,81,24,3,1,0,0,0,0,0.178088,0.147183,0.293920E-01,0.256133,0.143416E-01,0.514600E-03,0.214263E-06,-0.230638E-01,-0.165976E-02,-0.305814E-03,0.112561E-04,34.0000,96.5001,0.500056,0.00000,0.00000,154449.,926485.
CH-CHA_201609201900.csv,2016-09-20,23:00,264.9581,0,36000,36000,-0.275221E-01,0,0.363568E-02,-24.9961,0,3.08198,-1.85229,1,0.824856,-0.418230E-01,1,0.186245E-01,-0.346177E-02,1,0.380779E-02,0.492765E-03,0,0.115549E-03,-0.300260,-0.357761,-0.807790E-02,-0.389998E-03,0.706372E-05,-0.195710E-11,-0.385904E-12,-0.603461E-13,422.031,10.6110,10.7248,5.00000,0,0.832167E-01,2.09230,2.11474,1.40000,0,0.130131E-01,0.327185,0.330694,1.85000,0,292.010,291.030,96559.5,1.15128,1011.24,0.251428E-01,-0.271013E-02,0.760500E-02,1021.42,2041.79,0.660570E-02,50.0256,1020.37,280.439,-1.29128,-0.324848E-01,0.790496E-01,1.29410,-0.191913E-12,-0.463734E-14,1.29410,3.01632,6.86774,181.441,3.50206,-9999,0.154615,0.206555,12.5820,0.159752,13.4947,0.138863,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.270941E-01,1.01580,-24.3679,1.03284,-1.37835,1.34385,-0.311218E-01,1.34385,-0.257601E-02,1.34385,0.366681E-03,1.34385,800009000,800009000,800009000,800009000,800009000,800009000,800009111,800109111,80011,80011,80,81,10,7,3,0,1,0,0,0.195414,0.174864,0.428321E-01,0.172811,0.395542E-02,0.150822E-03,0.253277E-06,-0.209306E-01,-0.790853E-03,-0.654604E-04,0.931794E-05,34.0000,96.5001,0.500083,0.00000,0.00000,154447.,926485.
CH-CHA_201609201900.csv,2016-09-20,23:30,264.9790,0,36000,36000,-0.209082E-01,0,0.266686E-02,-25.9275,0,2.71907,-3.48802,1,0.934782,-0.787401E-01,1,0.211022E-01,-0.113677E-01,1,0.426247E-02,0.224853E-03,0,0.533356E-04,-0.330420,-0.282033,-0.636674E-02,0.737905E-03,0.415601E-05,0.235600E-12,0.474169E-13,0.736123E-14,416.925,10.4746,10.5855,4.75000,0,0.839104E-01,2.10811,2.13043,3.55000,0,0.130267E-01,0.327274,0.330738,1.05000,0,291.785,290.818,96559.5,1.15217,1011.16,0.251234E-01,-0.510236E-02,0.751299E-02,1008.33,2014.73,0.652071E-02,50.0476,1006.41,280.250,-1.40314,-0.279345,0.728826E-01,1.43253,0.259094E-13,0.565089E-15,1.43253,3.39548,355.359,191.260,2.91628,-9999,0.134710,0.190304,8.02222,0.250554,7.43329,0.165204,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.205106E-01,1.01938,-25.1540,1.04043,-2.45476,1.42092,-0.554149E-01,1.42092,-0.800025E-02,1.42092,0.158245E-03,1.42092,800009000,800009000,800009000,800009000,800009010,800109010,800009111,800109111,80000,80000,80,80,25,27,4,0,1,1,0,0.198770,0.146123,0.357165E-01,0.152113,0.487283E-02,0.222576E-03,0.122849E-06,-0.215907E-01,-0.140690E-02,-0.203114E-03,0.401760E-05,34.0000,96.5024,0.502389,0.00000,0.00000,154450.,926485.
CH-CHA_201609201900.csv,2016-09-21,00:00,265.0000,0,36000,36000,-0.203681E-01,0,0.275511E-02,-26.9857,0,2.99884,-2.32752,0,0.768504,-0.525355E-01,0,0.173462E-01,-0.137210E-01,1,0.461164E-02,0.400918E-03,0,0.731268E-04,-0.216477,-0.163703,-0.369501E-02,-0.207140E-03,0.135130E-04,-0.649166E-12,-0.131369E-12,-0.204555E-13,413.982,10.3954,10.5046,5.00000,0,0.837759E-01,2.10368,2.12578,2.90000,0,0.130447E-01,0.327564,0.331005,1.55000,0,291.639,290.679,96559.5,1.15276,1011.12,0.251108E-01,-0.340430E-02,0.745996E-02,1000.73,1997.19,0.647140E-02,50.1071,996.454,280.140,-1.30422,-0.312047E-01,0.715553E-01,1.30656,-0.475001E-13,-0.156810E-14,1.30656,3.39564,6.68759,181.371,3.13945,-9999,0.132925,0.201554,7.40518,0.271432,11.5942,0.174175,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.199699E-01,1.01994,-26.0978,1.04143,-1.62608,1.43137,-0.367028E-01,1.43137,-0.958592E-02,1.43137,0.280093E-03,1.43137,800009000,800009000,800009000,800009000,800009000,800009000,800009111,800009111,80001,80001,80,80,14,4,1,0,1,0,0,0.178308,0.184578,0.402230E-01,0.163291,0.345302E-02,0.218912E-03,0.166365E-06,-0.223905E-01,-0.931289E-03,-0.243231E-03,0.710702E-05,34.0000,96.5026,0.502583,0.00000,0.00000,154446.,926485.
CH-CHA_201609201900.csv,2016-09-21,00:30,265.0208,0,36000,36000,-0.222454E-01,0,0.270765E-02,-23.2026,0,2.94078,-1.89198,0,0.818208,-0.426932E-01,0,0.184632E-01,-0.882311E-02,1,0.352919E-02,0.438208E-03,0,0.114301E-03,-0.435112,-0.136931,-0.308989E-02,-0.107355E-02,0.126923E-04,0.236602E-11,0.476605E-12,0.750938E-13,411.752,10.3293,10.4371,5.00000,0,0.829422E-01,2.08070,2.10242,2.25000,0,0.130684E-01,0.327835,0.331257,2.25000,0,291.353,290.401,96559.5,1.15389,1011.07,0.250862E-01,-0.276652E-02,0.741978E-02,994.387,1962.35,0.643021E-02,50.6734,967.959,280.047,-1.08199,0.472862E-01,0.705008E-01,1.08531,0.458429E-13,0.574623E-14,1.08531,2.57996,11.9869,177.498,3.72450,-9999,0.138847,0.179550,9.81560,0.204776,12.2637,0.143236,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.218657E-01,1.01736,-22.5595,1.03577,-1.37795,1.37304,-0.310939E-01,1.37304,-0.642596E-02,1.37304,0.319151E-03,1.37304,800009000,800009000,800009000,800009000,800009000,800009000,800009111,800109111,80011,80011,80,81,2,7,1,0,2,0,0,0.155550,0.172913,0.306372E-01,0.182651,0.394930E-02,0.145544E-03,0.275377E-06,-0.193366E-01,-0.788144E-03,-0.162880E-03,0.808959E-05,34.0000,96.5005,0.500472,0.00000,0.00000,154448.,926485.
CH-CHA_201609201900.csv,2016-09-21,01:00,265.0416,0,35989,35989,-0.589541E-02,2,0.177474E-02,-12.9805,0,3.78133,3.09167,0,1.20066,0.697315E-01,0,0.270803E-01,-0.871009E-02,0,0.272520E-02,0.765589E-03,0,0.166922E-03,-0.774465,-0.268138,-0.604775E-02,0.736979E-04,0.276392E-04,-0.400462E-12,-0.817515E-13,-0.128942E-13,407.313,10.2001,10.3052,0.500000E-01,0,0.831501E-01,2.08228,2.10374,5.00000,0,0.131148E-01,0.328426,0.331810,5.00000,0,290.845,289.906,96559.5,1.15592,1010.99,0.250424E-01,0.451860E-02,0.733978E-02,981.990,1901.75,0.634973E-02,51.6361,919.762,279.865,-0.659166,0.345042,0.341678E-01,0.744796,-0.724373E-13,-0.983180E-15,0.744796,2.75894,39.0375,152.370,2.62939,-9999,0.714156E-01,0.187517,2.38735,0.841938,-4.19854,0.155533,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.568296E-02,1.03738,-11.9976,1.07589,1.74136,1.77543,0.392758E-01,1.77543,-0.490589E-02,1.77543,0.431212E-03,1.77543,800009000,800009000,800009000,800009000,800009000,800109000,811109111,811119111,80110,80110,80,81,17,8,7,0,0,0,0,0.255367,0.977780E-01,0.218888E-01,0.300911,0.131382E-01,0.128008E-03,0.541596E-06,-0.102664E-01,0.993665E-03,-0.124118E-03,0.109095E-04,34.0000,96.5005,0.500458,0.00000,0.00000,154450.,926485.
CH-CHA_201609210100.csv,2016-09-21,01:30,265.0624,0,36000,36000,-0.745909E-02,1,0.196842E-02,1.36755,2,1.29712,6.19291,1,1.11098,0.139555,1,0.250357E-01,-0.178088E-01,1,0.672534E-02,-0.733794E-03,2,0.257559E-03,-1.44032,-0.537583,-0.121143E-01,0.352798E-03,0.915878E-04,0.240473E-11,0.505463E-12,0.799090E-13,398.305,9.94214,10.0420,0.500000E-01,0,0.837219E-01,2.08979,2.11078,0.100000,0,0.132356E-01,0.330376,0.333694,0.500000E-01,0,289.900,288.988,96559.5,1.15970,1010.83,0.249611E-01,0.904319E-02,0.717746E-02,957.234,1793.74,0.618906E-02,53.3653,836.506,279.494,0.702188E-01,0.349478,0.115176E-01,0.356649,-0.240289E-15,0.603741E-14,0.356649,1.23976,101.847,78.6391,1.85064,-9999,0.801992E-01,0.136981,-32.0899,-0.626365E-01,0.220824,-0.145461E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.728558E-02,1.02382,1.65531,1.02680,5.24364,1.18103,0.118164,1.18103,-0.150790E-01,1.18103,-0.621314E-03,1.18103,800009000,800009000,800009000,800009011,800109010,800109110,811119111,811119111,80111,80111,80,81,1,0,11,0,0,0,0,0.101638,0.167989,0.433610E-02,0.956380E-01,0.133742E-01,0.335385E-02,0.207176E-05,0.141206E-02,0.297903E-02,-0.380157E-03,-0.156640E-04,33.9956,96.5012,0.500208,0.00000,0.00000,154446.,926485.
