file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,h2o_strg,ch4_strg,n2o_strg,h2o_v-adv,ch4_v-adv,n2o_v-adv,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_lgr_mean,status_code_lgr_mean,ch4_mean,n2o_mean,int_p_mean,cell_t_mean,t_unknown_mean,mirror_ringdowntime_lgr_mean,fit_flag_lgr_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[W+1m-2],[W+1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--,--,--,--,--,--,--
not_enough_data,2021-07-22,10:30,203.437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CH-CHA_202107221010.csv,2021-07-22,11:00,203.4582,1,36000,36000,-0.456357E-01,1,0.551940E-02,186.883,0,13.6241,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,308.658,308.658,96559.5,1.08987,1006.02,0.265761E-01,-9999,-9999,-9999,5766.54,-9999,-9999,-9999,-9999,-1.04309,0.702139,0.672464E-01,1.25919,-0.116312E-13,-0.253989E-13,1.25919,4.98939,45.5701,146.054,3.06130,-9999,0.204628,0.870848,-3.89654,-0.515843,-9999,-0.832958,0,21.5400,-3.26878,7.39400,18.4121,28.0796,39.3820,59.0015,-0.451074E-01,1.01171,183.237,1.01990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,800009000,800009000,800009000,800009000,800009000,800019100,800009111,800009111,80111,80111,80,80,0,2,0,52,31,0,0,0.796164,0.841771,0.103762,0.807252,-9999,-9999,-9999,0.167121,-9999,-9999,-9999,21.0650,3.39158,2.03920,0.320994,6002.85,318.819,47.3607,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,11:30,203.4790,1,36000,36000,-0.351279E-01,0,0.110700E-01,156.388,0,11.0475,260.783,0,15.2768,5.98313,0,0.350495,-0.446452E-02,2,0.461359E-02,0.565706E-03,0,0.189938E-03,-1.74625,-9999,-9999,-9999,-9999,-0.359497E-11,-0.402849E-12,-0.639098E-13,676.115,18.0021,18.3321,1.75000,0,0.757648E-01,2.01730,2.05428,4.75000,0,0.120197E-01,0.320034,0.325901,3.85000,0,309.234,307.476,96559.5,1.08669,1015.77,0.266258E-01,0.387707,0.121836E-01,1728.80,5398.65,0.112116E-01,32.0228,3669.85,288.375,-1.02783,0.697091,0.963003E-01,1.24565,-0.169196E-12,-0.531709E-14,1.24565,4.97034,48.3936,145.854,4.43393,-9999,0.179793,1.02528,-3.16755,-0.634559,0.599684,-0.788004,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.347197E-01,1.01176,166.966,1.01990,191.391,1.36257,4.39106,1.36257,-0.323899E-02,1.37837,0.396473E-03,1.42685,800009000,800009000,800009000,800009000,800009000,800019000,800009011,800009011,80111,80111,80,81,1,4,2,42,20,0,0,0.759894,1.20245,0.882078E-01,0.835236,0.646031,0.146236E-03,0.379641E-05,0.151261,0.116915,-0.878128E-04,0.107488E-04,30.1583,1.19242,2.01730,0.320033,6040.78,318.668,47.3765,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,12:00,203.4999,1,36000,36000,0.189284E-01,1,0.786634E-02,157.406,0,11.2280,268.192,0,14.4628,6.15653,0,0.332004,-0.171809E-01,1,0.365165E-02,-0.608495E-03,1,0.133809E-03,0.836344,-0.847367,-0.194519E-01,-0.911788E-03,0.227369E-04,-0.148593E-10,-0.168819E-11,-0.270867E-12,659.259,17.5833,17.8980,1.75000,0,0.748994E-01,1.99767,2.03342,1.05000,0,0.120175E-01,0.320523,0.326260,1.85000,0,309.763,308.043,96559.5,1.08486,1015.56,0.266713E-01,0.398943,0.118798E-01,1688.81,5571.20,0.109506E-01,30.3132,3882.39,288.011,-1.22157,0.225672,0.765125E-01,1.24459,0.399032E-12,-0.225394E-13,1.24459,4.21034,11.3153,169.533,3.52453,-9999,0.132090,0.665299,-1.24788,-1.61073,0.586916,-1.08162,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.187084E-01,1.01176,168.340,1.01990,196.861,1.36234,4.51908,1.36234,-0.124669E-01,1.37812,-0.426544E-03,1.42657,800009000,800009000,800009000,800009000,800009000,800019100,800009011,800009011,80100,80100,80,81,0,10,1,51,28,0,0,0.586672,0.663101,0.808251E-01,0.811136,0.571697,0.988029E-04,0.415373E-05,0.152795,0.120530,-0.338428E-03,-0.115790E-04,33.0000,0.505139,1.99766,0.320522,6010.22,318.716,47.5417,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,12:30,203.5207,1,36000,36000,-0.548166E-01,0,0.192851E-01,166.508,0,13.2602,302.099,0,21.4545,6.93813,0,0.492732,0.834474E-02,0,0.410039E-02,0.333989E-03,0,0.155690E-03,0.703064,0.127170,0.292063E-02,-0.414362E-03,-0.844680E-05,0.147174E-10,0.165864E-11,0.267171E-12,660.583,17.6463,17.9633,1.70000,0,0.744476E-01,1.98873,2.02446,1.35000,0,0.119919E-01,0.320341,0.326095,2.25000,0,310.250,308.520,96559.5,1.08316,1015.61,0.267132E-01,0.449591,0.119037E-01,1694.82,5720.01,0.109898E-01,29.6297,4025.19,288.066,-0.731201,0.169023,0.746872E-01,0.754190,-0.106623E-12,0.222794E-13,0.754190,5.02822,27.7605,166.984,5.68330,-9999,0.224963,1.00980,-5.82764,-0.344908,0.551171,-0.672834,0,23.2918,-3.53463,7.99533,19.9095,30.3633,42.5849,63.7999,-0.540177E-01,1.01479,180.103,1.02114,241.090,1.25306,5.53697,1.25306,0.660691E-02,1.26303,0.258079E-03,1.29414,800009000,800009000,800009000,800009000,800009000,800019110,800009011,800009011,80100,80100,81,80,3,1,0,26,8,0,0,1.03123,0.885224,0.103142,0.816307,0.759084,0.124549E-03,0.566013E-05,0.163721,0.147910,0.179645E-03,0.701729E-05,33.0000,0.505056,1.98872,0.320341,6009.61,318.641,47.5807,0.950000,3.00000
CH-CHA_202107221010.csv,2021-07-22,13:00,203.5415,1,35994,35994,-0.369393E-01,0,0.857951E-02,159.297,0,10.5038,240.717,0,13.5289,5.53027,0,0.310817,0.726439E-02,0,0.260174E-02,0.268430E-03,1,0.442417E-04,0.508496,-0.801510,-0.184141E-01,-0.678173E-03,-0.119598E-04,0.613728E-12,0.702399E-13,0.113888E-13,645.064,17.2489,17.5516,1.75000,0,0.738262E-01,1.97410,2.00875,0.950000,0,0.119703E-01,0.320083,0.325701,2.55000,0,310.558,308.866,96559.5,1.08211,1015.40,0.267398E-01,0.358362,0.116240E-01,1656.86,5830.06,0.107421E-01,28.4193,4173.20,287.715,-0.689685,-0.101851,0.328344E-01,0.697937,0.309399E-12,0.951423E-15,0.697937,4.12681,357.243,188.401,2.69647,-9999,0.184761,1.39919,-3.37438,-0.595665,0.661760,-0.784677,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.363773E-01,1.01545,169.790,1.02152,194.031,1.24061,4.45770,1.24061,0.581229E-02,1.24983,0.209928E-03,1.27868,800009000,800009000,800009000,800009000,800009000,800019110,800009011,800009011,80111,80111,80,81,1,0,0,26,21,0,0,0.678072,2.03507,0.852309E-01,0.869638,0.542973,0.929198E-04,0.557846E-05,0.154528,0.119198,0.158133E-03,0.571143E-05,33.0000,0.504695,1.97407,0.320082,6011.07,318.630,47.5743,0.950000,3.00000
CH-CHA_202107221300.csv,2021-07-22,13:30,203.5624,1,36000,36000,-0.473985E-01,1,0.127711E-01,171.972,0,13.1271,364.598,0,20.3132,8.38071,0,0.466921,0.245025E-01,0,0.540836E-02,-0.459722E-03,0,0.667055E-04,0.777236,-1.06086,-0.243850E-01,-0.682074E-03,-0.122114E-04,-0.347497E-11,-0.407177E-12,-0.664622E-13,624.384,16.7217,17.0061,1.70000,0,0.731617E-01,1.95935,1.99267,0.900000,0,0.119419E-01,0.319819,0.325258,1.20000,0,311.038,309.395,96559.5,1.08047,1015.13,0.267811E-01,0.543070,0.112514E-01,1606.50,6002.09,0.104135E-01,26.7656,4395.60,287.238,-1.62876,-0.286354,0.886789E-01,1.65612,0.214406E-15,-0.556544E-14,1.65612,4.61004,358.297,189.971,3.06944,-9999,0.209448,0.980902,-4.55317,-0.441451,0.471674,-0.748598,0,21.5011,-3.26287,7.38062,18.3788,28.0288,39.3108,58.8948,-0.468873E-01,1.01090,186.322,1.02019,251.324,1.45071,5.77697,1.45071,0.166611E-01,1.47063,-0.300177E-03,1.53150,800009000,800009000,800009000,800009000,800009000,800009100,800009011,800009011,80111,80111,80,81,0,2,3,14,13,0,0,1.22571,0.626891,0.109201,0.906146,0.767271,0.140240E-03,0.490984E-05,0.169876,0.154714,0.453754E-03,-0.817509E-05,33.0000,0.505278,1.95933,0.319818,6013.49,318.644,47.6401,0.950000,3.00000
CH-CHA_202107221300.csv,2021-07-22,14:00,203.5832,1,36000,36000,-0.329648E-01,0,0.593188E-02,161.035,0,9.94744,296.892,0,14.0575,6.82809,0,0.323301,0.124256E-01,0,0.501239E-02,-0.450966E-03,0,0.505371E-05,0.807459,-1.37488,-0.316202E-01,-0.612308E-03,-0.978062E-05,0.104357E-10,0.126637E-11,0.207975E-12,597.887,16.0371,16.2985,1.70000,0,0.725532E-01,1.94610,1.97781,0.750000,0,0.119154E-01,0.319607,0.324816,4.85000,0,311.525,309.946,96559.5,1.07882,1014.77,0.268230E-01,0.442460,0.107739E-01,1541.06,6185.84,0.998675E-02,24.9127,4644.78,286.598,-1.63099,-0.362016E-01,0.871464E-01,1.63371,-0.202533E-12,0.174543E-13,1.63371,5.39641,7.57854,181.272,3.05775,-9999,0.174804,1.69061,-2.82638,-0.711157,0.542402,-0.841496,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.326084E-01,1.01093,172.450,1.02016,205.319,1.44600,4.72205,1.44600,0.847752E-02,1.46571,-0.295534E-03,1.52594,800009000,800009000,800009000,800009000,800009000,800019011,800009011,801009011,80111,80111,80,81,5,0,1,40,16,0,0,0.749682,2.52570,0.105846,0.905917,0.677546,0.158909E-03,0.483135E-05,0.157524,0.126659,0.231081E-03,-0.805568E-05,33.0000,0.505278,1.94608,0.319607,6012.25,318.593,47.6777,0.950000,3.00000
CH-CHA_202107221300.csv,2021-07-22,14:30,203.6040,1,36000,36000,-0.670931E-01,0,0.133461E-01,154.462,0,11.1786,319.962,0,18.2077,7.35998,0,0.418825,-0.893169E-02,1,0.550017E-02,0.550826E-03,0,0.171306E-03,0.265960,-0.361863E-01,-0.832381E-03,-0.183797E-03,-0.299862E-05,-0.775529E-11,-0.940231E-12,-0.154699E-12,596.868,16.0191,16.2799,1.70000,0,0.723628E-01,1.94211,1.97373,4.40000,0,0.119061E-01,0.319542,0.324744,4.30000,0,311.705,310.128,96559.5,1.07820,1014.77,0.268386E-01,0.476927,0.107556E-01,1539.34,6247.38,0.997551E-02,24.6397,4708.04,286.581,-1.56503,-0.383778,0.100434,1.61452,0.120923E-12,-0.129933E-13,1.61452,5.45775,350.393,193.778,3.56648,-9999,0.249454,1.41377,-8.56343,-0.234719,0.482752,-0.565937,0,25.2182,-3.82697,8.65661,21.5562,32.8745,46.1070,69.0767,-0.663662E-01,1.01095,167.102,1.02013,221.893,1.44197,5.10412,1.44197,-0.611134E-02,1.46149,0.362108E-03,1.52116,800009000,800009000,800009000,800009000,800009010,800019011,800009011,800009011,80100,80100,80,81,0,5,3,42,16,0,0,1.23796,1.48560,0.103972,0.837723,0.771344,0.182231E-03,0.488917E-05,0.152727,0.136987,-0.166677E-03,0.987591E-05,33.0000,0.505611,1.94211,0.319542,6013.67,318.581,47.6851,0.950000,3.00000
