file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,h2o_strg,ch4_strg,n2o_strg,h2o_v-adv,ch4_v-adv,n2o_v-adv,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_qcl_mean,status_code_qcl_mean,status_qcl_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[kg+1m-1s-2],[W+1m-2],[#],[W+1m-2],[W+1m-2],[#],[W+1m-2],[mmol+1s-1m-2],[#],[mmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[W+1m-2],[W+1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[mmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],[µmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8u/v/w/ts/co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8co2/h2o/ch4/n2o,8aa,8U,[#],[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,--,[m+1K+1s-1],--,--,--,--,--,--
CH-CHA_201212312000.csv,2012-12-31,20:30,366.854,0,36000,36000,0.882356E-02,1,0.140423E-02,2.17365,2,1.13159,6.93151,2,2.64952,0.153657,2,0.587342E-01,-0.193029E-01,1,0.422576E-02,0.107164E-02,1,0.327930E-03,-9999,-9999,-9999,-9999,-9999,-0.161456E-12,-0.878351E-13,-0.122269E-13,182.595,4.25224,4.27040,2.10000,1,0.993352E-01,2.31330,2.32318,1.10000,1,0.138278E-01,0.322019,0.323394,1.15000,1,285.405,271.793,97033.0,1.24177,1007.42,0.232878E-01,0.995696E-02,0.329037E-02,412.719,551.898,0.264975E-02,74.7817,139.179,267.867,-0.885480E-01,0.155352,0.101194E-02,0.178819,-0.154522E-12,-0.884229E-15,0.178819,0.929946,81.1028,119.682,0.324242,-9999,0.842950E-01,0.914513E-01,-23.4961,-0.855461E-01,0.313589,0.206126E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.848930E-02,1.03937,2.47319,1.03717,6.38655,1.08533,0.141576,1.08533,-0.184880E-01,1.04408,0.103628E-02,1.03412,800009000,800109000,800009000,800009011,800009000,801019100,811119111,811119111,80111,80111,80,81,0,0,1,0,0,0,0,0.110501,0.711524E-01,0.124899E-02,0.111803,0.214652,0.988266E-03,0.647199E-05,0.197699E-02,0.331108E-02,-0.432383E-03,0.242357E-04,14.0000,96.5102,0.510153
CH-CHA_201212312000.csv,2012-12-31,21:00,366.875,0,36000,36000,0.672342E-02,1,0.936697E-03,-0.791319,1,0.666565,0.885155,1,0.380857,0.196164E-01,1,0.844038E-02,-0.278895E-01,1,0.143040E-01,0.545540E-03,2,0.380345E-03,-0.502975,1.11449,0.246988E-01,0.658729E-02,0.259157E-03,-0.510778E-12,-0.263231E-12,-0.352363E-13,203.831,4.74247,4.76507,2.10000,1,0.105045,2.44405,2.45569,1.10000,1,0.140614E-01,0.327163,0.328722,1.15000,1,285.195,271.493,97014.0,1.24266,1007.69,0.232667E-01,0.127114E-02,0.367304E-02,460.210,539.852,0.295578E-02,85.2474,79.6419,269.310,0.282227,0.281252,0.141917E-02,0.398443,-0.488245E-13,-0.250589E-14,0.398443,1.18427,143.964,44.9009,0.204076,-9999,0.735560E-01,0.453161E-01,42.8800,0.468750E-01,-0.893989,-0.859118E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.662366E-02,1.01506,-0.732022,1.02436,0.710373,1.24604,0.157430E-01,1.24604,-0.247441E-01,1.12712,0.495011E-03,1.10208,800009000,800109000,800009000,800009011,800009000,800009000,811119111,811119111,80111,80111,80,81,1,0,0,0,2,0,0,0.474077E-01,0.421801E-01,0.104447E-02,0.275165E-01,0.522261E-02,0.105810E-01,0.859322E-05,-0.584579E-03,0.368032E-03,-0.578457E-03,0.115722E-04,13.9667,96.5487,0.527967
CH-CHA_201212312000.csv,2012-12-31,21:30,366.896,0,36000,36000,0.678871E-02,1,0.111239E-02,1.13896,2,0.549846,2.27078,1,0.454148,0.503170E-01,1,0.100632E-01,-0.131540E-02,1,0.213121E-02,-0.618667E-03,1,0.159168E-03,-0.248246,0.256951,0.569363E-02,0.519547E-03,0.229535E-03,0.117636E-11,0.594636E-12,0.803671E-13,208.776,4.85543,4.87912,2.10000,1,0.105534,2.45436,2.46633,1.10000,1,0.142633E-01,0.331717,0.333335,1.15000,1,284.803,271.345,97003.0,1.24315,1007.75,0.232566E-01,0.326054E-02,0.376215E-02,471.118,533.995,0.302631E-02,88.2251,62.8773,269.623,0.281902,0.517615,0.236828E-01,0.589878,0.158438E-13,0.563454E-14,0.589878,1.44295,124.234,61.4265,2.30097,-9999,0.738979E-01,0.610251E-01,-30.2074,-0.665400E-01,0.501571,0.123027E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.667476E-02,1.01707,1.21718,1.02248,1.73469,1.30904,0.384381E-01,1.30904,-0.124797E-02,1.05403,-0.605524E-03,1.02170,800009000,800109000,800009000,800009011,800009000,800009001,811119111,811119111,80111,80111,80,81,1,0,0,14,1,0,0,0.897050E-01,0.313272E-01,0.101785E-02,0.380956E-01,0.873444E-02,0.374581E-03,0.267787E-05,0.971582E-03,0.898304E-03,-0.291651E-04,-0.141512E-04,14.0000,96.5092,0.509181
CH-CHA_201212312000.csv,2012-12-31,22:00,366.917,0,36000,36000,0.525006E-02,1,0.776049E-03,-1.39139,1,0.610084,3.13993,1,0.571155,0.695725E-01,1,0.126553E-01,-0.323066E-01,2,0.105047E-01,-0.122439E-03,2,0.649164E-04,-0.905461E-01,-0.496110,-0.109925E-01,0.288345E-02,0.728870E-05,0.734571E-12,0.397848E-12,0.525686E-13,199.337,4.63728,4.65889,2.10000,1,0.107962,2.51158,2.52328,1.10000,1,0.142653E-01,0.331862,0.333408,1.15000,1,284.701,271.291,96955.0,1.24288,1007.64,0.232635E-01,0.450830E-02,0.359206E-02,449.728,531.873,0.289010E-02,84.5556,82.1443,269.003,0.474776,0.310929,0.183821E-01,0.567827,-0.835486E-14,0.368507E-14,0.567827,1.06995,156.339,33.2206,1.85514,-9999,0.649930E-01,0.448068E-01,16.8154,0.119533,-0.443128,-0.170943E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.517192E-02,1.01511,-1.22117,1.02838,2.28741,1.37270,0.506830E-01,1.37270,-0.269467E-01,1.19891,-0.105426E-03,1.16137,800009000,800109000,800009000,800009011,800009000,800009010,811119111,811119111,80000,80000,80,81,0,0,2,10,2,0,0,0.441916E-01,0.443562E-01,0.106602E-02,0.271123E-01,0.896002E-02,0.646136E-02,0.472392E-06,-0.975091E-03,0.118456E-02,-0.629797E-03,-0.246400E-05,13.9353,96.5702,0.529953
CH-CHA_201212312000.csv,2012-12-31,22:30,366.937,0,36000,36000,0.439387E-02,1,0.100453E-02,-2.87704,1,0.998641,-0.587501,2,0.398731,-0.130163E-01,2,0.883402E-02,0.546777E-02,2,0.711006E-02,0.627919E-03,1,0.262202E-03,-0.159257,-0.644348,-0.142757E-01,0.278004E-02,0.407432E-04,0.478155E-12,0.281886E-12,0.365343E-13,187.122,4.35392,4.37296,2.10000,1,0.110314,2.56676,2.57799,1.10000,1,0.142974E-01,0.332670,0.334125,1.15000,1,284.440,271.196,96903.0,1.24278,1007.48,0.232678E-01,-0.843454E-03,0.337193E-02,422.021,528.156,0.271321E-02,79.9045,106.135,268.161,0.409771,0.580761,0.310229E-01,0.711448,0.469266E-13,0.255531E-14,0.711448,1.35949,136.105,54.7941,2.49919,-9999,0.594602E-01,0.564023E-01,6.22441,0.322922,4.89708,-0.386449E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.430047E-02,1.02172,-2.78263,1.04397,-0.392528,1.49671,-0.869659E-02,1.49671,0.420653E-02,1.29983,0.502610E-03,1.24932,800009000,800109000,800009000,800009011,800019010,801019010,811119111,811119111,80000,80000,80,81,9,0,4,6,0,0,0,0.712991E-01,0.402941E-01,0.121167E-02,0.790037E-01,0.633985E-02,0.501159E-02,0.415944E-05,-0.222241E-02,-0.203236E-03,0.983050E-04,0.117458E-04,13.9977,96.5106,0.509113
CH-CHA_201212312000.csv,2012-12-31,23:00,366.958,0,36000,36000,0.430255E-02,1,0.105412E-02,-2.74145,1,2.68786,1.24100,1,0.995611,0.274837E-01,1,0.220493E-01,-0.318994E-01,1,0.750215E-02,0.123212E-02,1,0.579242E-03,-0.705070,-0.715363,-0.158428E-01,0.301109E-02,0.169759E-04,0.103066E-11,0.670060E-12,0.849574E-13,173.879,4.03991,4.05629,2.10000,1,0.113043,2.62644,2.63710,1.10000,1,0.143328E-01,0.333007,0.334358,1.15000,1,284.142,270.776,96894.0,1.24474,1007.30,0.232340E-01,0.178095E-02,0.313331E-02,391.548,512.001,0.251723E-02,76.4740,120.454,267.175,0.218436,0.288744,0.567861E-02,0.362104,-0.520231E-13,0.592748E-14,0.362104,0.973088,144.673,52.8923,0.898564,-9999,0.587927E-01,0.554700E-01,6.31400,0.318340,-2.20907,-0.371894E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.420589E-02,1.02298,-2.57604,1.04415,0.906565,1.36890,0.200773E-01,1.36890,-0.249225E-01,1.27994,0.982518E-03,1.25404,800009000,800109000,800009000,800009011,800009000,800019011,811119111,811119111,80111,80111,80,81,1,2,0,4,0,0,0,0.429629E-01,0.654925E-01,0.248437E-02,0.243146,0.172862E-01,0.176750E-02,0.108175E-04,-0.205454E-02,0.468367E-03,-0.581399E-03,0.229204E-04,13.9397,96.5627,0.525154
CH-CHA_201212312000.csv,2012-12-31,23:30,366.979,0,36000,36000,0.307982E-02,1,0.892156E-03,-0.175965E-01,2,0.186969,-0.215492,2,0.500243,-0.477126E-02,2,0.110760E-01,-0.560736E-02,1,0.225310E-02,-0.156983E-03,1,0.666149E-04,-0.421590,-0.372588,-0.824957E-02,0.166987E-02,-0.128989E-03,-0.814150E-13,-0.558561E-13,-0.694022E-14,166.940,3.87649,3.89157,2.10000,1,0.114532,2.65952,2.66987,1.10000,1,0.142308E-01,0.330452,0.331738,1.15000,1,283.972,270.525,96859.0,1.24553,1007.20,0.232208E-01,-0.309177E-03,0.300826E-02,375.574,502.557,0.241525E-02,74.7325,126.984,266.631,-0.225797E-01,0.233178,0.162694E-02,0.234274,0.863950E-13,-0.487690E-15,0.234274,0.909560,76.3791,95.5310,0.397901,-9999,0.497263E-01,0.584250E-01,595.006,0.337812E-02,0.816575E-01,-0.282079E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.302077E-02,1.01955,-0.282158E-01,1.02383,-0.188904,1.14075,-0.418258E-02,1.14075,-0.512469E-02,1.09419,-0.145390E-03,1.07974,800009000,800109000,800009000,800009011,800009010,800009011,811119111,811119111,80100,80100,80,81,0,0,0,23,0,0,0,0.597216E-01,0.557560E-01,0.137241E-02,0.257811E-01,0.110931E-01,0.371965E-03,0.393471E-06,-0.224916E-04,-0.975011E-04,-0.119463E-03,-0.338922E-05,14.0000,96.5095,0.509542
CH-CHA_201212312000.csv,2013-01-01,00:00,1.000,0,36000,36000,0.804087E-02,1,0.143302E-02,16.4661,1,6.82309,2.17084,1,0.713843,0.480530E-01,1,0.158014E-01,-0.243482E-01,1,0.170174E-01,-0.191692E-02,1,0.374773E-03,-0.451731,-0.552631,-0.122328E-01,0.600245E-02,0.980361E-04,0.645430E-12,0.493458E-12,0.590340E-13,156.478,3.63413,3.64738,2.10000,1,0.119634,2.77844,2.78858,1.10000,1,0.143122E-01,0.332394,0.333606,1.15000,1,283.142,270.256,96747.0,1.24544,1007.07,0.232246E-01,0.311384E-02,0.281973E-02,351.685,492.608,0.226404E-02,71.3924,140.923,265.778,-0.202219,-0.117083,-0.200597E-02,0.233677,0.227404E-12,0.412473E-14,0.233677,1.16220,341.395,210.070,-0.491854,-9999,0.803508E-01,0.124963,-2.68037,-0.749897,7.58512,0.163387,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.778937E-02,1.03229,16.0827,1.03242,1.98346,1.09447,0.439051E-01,1.09447,-0.232356E-01,1.04789,-0.185233E-02,1.03487,800009000,800109000,800009000,800009011,800009000,800009010,811119111,811119111,80111,80111,80,81,6,0,1,1,0,0,0,0.866237E-01,0.161709,0.159311E-02,2.26897,0.985048E-02,0.123414E-01,0.463412E-05,0.128226E-01,0.102340E-02,-0.541606E-03,-0.431765E-04,13.9740,96.5425,0.526335
CH-CHA_201212312000.csv,2013-01-01,00:30,1.020,0,36000,36000,-0.283098E-02,1,0.840690E-03,-5.95982,1,6.59529,1.17555,1,0.424812,0.260173E-01,1,0.940197E-02,0.165215E-01,1,0.109723E-01,0.442400E-03,1,0.139084E-03,-0.288887,-0.196740,-0.435426E-02,-0.145268E-02,-0.480472E-04,0.915999E-12,0.709917E-12,0.855730E-13,152.791,3.54787,3.56051,2.10000,1,0.118416,2.74967,2.75946,1.10000,1,0.142738E-01,0.331442,0.332622,1.15000,1,279.722,270.084,96703.0,1.24571,1007.02,0.232204E-01,0.168592E-02,0.275330E-02,343.182,486.339,0.221023E-02,70.5644,143.157,265.461,-0.210552,-0.837069E-01,0.211679E-01,0.227568,-0.252644E-13,0.599511E-14,0.227568,0.770844,0.592182E-01,201.681,5.33726,-9999,0.476718E-01,0.630586E-01,1.54603,1.30010,-5.06981,-0.996586E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.268948E-02,1.05261,-5.36206,1.10430,0.713550,1.64747,0.157923E-01,1.64747,0.103857E-01,1.59079,0.281716E-03,1.57038,800009000,800109000,800009000,800009011,800009000,801019011,811109111,811119111,80111,80111,80,81,9,0,2,21,0,0,0,0.732373E-01,0.518491E-01,0.103092E-02,4.55455,0.881088E-02,0.107185E-01,0.274532E-05,-0.427441E-02,0.368009E-03,0.242020E-03,0.656484E-05,14.0000,96.5090,0.508958
