file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,h2o_strg,ch4_strg,n2o_strg,h2o_v-adv,ch4_v-adv,n2o_v-adv,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_lgr_mean,status_code_lgr_mean,ch4_mean,n2o_mean,t_unknown_mean,mirror_ringdowntime_lgr_mean,fit_flag_lgr_mean
CH-CHA_202203200100.csv,2022-03-20,06:00,79.250,0,36000,36000,-0.120806E-01,1,0.244314E-02,2.08726,1,1.51165,0.172880,2,0.190579,0.383012E-02,2,0.422225E-02,0.105945E-01,1,0.863216E-02,0.836126E-04,1,0.262693E-03,0.190224,0.104675,0.231907E-02,0.576503E-02,-0.277454E-04,-0.860993E-13,-0.401999E-13,-0.492611E-14,5.43714,5.37509,5.40414,1.80000,1,0.253861E-02,2.50964,2.52013,1.75000,1,0.311082E-03,0.307532,0.308818,1.75000,1,273.497,271.172,98059.5,1.25724,1008.03,0.229914E-01,0.248192E-03,0.421284E-02,527.220,527.223,0.335086E-02,99.9995,0.265673E-02,271.136,0.178356,0.340513,0.241004E-01,0.385151,-0.978591E-13,-0.158354E-13,0.385151,1.79613,126.592,62.3551,3.58757,-9999,0.980249E-01,0.194840,-38.7750,-0.518375E-01,12.0735,0.168014E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.118139E-01,1.02258,2.04665,1.02599,0.156147,1.10716,0.345941E-02,1.10716,0.992385E-02,1.06758,0.809084E-04,1.03342,800009000,800109000,800009000,800009000,800009000,800109010,811119011,811119011,80010,80010,80,81,0,0,3,5,0,0,0,0.272060,0.115276,0.234332E-02,0.118648,0.108605,0.517732E-02,0.255962E-04,0.161492E-02,0.795366E-04,0.229397E-03,0.187025E-05,33.0000,0.506083,2.50950,0.307533,46.5067,0.950000,3.00000
CH-CHA_202203200100.csv,2022-03-20,06:30,79.270,0,36000,36000,0.143269E-02,1,0.685876E-03,-0.304064,2,1.09952,-0.115037,2,0.322123,-0.254915E-02,2,0.713808E-02,0.346932E-02,1,0.691281E-02,0.968225E-04,1,0.107070E-03,0.376142,0.211414,0.468482E-02,0.403860E-02,-0.452696E-04,0.120340E-13,0.569444E-14,0.675701E-15,5.52793,5.46208,5.49208,1.80000,1,0.261579E-02,2.58463,2.59583,1.75000,1,0.310389E-03,0.306692,0.308021,1.75000,1,273.568,271.394,98086.6,1.25652,1008.09,0.230038E-01,-0.165185E-03,0.427870E-02,535.900,535.921,0.340520E-02,99.9961,0.207903E-01,271.358,0.148138,-0.204267E-01,0.537750E-02,0.149637,0.716917E-13,0.217695E-14,0.149637,1.06306,206.261,352.149,2.05949,-9999,0.337669E-01,0.115446,10.8823,0.184703,2.64319,-0.710897E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.139713E-02,1.02545,-0.298551,1.03910,-0.963083E-01,1.19446,-0.213414E-02,1.19446,0.294498E-02,1.17805,0.837536E-04,1.15604,800009000,800109000,800009000,800009000,800009000,810019000,811119011,811119011,80011,80011,80,81,0,0,5,3,0,0,0,0.630447E-01,0.166558,0.128928E-02,0.123494,0.122076,0.549004E-02,0.213382E-04,-0.235697E-03,-0.490935E-04,0.681181E-04,0.193724E-05,33.0000,0.506472,2.58459,0.306687,46.5091,0.950000,3.00000
CH-CHA_202203200100.csv,2022-03-20,07:00,79.291,1,36000,36000,-0.731811E-02,1,0.149740E-02,0.737517,2,0.383593,1.05425,1,0.311635,0.233551E-01,1,0.690376E-02,-0.573530E-02,1,0.434373E-02,-0.303085E-03,1,0.115862E-03,-0.498976,-0.288380,-0.638857E-02,0.218234E-02,-0.453590E-05,-0.675802E-14,-0.331993E-14,-0.387764E-15,5.40927,5.34362,5.37232,1.80000,1,0.265735E-02,2.62509,2.63570,1.75000,1,0.310375E-03,0.306607,0.307846,1.75000,1,273.558,271.100,98113.9,1.25829,1008.01,0.229725E-01,0.151341E-02,0.419161E-02,524.424,524.424,0.333120E-02,99.9999,0.534703E-03,271.064,0.169165,0.349077,0.231832E-01,0.388599,-0.707051E-15,-0.124934E-14,0.388599,1.54341,115.874,64.1449,3.42021,-9999,0.762622E-01,0.156832,-51.6944,-0.388823E-01,0.699567,0.762459E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.715750E-02,1.02244,0.773809,1.02590,0.954660,1.10432,0.211489E-01,1.10432,-0.538773E-02,1.06451,-0.294211E-03,1.03016,800009000,800109000,800009000,800009000,800009000,810119000,801119011,811119011,80101,80101,80,81,0,0,4,2,0,0,0,0.168230,0.144154,0.128054E-02,0.144329,0.108552,0.168214E-02,0.212488E-04,0.610080E-03,0.485843E-03,-0.124435E-03,-0.679509E-05,33.0000,0.506194,2.62513,0.306602,46.5097,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,07:30,79.312,1,36000,36000,-0.345493E-02,1,0.859299E-03,2.54303,1,0.964377,2.28853,2,1.63982,0.507037E-01,2,0.363311E-01,0.526140E-02,1,0.277617E-02,0.937497E-04,2,0.147588E-03,0.181873,0.999406E-01,0.221424E-02,0.600888E-03,-0.123150E-04,-0.163767E-13,-0.801772E-14,-0.931807E-15,5.45073,5.38468,5.41383,1.80000,1,0.266857E-02,2.63624,2.64773,1.75000,1,0.310137E-03,0.306379,0.307714,1.75000,1,273.322,271.207,98137.7,1.25808,1008.04,0.229761E-01,0.328560E-02,0.422318E-02,528.582,528.590,0.335685E-02,99.9985,0.812881E-02,271.171,0.234840,0.432923,0.293278E-01,0.493389,0.933395E-13,-0.300450E-14,0.493389,1.26902,131.966,61.5223,3.40776,-9999,0.524043E-01,0.854840E-01,-4.86537,-0.413124,1.11121,0.382649E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.339012E-02,1.01912,2.60179,1.02376,2.01999,1.13294,0.447539E-01,1.13294,0.486195E-02,1.08216,0.902891E-04,1.03833,800009000,800109000,800009000,800009000,800009000,800019000,811119011,811119011,80111,80111,80,81,18,0,4,8,0,0,0,0.382750E-01,0.131062,0.163090E-02,0.693616E-01,0.167230,0.604181E-03,0.201133E-04,0.205158E-02,0.102827E-02,0.112313E-03,0.208572E-05,33.0000,0.506722,2.63623,0.306373,46.5127,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,08:00,79.333,1,36000,36000,-0.823737E-02,1,0.156272E-02,7.72210,1,1.07608,7.31188,2,3.77939,0.162282,2,0.838807E-01,0.222205E-02,2,0.358649E-02,0.941282E-03,2,0.228475E-03,3.10960,1.85702,0.412152E-01,0.421883E-02,-0.650790E-05,-0.298997E-13,-0.131911E-13,-0.148799E-14,6.24107,6.15393,6.19203,1.80000,1,0.275342E-02,2.71498,2.73049,1.75000,1,0.310594E-03,0.306258,0.308007,1.75000,1,272.988,273.050,98177.3,1.24973,1008.48,0.231228E-01,0.105159E-01,0.479586E-02,604.338,605.000,0.383753E-02,99.8905,0.662312,272.999,0.184733,0.261723,0.314818E-01,0.321895,-0.110618E-12,-0.479080E-14,0.321895,0.826620,127.231,54.7843,5.61258,-9999,0.811870E-01,0.663890E-01,-5.96050,-0.337220,1.05610,0.754683E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.803174E-02,1.02560,7.90306,1.02797,6.68926,1.09308,0.148463,1.09308,0.209557E-02,1.06036,0.912268E-03,1.03180,800009000,800109000,800009000,800009000,800009000,801019010,811119011,811119011,80001,80001,80,81,1,0,1,10,0,0,0,0.506016E-01,0.788071E-01,0.336962E-02,0.374659E-01,0.267214,0.493589E-02,0.211775E-04,0.627063E-02,0.343289E-02,0.487557E-04,0.212249E-04,33.0000,0.506750,2.71489,0.306256,46.5177,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,08:30,79.354,1,36000,36000,-0.692857E-02,0,0.889184E-03,11.8235,0,2.60931,0.315691,1,3.26367,0.702009E-02,1,0.725750E-01,-0.216370E-01,1,0.167205E-01,-0.200777E-03,2,0.138686E-03,3.41751,2.26845,0.504441E-01,0.225335E-02,0.494373E-05,-0.402811E-14,-0.156385E-14,-0.173750E-15,7.22489,7.10227,7.15308,1.80000,1,0.280495E-02,2.75734,2.77670,1.75000,1,0.311640E-03,0.306351,0.308501,1.75000,1,274.608,275.090,98196.4,1.24026,1009.03,0.232910E-01,0.454902E-03,0.549495E-02,697.605,700.847,0.443050E-02,99.5374,3.24199,274.989,0.745901,0.155598,0.256553E-01,0.762389,-0.877118E-14,-0.557533E-15,0.762389,1.82170,178.305,11.7832,1.92843,-9999,0.747423E-01,0.128912,-3.03845,-0.661522,37.4528,0.126405,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.682818E-02,1.01470,11.6204,1.02110,0.263525,1.19795,0.586006E-02,1.19795,-0.192750E-01,1.12254,-0.190438E-03,1.05429,800009000,800009000,800009000,800009000,800019000,800019010,811119011,811119011,80100,80100,80,81,0,2,0,22,0,0,0,0.590786E-01,0.186767,0.119795E-01,0.592395,0.272174,0.664046E-02,0.207559E-04,0.928545E-02,0.136487E-03,-0.452146E-03,-0.446723E-05,33.0000,0.506556,2.75738,0.306344,46.5353,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,09:00,79.374,1,36000,36000,-0.267405E-01,1,0.913737E-02,73.7868,0,9.91692,5.07307,2,7.66246,0.113038,2,0.170736,-0.102167,1,0.465915E-01,-0.911817E-03,2,0.501602E-03,3.52407,0.834786,0.186008E-01,-0.171091E-01,-0.781695E-04,-0.113711E-12,-0.371160E-13,-0.465041E-14,7.54703,7.45463,7.51062,1.80000,1,0.246340E-02,2.43324,2.45387,1.75000,1,0.308649E-03,0.304870,0.307454,1.75000,1,276.755,277.209,98205.4,1.23072,1009.26,0.234683E-01,0.732488E-02,0.572400E-02,732.281,814.432,0.465092E-02,89.9132,82.1501,275.669,0.525311,0.547647E-01,0.230233E-01,0.528660,0.515268E-14,-0.150670E-13,0.528660,1.82236,176.807,5.95170,2.49604,-9999,0.147402,0.234388,-3.73510,-0.538138,14.5448,0.403005,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.262603E-01,1.01829,72.5456,1.02323,4.58094,1.10743,0.102073,1.10743,-0.838848E-01,1.21795,-0.870537E-03,1.04742,800009000,800009000,800009000,800009000,800009000,800019000,800009011,801109011,80000,80000,81,81,8,8,0,51,0,0,0,0.332161,0.103356,0.332599E-01,0.424371,0.208474,0.693076E-02,0.210876E-04,0.584048E-01,0.239548E-02,-0.198342E-02,-0.205835E-04,33.0000,0.506250,2.43349,0.304867,46.5872,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,09:30,79.395,1,36000,36000,0.101385E-01,1,0.629642E-02,72.4124,0,8.16224,6.87996,2,12.7122,0.153548,2,0.283714,-0.259094E-01,1,0.273259E-01,0.365175E-03,1,0.370437E-03,2.81107,0.239984,0.535601E-02,-0.498080E-02,0.338945E-04,-0.652285E-14,-0.201840E-14,-0.263717E-15,7.64006,7.55671,7.61425,1.80000,1,0.236411E-02,2.33831,2.35373,1.75000,1,0.308886E-03,0.305516,0.307531,1.75000,1,278.457,278.909,98206.6,1.22319,1009.34,0.236120E-01,0.994991E-02,0.576707E-02,742.318,917.056,0.471479E-02,80.9458,174.738,275.861,0.214548,-0.114423,-0.256000E-02,0.243167,0.209695E-12,-0.853769E-15,0.243167,1.94992,194.085,331.928,-0.603207,-9999,0.910417E-01,0.387565,-0.896801,-2.24130,10.5251,0.644232,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.983024E-02,1.03136,70.7265,1.03180,6.51367,1.05623,0.145373,1.05623,-0.183220E-01,1.41411,0.351682E-03,1.03837,800009000,800009000,800009000,800009000,800009000,800019000,800009011,811009011,80101,80101,80,81,5,0,0,28,0,0,0,0.190639,0.545512,0.389798E-01,0.523011,0.415452,0.269235E-02,0.218639E-04,0.572863E-01,0.343255E-02,-0.435914E-03,0.836715E-05,33.0000,0.505806,2.33835,0.305510,46.6040,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,10:00,79.416,1,36000,36000,-0.298999E-01,0,0.107948E-01,115.836,0,11.8812,53.1544,0,9.56853,1.18784,0,0.213828,0.350380E-01,1,0.164267E-01,-0.123613E-02,1,0.527512E-03,2.22647,0.663265,0.148220E-01,0.454234E-03,0.419885E-05,-0.103151E-12,-0.308773E-13,-0.402042E-14,7.93041,7.84058,7.90254,1.80000,1,0.237390E-02,2.34701,2.36153,1.75000,1,0.309097E-03,0.305596,0.307486,1.75000,1,280.109,280.263,98205.2,1.21713,1009.52,0.237269E-01,0.769721E-01,0.595473E-02,770.192,1006.72,0.489243E-02,76.5050,236.529,276.381,-0.136253,-0.461549,0.152672E-01,0.481483,-0.875621E-13,-0.130070E-13,0.481483,2.43977,295.348,253.553,1.81708,-9999,0.156734,0.371282,-2.86065,-0.702637,2.17924,0.601486,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.293301E-01,1.01943,116.004,1.02395,44.5687,1.19264,0.995978,1.19264,0.284094E-01,1.23332,-0.112642E-02,1.09740,800009000,800009000,800009000,800009000,800009000,800019000,800009011,811009011,80110,80110,81,81,0,0,0,29,6,0,0,0.359242,0.326467,0.568555E-01,0.510557,0.183995,0.787571E-03,0.223082E-04,0.944103E-01,0.236314E-01,0.679395E-03,-0.269376E-04,33.0000,0.506611,2.34700,0.305593,46.5768,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,10:30,79.437,1,36000,36000,-0.389668E-01,0,0.926186E-02,130.594,0,14.6538,57.4451,0,10.3043,1.28561,0,0.230608,-0.766610E-02,0,0.891304E-02,-0.995045E-04,2,0.248614E-03,2.50806,-0.848782E-01,-0.189955E-02,-0.304774E-02,0.162665E-04,0.582053E-13,0.170672E-13,0.228159E-14,7.89741,7.80400,7.86538,1.80000,1,0.231571E-02,2.28832,2.30275,1.75000,1,0.309571E-03,0.305909,0.307839,1.75000,1,281.798,281.795,98199.5,1.21046,1009.53,0.238580E-01,0.833077E-01,0.589437E-02,766.554,1117.55,0.486954E-02,68.5924,350.996,276.314,-0.333045,-0.382824,0.402897E-01,0.509015,-0.179918E-13,0.737017E-14,0.509015,2.47984,307.541,228.978,4.53985,-9999,0.179421,0.379391,-3.80626,-0.528077,2.27337,0.595639,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.382502E-01,1.01874,130.714,1.02352,47.7832,1.20220,1.06938,1.20220,-0.708189E-02,1.08249,-0.959230E-04,1.03734,800009000,800009000,800009000,800009000,800009000,800019000,800009011,810109011,80100,80100,80,81,0,0,0,8,1,0,0,0.268594,0.430235,0.599530E-01,0.671405,0.202370,0.402733E-03,0.223757E-04,0.106968,0.255132E-01,-0.170289E-03,-0.230654E-05,33.0000,0.506500,2.28836,0.305906,46.5565,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,11:00,79.458,1,36000,36000,0.215878E-02,1,0.454063E-02,105.904,0,9.46511,46.4698,0,7.74351,1.04136,0,0.173528,-0.158991E-01,2,0.124418E-01,0.247662E-03,0,0.204838E-03,2.25794,-0.733504,-0.164374E-01,-0.423226E-04,-0.211492E-04,0.450688E-13,0.137720E-13,0.183928E-14,7.57089,7.48584,7.54230,1.80000,1,0.231349E-02,2.28750,2.30191,1.75000,1,0.308971E-03,0.305500,0.307425,1.75000,1,283.361,283.183,98182.8,1.20447,1009.37,0.239796E-01,0.674804E-01,0.562541E-02,735.177,1226.97,0.467045E-02,59.9183,491.789,275.725,0.219634,-0.429799,-0.185433E-01,0.483022,-0.119162E-13,0.595291E-14,0.483022,2.02892,251.995,297.068,-2.20014,-9999,0.423358E-01,0.241742,-0.616526E-01,-32.6020,2.27897,2.05757,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.211773E-02,1.01938,105.971,1.02393,38.8737,1.19541,0.871139,1.19541,-0.119886E-01,1.32618,0.240609E-03,1.02931,800009000,800009000,800009000,800009000,800009000,800019001,800009011,800009011,80101,80101,81,81,0,1,0,41,3,0,0,0.127114,0.308530,0.478389E-01,0.643701,0.206317,0.742759E-03,0.207064E-04,0.871643E-01,0.208895E-01,-0.289649E-03,0.581323E-05,33.0000,0.506333,2.28750,0.305493,46.4899,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,11:30,79.479,1,36000,36000,-0.263308E-01,0,0.379642E-02,150.733,0,13.4763,44.3952,0,11.9357,0.996357,0,0.267872,-0.700026E-01,1,0.291790E-01,0.513488E-03,1,0.201718E-03,2.51645,-0.991955,-0.222623E-01,-0.169688E-02,0.147518E-04,-0.692869E-13,-0.221490E-13,-0.300420E-14,7.11385,7.05249,7.10258,1.80000,1,0.227409E-02,2.25447,2.26827,1.75000,1,0.308448E-03,0.305787,0.307659,1.75000,1,285.171,284.737,98164.5,1.19787,1009.17,0.241157E-01,0.645639E-01,0.526984E-02,692.490,1360.72,0.439936E-02,50.8913,668.234,274.886,0.120016,-0.580766,0.133775E-01,0.593188,-0.355116E-13,-0.973972E-14,0.593188,3.17049,264.357,281.676,1.29224,-9999,0.148261,0.399360,-1.86012,-1.08057,3.39525,0.841021,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.258903E-01,1.01701,150.068,1.02245,38.8758,1.14197,0.872485,1.14197,-0.559345E-01,1.25151,0.499795E-03,1.02740,800009000,800009000,800009000,800009000,800009000,800019000,800009011,800009011,80101,80101,80,81,0,0,0,37,9,0,0,0.210895,0.527667,0.601574E-01,0.894536,0.340183,0.276447E-02,0.230277E-04,0.124141,0.210406E-01,-0.135848E-02,0.121385E-04,33.0000,0.506694,2.25452,0.305785,46.5649,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,12:00,79.499,1,36000,36000,-0.142597E-01,1,0.513731E-02,114.688,0,9.87088,75.4079,0,12.8950,1.69438,0,0.289744,0.201641E-01,1,0.143954E-01,-0.291657E-04,2,0.241765E-03,1.99421,-1.82665,-0.410440E-01,-0.507542E-02,0.429089E-04,-0.445837E-13,-0.153743E-13,-0.218731E-14,6.28766,6.24993,6.28923,1.80000,1,0.216824E-02,2.15523,2.16717,1.75000,1,0.308477E-03,0.306626,0.308325,1.75000,1,286.521,285.975,98147.1,1.19283,1008.76,0.242248E-01,0.109796,0.464910E-02,613.577,1476.22,0.389753E-02,41.5640,862.644,273.208,-0.509197,-0.509681,0.308131E-01,0.721114,0.107337E-12,-0.709066E-14,0.721114,4.06800,328.211,225.027,2.44898,-9999,0.109337,0.598349,-0.980270,-2.05046,1.52090,0.871736,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.140467E-01,1.01516,116.343,1.02135,64.0310,1.17768,1.43875,1.17768,0.154736E-01,1.30313,-0.277929E-04,1.04939,800009000,800009000,800009000,800009000,800009000,800019000,800009011,800009011,80111,80111,80,81,0,0,4,31,13,0,0,0.421653,0.718199,0.568470E-01,0.600358,0.383514,0.904861E-03,0.250847E-04,0.966884E-01,0.348534E-01,0.377203E-03,-0.677515E-06,32.8812,0.534167,2.15525,0.306624,46.6688,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,12:30,79.520,1,36000,36000,-0.965133E-01,1,0.204597E-01,124.246,1,10.1601,74.2063,1,15.5730,1.66881,1,0.350217,0.523423E-02,1,0.308480E-02,0.816951E-03,1,0.246649E-03,1.43205,-0.606455,-0.136384E-01,-0.250003E-02,0.351329E-04,0.113544E-12,0.399748E-13,0.583277E-14,6.00520,5.98237,6.01837,1.80000,1,0.211422E-02,2.10618,2.11740,1.75000,1,0.308488E-03,0.307315,0.308953,1.75000,1,287.739,286.867,98130.6,1.18904,1008.63,0.243045E-01,0.108139,0.443549E-02,587.211,1564.69,0.373030E-02,37.5288,977.482,272.604,-0.524348,-0.392050,0.671017E-01,0.658139,-0.127622E-12,0.189076E-13,0.658139,3.73042,338.624,216.785,5.85186,-9999,0.284901,0.817111,-16.0065,-0.125574,1.67434,0.363632,0,32.3444,-4.90839,11.1028,27.6475,42.1642,59.1359,88.5963,-0.949949E-01,1.01598,125.527,1.02183,61.6136,1.20438,1.38562,1.20438,0.472241E-02,1.10838,0.778380E-03,1.04955,800009000,800009000,800009000,800009000,800009011,800019011,800009011,800109011,80111,80111,80,81,0,1,0,19,9,0,0,0.905461,0.657108,0.716520E-01,0.492425,0.400207,0.627984E-03,0.355570E-04,0.104667,0.336767E-01,0.115467E-03,0.190320E-04,33.0000,0.507028,2.10637,0.307342,46.7517,0.950000,3.00000
CH-CHA_202203200700.csv,2022-03-20,13:00,79.541,1,36000,36000,0.110614E-01,1,0.898246E-02,89.5928,0,7.08109,77.2022,0,14.5278,1.73722,0,0.326907,-0.231892E-02,1,0.275446E-02,-0.197230E-03,0,0.392964E-03,0.997886,-0.158020,-0.355580E-02,-0.574445E-03,0.664079E-05,-0.106772E-13,-0.378313E-14,-0.555213E-15,5.92444,5.91245,5.94761,1.80000,1,0.209914E-02,2.09489,2.10587,1.75000,1,0.308070E-03,0.307446,0.309059,1.75000,1,288.569,287.490,98110.6,1.18626,1008.60,0.243622E-01,0.112572,0.437326E-02,580.229,1629.22,0.368660E-02,35.6139,1048.99,272.441,-0.869863,-0.423995,0.307597E-01,0.968184,-0.395304E-13,-0.180223E-14,0.968184,3.63667,342.804,205.986,1.82062,-9999,0.965642E-01,0.750422,-0.864197,-2.32586,1.16050,0.775459,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.109192E-01,1.01303,91.7822,1.02027,63.0814,1.22385,1.41947,1.22385,-0.202384E-02,1.14580,-0.186204E-03,1.05921,800009000,800009000,800009000,800009000,800009000,800019000,800009011,800009011,80100,80100,80,81,2,0,0,55,42,0,0,0.605063,0.825905,0.698756E-01,0.336824,0.390314,0.256074E-03,0.273576E-04,0.767112E-01,0.345815E-01,-0.495985E-04,-0.456334E-05,33.0000,0.506500,2.09489,0.307444,46.8157,0.950000,3.00000
CH-CHA_202203201300.csv,2022-03-20,13:30,79.562,1,36000,36000,-0.305355E-01,0,0.668075E-02,100.348,0,9.37223,118.318,0,18.5937,2.66435,0,0.418703,-0.364034E-02,1,0.255448E-02,-0.150411E-03,1,0.372076E-03,1.19763,0.493236,0.111069E-01,-0.878958E-04,-0.942034E-05,-0.173361E-13,-0.591815E-14,-0.868740E-15,6.13455,6.13149,6.16932,1.80000,1,0.209420E-02,2.09315,2.10450,1.75000,1,0.307413E-03,0.307260,0.308926,1.75000,1,289.227,288.240,98081.4,1.18272,1008.74,0.244330E-01,0.172650,0.452214E-02,601.547,1709.97,0.382350E-02,35.1787,1108.43,272.936,-0.389391,-0.951158,0.311247E-01,1.02825,0.177247E-12,-0.282597E-14,1.02825,4.01614,295.794,247.736,1.73459,-9999,0.160680,0.557580,-3.55424,-0.565522,0.848116,0.523460,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.301532E-01,1.01268,104.542,1.02013,98.8931,1.19643,2.22692,1.19643,-0.319620E-02,1.13896,-0.143507E-03,1.04811,800009000,800009000,800009000,800009000,800009000,800019000,800009011,800009011,80100,80100,80,81,0,10,0,26,2,0,0,0.602016,0.448127,0.650179E-01,0.416260,0.472527,0.225435E-03,0.260518E-04,0.876253E-01,0.544105E-01,-0.785748E-04,-0.352795E-05,33.0000,0.506667,2.09315,0.307258,46.8590,0.950000,3.00000
CH-CHA_202203201300.csv,2022-03-20,14:00,79.583,1,36000,36000,-0.763947E-01,0,0.150942E-01,101.310,0,10.3318,85.5234,0,17.5871,1.92693,0,0.396256,0.453550E-03,1,0.203473E-02,0.185389E-03,0,0.356105E-03,0.921868,0.619234,0.139520E-01,0.435285E-03,-0.157840E-04,-0.110122E-12,-0.361228E-13,-0.527549E-14,6.39948,6.40728,6.44860,1.80000,1,0.209920E-02,2.10176,2.11385,1.75000,1,0.306574E-03,0.306948,0.308714,1.75000,1,289.962,288.818,98052.0,1.17988,1008.90,0.244894E-01,0.124865,0.471466E-02,628.416,1774.65,0.399590E-02,35.4106,1146.24,273.538,-0.140771,-0.783358,0.630581E-01,0.798400,0.396038E-13,-0.172079E-13,0.798400,3.64158,285.644,259.813,4.52997,-9999,0.254456,0.656122,-13.9794,-0.143783,1.18459,0.334467,0,30.3327,-4.60310,10.4122,25.9279,39.5417,55.4578,83.0858,-0.753146E-01,1.01434,103.871,1.02090,73.0303,1.17107,1.64545,1.17107,0.409451E-03,1.10770,0.178699E-03,1.03744,800009000,800009000,800009000,800009000,800009000,800019000,800009011,800009011,80111,80111,80,81,0,0,0,28,9,0,0,0.595407,0.649618,0.672189E-01,0.498260,0.445972,0.213210E-03,0.238956E-04,0.872589E-01,0.402960E-01,0.100919E-04,0.440446E-05,33.0000,0.506833,2.10176,0.306948,46.9100,0.950000,3.00000
